"","ID","plot_order"
"1","SAMR_55638_Ct_arca",1
"2","SAMR_55637_Ct_arca",2
"3","SAMAR_55882_Ct_taen",3
"4","SAMAR_55863_Ct_taen",4
"5","SAMAR_55603_Ct_taen",5
"6","SAMAR_33727_Ct_taen",6
"7","SAMAR_34743_Ct_taen",7
"8","SAMAR_33571_Ct_taen",8
