"","ID","plot_order"
"1","NTMR_20378_Ct_robu",1
"2","NTMR_22166_Ct_robu",2
"3","NA_CCM0956_Ct_robu",3
"4","NTMR_13838_Ct_bore",4
"5","NTMR_23004_Ct_bore",5
"6","NTMR_17739_Ct_bore",6
"7","NTMR_23960_Ct_robu",7
"8","NTMR_18323_Ct_robu",8
"9","NTMR_22620_Ct_robu",9
"10","WAMR_137950_Ct_robu",10
"11","NA_CCM1389_Ct_robu",11
"12","NA_CCM1409_Ct_robu",12
"13","NA_CCM1412_Ct_robu",13
"14","NA_CCM2866_Ct_robu",14
"15","NA_CCM1388_Ct_robu",15
"16","NA_CCM1415_Ct_robu",16
"17","SAMR_55725_Ct_spal",17
"18","SAMAR_55675_Ct_spal",18
"19","SAMAR_54485_Ct_spal",19
"20","SAMAR_34202_Ct_spal",20
"21","NTMR_22621_Ct_spal",21
"22","NTMR_22298_Ct_spal",22
"23","NTMR_22325_Ct_spal",23
"24","NTMR_21670_Ct_spal",24
"25","NTMR_22622_Ct_spal",25
"26","NTMR_22299_Ct_spal",26
"27","NA_CCM2497_Ct_spal",27
"28","SAMAR_51093_Ct_spal",28
"29","NA_CCM5477_Ct_vert",29
"30","SAMR_40718_Ct_robu",30
"31","SAMR_48684_Ct_robu",31
"32","SAMR_28536_Ct_robu",32
"33","SAMR_36313_Ct_robu",33
"34","SAMR_48962_Ct_robu",34
"35","SAMR_52303_Ct_robu",35
"36","SAMR_50372_Ct_robu",36
"37","SAMR_46204_Ct_robu",37
"38","SAMR_33876_Ct_robu",38
"39","SAMR_33695_Ct_robu",39
"40","NA_ABTC61569_Ct_robu",40
"41","SAMR_39480_Ct_robu",41
"42","SAMR_33525_Ct_robu",42
"43","SAMR_21493_Ct_robu",43
"44","SAMR_49609_Ct_robu",44
"45","SAMR_32932_Ct_robu",45
"46","NA_CCM0980_Ct_mast",46
"47","NA_CCM0946_Ct_inor",47
"48","NA_CCM0830_Ct_inor",48
"49","NA_CCM0850_Ct_inor",49
"50","NA_CCM0823_Ct_robu",50
"51","NA_CCM0753_Ct_robu",51
"52","NA_CCM1206_Ct_robu",52
"53","NA_CCM0847_Ct_robu",53
"54","NA_CCM0849_Ct_inor",54
"55","NA_CCM1529_Ct_inor",55
"56","NA_CCM1579_Ct_inor",56
"57","NA_CCM1061_Ct_sp",57
"58","NA_CCM1390_Ct_inor",58
"59","NA_CCM2292_Ct_inor",59
"60","NA_CCM2518_Ct_vert",60
"61","NA_CCM3869_Ct_inor",61
"62","NA_CCM2565_Ct_vert",62
"63","SAMAR_34180_Ct_bore",63
"64","SAMR_53975_Ct_saxa",64
"65","SAMR_38776_Ct_saxa",65
"66","UMMZ_242630_Ct_inor",66
"67","UMMZ_242629_Ct_inor",67
"68","WAMR_108745_Ct_saxa",68
"69","NA_CCM0535_Ct_inor",69
"70","NTMR_25983_Ct_spal",70
"71","WAMR_108698_Ct_saxa",71
"72","WAMR_139005_Ct_saxa",72
"73","UMMZ_242624_Ct_inor",73
"74","WAMR_132686_Ct_saxa",74
"75","WAMR_132723_Ct_saxa",75
"76","WAMR_132682_Ct_saxa",76
"77","WAMR_108816_Ct_saxa",77
"78","WAMR_132522_Ct_saxa",78
"79","WAMR_153812_Ct_saxa",79
"80","NA_CCM4920_Ct_essi",80
"81","NA_CCM1710_Ct_inor",81
"82","WAMR_126017_Ct_inor",82
"83","NA_CCM1249_Ct_inor",83
"84","NA_CCM0848_Ct_inor",84
"85","NA_CCM1580_Ct_inor",85
"86","NA_CCM1530_Ct_robu",86
"87","NA_CCM1444_Ct_inor",87
"88","NA_CCM1445_Ct_inor",88
"89","SAMAR_55799_Ct_late",89
"90","NA_CCM0090_Ct_late",90
