"SAMPLE_ID","TISSUE_ID","REGO","VOUCHER","ALTERNATIVE_ID","GENUS","COLLECTOR_SP","UPDATED_SP","REGION","STATE","LOCATION","LAT","LON"
"CUMV_14517_Ct_pant","DLR0488","CU14517","CUMV_14517",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14558_Ct_pant","DLR0037","CU14558","CUMV_14558","PANTDLR0037","Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14561_Ct_pant","DLR0146","CU14561","CUMV_14561",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_1457514506_Ct_pant","DLR0166","CU14575_14506","CUMV_14575_14506",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14496_Ct_pant","DLR0091","CU14496","CUMV_14496",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_1457414505_Ct_pant","DLR0135","CU14574_14505","CUMV_14574_14505",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14566_Ct_pant","DLR0092","CU14566","CUMV_14566",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"WAMR_129885_Ct_pant","WAM_R129885","WAM129885","WAMR_129885","PANTW129885","Ctenotus","pantherinus","pantherinus","Australia","WA","MOUNT HARRIS, GIBSON DESE",-24.909,126.531944
"CUMV_14546_Ct_pant","DLR0220","CU14546","CUMV_14546",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"WAMR_119962_Ct_pant","WAM_R119962","WAM119962","WAMR_119962","PANTW119962","Ctenotus","pantherinus","pantherinus","Australia","WA","WOODIE WOODIE MINE",-21.667,121.583333
"WAMR_131057_Ct_pant","WAM_R131057","WAM131057","WAMR_131057","PANTW131057","Ctenotus","pantherinus","pantherinus","Australia","WA","KIWIRRKURRA",-22.817,127.75
"UMMZ_242634_Ct_pant","UMFS_20515",NA,"UMMZ_242634",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Dampier Downs Station, Western Australia",-18.11428,123.55069
"UMMZ_242633_Ct_pant","UMFS_20512",NA,"UMMZ_242633",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Dampier Downs Station, Western Australia",-18.11428,123.55069
"SAMR_42153_Ct_pant","ABTC34000","SAM42153","SAMR_42153","PANTA34000","Ctenotus","pantherinus","pantherinus","Australia","QLD","Pelican Water Hole",-25.686,140.616389
"SAMR_38802_Ct_pant","ABTC12023","SAM38802","SAMR_38802","PANTA12023","Ctenotus","pantherinus","pantherinus","Australia","NT","Barrow Creek",-21.533,133.883333
"UMMZ_242638_Ct_pant","UMFS_20596",NA,"UMMZ_242638",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Carranya Station, Western Australia",-19.2393,127.82636
"NA_CCM2756_Ct_pant","CCM2756",NA,"no_voucher",NA,"Ctenotus","pantherinus","cf. pantherinus","Australia","NT","Barry Cave, Barkly Highway",-20.0486,136.67242
"QM_62378_Ct_pant","ABTC32194","QM62378","QM_62378","PANTA32194","Ctenotus","pantherinus","pantherinus","Australia","QLD","Ethabuka Stn QLD",-23.833,138.083333
"NA_CCM1889_Ct_pant","CCM1889",NA,"no_voucher",NA,"Ctenotus","pantherinus","cf. pantherinus","Australia","NT","Ross River Caves",-23.57577,134.40547
"UMMZ_242639_Ct_pant","UMFS_20600",NA,"UMMZ_242639",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Carranya Station, Western Australia",-19.2393,127.82636
"WAMR_108704_Ct_pant","WAM_R108704","WAM108704","WAMR_108704","PANTW108704","Ctenotus","pantherinus","pantherinus","Australia","WA","BANANA SPRINGS",-18.9,128.8
"WAMR_139092_Ct_pant","WAM_R139092","WAM139092","WAMR_139092",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","MANDORA",-19.812,121.473611
"CUMV_14550_Ct_pant","DLR0009","CU14550","CUMV_14550","PANTDLR0009","Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"WAMR_140704_Ct_pant","WAM_R140704","WAM140704","WAMR_140704",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","HOPE DOWNS",-22.674,119.416111
"SAMR_44378_Ct_pant","ABTC41504","SAM44378","SAMR_44378",NA,"Ctenotus","pantherinus","pantherinus","Australia","SA","20k NE Mt Cooparinna",-26.297,130.151667
"CUMV_14560_Ct_pant","DLR0088","CU14560","CUMV_14560","PANTDLR0088","Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14516_Ct_pant","DLR0481","CU14516","CUMV_14516",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14552_Ct_pant","DLR0012","CU14552","CUMV_14552",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_1450314572_Ct_pant","DLR0122","CU14503_14572","CUMV_14503_14572","PANTDLR0122","Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14547_Ct_pant","DLR0225","CU14547","CUMV_14547",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14559_Ct_pant","DLR0087","CU14559","CUMV_14559",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14551_Ct_pant","DLR0010","CU14551","CUMV_14551",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14568_Ct_pant","DLR0095","CU14568","CUMV_14568",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14565_Ct_pant","DLR0025","CU14565","CUMV_14565","PANTDLR0025","Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14570_Ct_pant","DLR0100","CU14570","CUMV_14570","PANTDLR0100","Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_1457314504_Ct_pant","DLR0128","CU14573_14504","CUMV_14573_14504",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14527_Ct_pant","DLR0277","CU14527","CUMV_14527","PANTDLR0277","Ctenotus","pantherinus","pantherinus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14495_Ct_pant","DLR0056","CU14495","CUMV_14495","PANTDLR0056","Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14525_Ct_pant","DLR0255","CU14525","CUMV_14525","PANTDLR0255","Ctenotus","pantherinus","pantherinus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14526_Ct_pant","DLR0273","CU14526","CUMV_14526",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"NA_DLR0176_Ct_pant","DLR0176",NA,"no_voucher",NA,"Ctenotus","pantherinus","cf. pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14545_Ct_pant","DLR0214","CU14545","CUMV_14545",NA,"Ctenotus","pantherinus","pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"NA_DLR0053_Ct_pant","DLR0053",NA,"no_voucher",NA,"Ctenotus","pantherinus","cf. pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"NA_DLR0038_Ct_pant","DLR0038",NA,"no_voucher",NA,"Ctenotus","pantherinus","cf. pantherinus","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"NA_CCM6484_Ct_deca",NA,"CCM6484","no_voucher",NA,"Ctenotus","decaneurus","cf. storri","Australia",NA,"Litchfield NP Daly/ River Road",-13.52229,130.83438
"NA_CCM4867_Ct_stor",NA,"CCM4867","no_voucher",NA,"Ctenotus","storri","cf. storri","Australia",NA,"Litchfield NP Tableland Ck track, 4.6km along",-13.49855,130.86745
"NA_K015_Ct_stor","K015",NA,"no_voucher",NA,"Ctenotus","storri","cf. storri","Australia","NT","Kapalga, KNP",-12.647563,132.360069
"NA_K014_Ct_stor","K014",NA,"no_voucher",NA,"Ctenotus","storri","cf. storri","Australia","NT","Kapalga, KNP",-12.686393,132.415559
"NA_CCM4743_Ct_vert",NA,"CCM4743","no_voucher",NA,"Ctenotus","vertebralis","cf. storri","Australia",NA,"Litchfield NP Old tabletop track",-13.11195,130.71808
"NA_CCM4824_Ct_stor",NA,"CCM4824","no_voucher",NA,"Ctenotus","storri","cf. storri","Australia",NA,"Litchfield NP Lost city track, 2.4km from park rd",-13.17201,130.77732
"NA_CCM4823_Ct_stor",NA,"CCM4823","no_voucher",NA,"Ctenotus","storri","cf. storri","Australia",NA,"Litchfield NP Lost city track, 2.4km from park rd",-13.17201,130.77732
"WAMR_139415_Ct_nigr","WAM_R139415","WAM139415","WAMR_139415","NIGRW139415","Ctenotus","nigrilineatus","nigrilineatus","Australia","WA","MEENTHEENA",-21.29,120.466389
"WAMR_139414_Ct_nigr","WAM_R139414","WAM139414","WAMR_139414","NIGRW139414","Ctenotus","nigrilineatus","nigrilineatus","Australia","WA","MEENTHEENA",-21.287,120.459444
"WAMR_158405_Ct_rufe","WAM_R158405","WAM158405","WAMR_158405","RUFEW158405","Ctenotus","rufescens","rufescens","Australia","WA","GIRALIA",-22.887,114.557222
"WAMR_157327_Ct_rufe","WAM_R157327","WAM157327","WAMR_157327",NA,"Ctenotus","rufescens","rufescens","Australia","WA","YANREY",-22.3,114.593056
"CUMV_14845_Ct_calu","DLR0287","CU14845","CUMV_14845","CALUDLR0287","Ctenotus","calurus","cf. nasutus","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"WAMR_102658_Ct_nasu","WAM_R102658","WAM102658","WAMR_102658","NASUW102658","Ctenotus","nasutus","nasutus","Australia","WA","LITTLE SANDY DESERT",-24.105,120.325
"WAMR_102661_Ct_nasu","WAM_R102661","WAM102661","WAMR_102661","NASU102661B","Ctenotus","nasutus","nasutus","Australia","WA","LITTLE SANDY DESERT",-24.105,120.325
"NTMR_22441_Ct_stri","ABTC30403","NTM22441","NTMR_22441","STRIA30403","Ctenotus","striaticeps","striaticeps","Australia","NT","15k S Nathan R Stn, Limmen Gate NP",-15.719,135.470833
"WAMR_151014_Ct_tant","WAM_R151014","WAM151014","WAMR_151014","TANTW151014","Ctenotus","tantillus","cf. striaticeps","Australia","WA","KUNUNURRA",-15.546,128.803333
"WAMR_151833_Ct_tant","WAM_R151833 ","WAM151833 ","WAMR_151833 ","TANTW151833","Ctenotus","tantillus","tantillus","Australia","WA","SIR GRAHAM MOORE ISLAND ",-13.883,126.566667
"WAMR_165940_Ct_tant","WAM_R165940","WAM165940","WAMR_165940","TANTW165940","Ctenotus","tantillus","tantillus","Australia","WA",NA,-14.084,126.442778
"NA_CCM1006_Ct_ehma",NA,NA,"no_voucher",NA,"Ctenotus","ehmanni","cf. ehmanni","Australia","WA","Mud Springs, Site 1 Sandstone, 20km SW Theda HS",-14.88556,126.35986
"NA_CCM1013_Ct_ehma",NA,NA,"no_voucher",NA,"Ctenotus","ehmanni","cf. ehmanni","Australia","WA","Mud Springs, Site 1 Sandstone, 20km SW Theda HS",-14.88556,126.35986
"NA_CCM1424_Ct_ehma",NA,NA,"no_voucher",NA,"Ctenotus","ehmanni","cf. halysis","Australia","WA","Potts woodland",-16.4984,125.3554
"NA_CCM1425_Ct_ehma",NA,NA,"no_voucher",NA,"Ctenotus","ehmanni","cf. halysis","Australia","WA","Potts riparian",-16.494,125.3417
"NA_CCM0817_Ct_haly",NA,NA,"no_voucher",NA,"Ctenotus","halysis","cf. halysis","Australia","WA","Old Mitchell - Q5",-15.1328,126.1478
"NA_CCM0804_Ct_haly",NA,NA,"no_voucher",NA,"Ctenotus","halysis","cf. halysis","Australia","WA","Old Mitchell - Q5",-15.1328,126.1478
"NA_CCM0816_Ct_haly",NA,NA,"no_voucher",NA,"Ctenotus","halysis","cf. halysis","Australia","WA","Old Mitchell - Q5",-15.1328,126.1478
"NA_CCM0820_Ct_haly",NA,NA,"no_voucher",NA,"Ctenotus","halysis","cf. halysis","Australia","WA","Old Mitchell - Q6",-15.1361,126.1523
"NA_CCM0750_Ct_haly",NA,NA,"no_voucher",NA,"Ctenotus","halysis","cf. halysis","Australia","WA","Old Mitchell Road",-15.1276,126.1352
"NA_CCM0751_Ct_haly",NA,NA,"no_voucher",NA,"Ctenotus","halysis","cf. halysis","Australia","WA","Old Mitchell Road",-15.1276,126.1352
"WAMR_146927_Ct_mime","WAM_R146927","WAM146927","WAMR_146927","MIMEW146927","Ctenotus","mimetes","mimetes","Australia","WA","MOUNT GIBSON",-29.756,117.4
"UMMZ_242606_Ct_aust","UMFS_20669",NA,"UMMZ_242606",NA,"Ctenotus","australis","australis","Australia","WA","Tamala Station, Western Australia",-26.6578,113.64763
"UMMZ_242607_Ct_aust","UMFS_20670",NA,"UMMZ_242607",NA,"Ctenotus","australis","australis","Australia","WA","Tamala Station, Western Australia",-26.65758,113.64697
"WAMR_115114_Ct_aust","WAM_R115114","WAM115114","WAMR_115114","AUSTW115114","Ctenotus","australis","australis","Australia","WA","KEN HEARST PARK",-32.083,115.883333
"WAMR_115119_Ct_aust","WAM_R115119","WAM115119","WAMR_115119","AUSTW115119","Ctenotus","australis","australis","Australia","WA","BOLD PARK",-31.933,115.770278
"WAMR_104349_Ct_angu","WAM_R104349","WAM104349","WAMR_104349",NA,"Ctenotus","angusticeps","angusticeps","Australia","WA","AIRLIE ISLAND",-21.333,115.166667
"UMMZ_242608_Ct_gran","UMFS_20508",NA,"UMMZ_242608",NA,"Ctenotus","grandis","grandis","Australia","WA","Dampier Downs Station, Western Australia",-18.13731,123.52986
"UMMZ_242609_Ct_gran","UMFS_20523",NA,"UMMZ_242609",NA,"Ctenotus","grandis","grandis","Australia","WA","Dampier Downs Station, Western Australia",-18.11428,123.55069
"UMMZ_242613_Ct_gran","UMFS_20639",NA,"UMMZ_242613",NA,"Ctenotus","grandis","grandis","Australia","WA","Carranya Station, Western Australia",-19.2393,127.82636
"CUMV_14312_Ct_gran","DLR0611","CU14312","CUMV_14312","GRANDLR0611","Ctenotus","grandis","grandis","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"SAMR_48821_Ct_gran","ABTC42076","SAM48821","SAMR_48821","GRANA42076","Ctenotus","grandis","grandis","Australia","SA","12.2k NW Mt Cheesman",-27.337,130.2375
"CUMV_14305_Ct_gran","DLR0249","CU14305","CUMV_14305","GRANDLR0249","Ctenotus","grandis","grandis","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"UMMZ_242649_Ct_serv","UMFS_20509",NA,"UMMZ_242649",NA,"Ctenotus","serventyi","serventyi","Australia","WA","Dampier Downs Station, Western Australia",-18.13731,123.52986
"UMMZ_242650_Ct_serv","UMFS_20514",NA,"UMMZ_242650",NA,"Ctenotus","serventyi","serventyi","Australia","WA","Dampier Downs Station, Western Australia",-18.13731,123.52986
"WAMR_119711_Ct_pian","WAM_R119711","WAM119711","WAMR_119711","PIANW119711","Ctenotus","piankai","rhabdotus","Australia","WA","EMMA GORGE",-15.833,128.0333
"NA_CCM1470_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. rhabdotus","Australia","WA","Chamberlain valley woodland",-17.2974,127.1902
"WAMR_110581_Ct_pian","WAM_R110581","WAM110581","WAMR_110581","PIANW110581","Ctenotus","piankai","rhabdotus","Australia","WA","TANAMI DESERT",-19.58,128.8647
"UMMZ_242655_Ct_zast","UMFS_20663",NA,"UMMZ_242655",NA,"Ctenotus","zastictus","zastictus","Australia","WA","Hamelin Station",-26.4743,114.25961
"AMR_123129_Ct_zast","ABTC59808,P-114 ZAS","AM123129","AMR_123129","ZASTSP114","Ctenotus","zastictus","zastictus","Australia","WA","Denham",-25.926944,113.533889
"UMMZ_242654_Ct_zast","UMFS_20659",NA,"UMMZ_242654",NA,"Ctenotus","zastictus","zastictus","Australia","WA","Hamelin Station",-26.4725,114.25648
"WAMR_110668_Ct_duri","WAM_R110668","WAM110668","WAMR_110668","DURIW110668","Ctenotus","duricola","pallasotus","Australia","WA","LEARMONTH AIR WEAPONS RAN",-22.403,113.843333
"WAMR_111584_Ct_duri","WAM_R111584","WAM111584","WAMR_111584","DURIW111584","Ctenotus","duricola","pallasotus","Australia","WA","TCMBE07",-22.716,118.263
"WAMR_102159_Ct_duri","WAM_R102159","WAM102159","WAMR_102159",NA,"Ctenotus","duricola","pallasotus","Australia","WA","MT WINDELL",-22.599,118.6389
"WAMR_119931_Ct_duri","WAM_R119931","WAM119931","WAMR_119931","DURIW119931","Ctenotus","duricola","pallasotus","Australia","WA","MT BROCKMAN",-22.467,117.3
"WAMR_170291_Ct_duri","WAM_R170291","WAM170291","WAMR_170291","DURIW170291","Ctenotus","duricola","pallasotus","Australia","WA","TCMBC03",-23.34,117.801
"WAMR_139423_Ct_duri","WAM_R139423","WAM139423","WAMR_139423",NA,"Ctenotus","duricola","pallasotus","Australia","WA","MOUNT MINNIE",-21.373,115.3733
"WAMR_102494_Ct_duri","WAM_R102494","WAM102494","WAMR_102494","DURIW102494","Ctenotus","duricola","pallasotus","Australia","WA","BARLEE RANGE NATURE RESER",-23.389,115.8867
"WAMR_141296_Ct_duri","WAM_R141296","WAM141296","WAMR_141296","DURIW141296","Ctenotus","duricola","pallasotus","Australia","WA","CAPE PRESTON",-21.066,116.1492
"WAMR_110222_Ct_duri","WAM_R110222","WAM110222","WAMR_110222","DURIPIANW110222","Ctenotus","duricola","pallasotus","Australia","WA","PW12",-21.384,117.061
"WAMR_157566_Ct_duri","WAM_R157566","WAM157566","WAMR_157566","DURIW157566","Ctenotus","duricola","pallasotus","Australia","WA","PANNAWONICA",-21.674,115.8892
"SAMR_48807_Ct_pian","ABTC42062","SAM48807","SAMR_48807","PIANA42062","Ctenotus","piankai","piankai","Australia","SA","9.3k NNW Mt Cheesman SA",-27.329,130.293333
"WAMR_166456_Ct_pian","ABTC91439","WAM166456","WAMR_166456","PIANA91439","Ctenotus","piankai","piankai","Australia","WA","3.2k N Pungkulpirri Waterhole, Walter James Range",-24.6286,128.7556
"SAMR_45385_Ct_pian","ABTC58164","SAM45385","SAMR_45385","PIANA58164","Ctenotus","piankai","piankai","Australia","SA","14.2k ESE Maryinna Hill",-27.004,131.355
"WAMR_119955_Ct_pian","WAM_R119955","WAM119955","WAMR_119955","PIANW119955","Ctenotus","piankai","piankai","Australia","WA","WOODIE WOODIE MINE",-21.667,121.5833
"UMMZ_242644_Ct_pian","UMFS_20641",NA,"UMMZ_242644",NA,"Ctenotus","piankai","piankai","Australia","WA","Carranya Station, Western Australia",-19.24218,127.79014
"CUMV_14423_Ct_pian","DLR0304","CU14423","CUMV_14423","PIANDLR0304","Ctenotus","piankai","piankai","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"WAMR_102667_Ct_pian","WAM_R102667","WAM102667","WAMR_102667","PIANW102667","Ctenotus","piankai","piankai","Australia","WA","LITTLE SANDY DESERT",-24.105,120.325
"WAMR_170880_Ct_duri","WAM_R170880","WAM170880","WAMR_170880","DURIPIANW170880","Ctenotus","duricola","duricola","Australia","WA","MBE11",-21.237,119.408
"WAMR_158107_Ct_duri","WAM_R158107","WAM158107","WAMR_158107","DURIPIANW158107","Ctenotus","duricola","duricola","Australia","WA","RHNW03",-22.467,119.023
"WAMR_157132_Ct_pian","WAM_R157132","WAM157132","WAMR_157132","PIANW157132","Ctenotus","duricola","duricola","Australia","WA","ROY HILL",-22.686,120.2467
"WAMR_170467_Ct_duri","WAM_R170467","WAM170467","WAMR_170467","DURIW170467","Ctenotus","duricola","duricola","Australia","WA","BDRS11",-23.499,120.291
"WAMR_157067_Ct_duri","WAM_R157067","WAM157067","WAMR_157067","DURIW157067","Ctenotus","duricola","duricola","Australia","WA","MUNJINA ROADHOUSE",-22.837,119.3972
"WAMR_160095_Ct_duri","WAM_R160095","WAM160095","WAMR_160095","DURIW160095","Ctenotus","duricola","duricola","Australia","WA","NE11",-21.304,121.2
"WAMR_161462_Ct_duri","WAM_R161462","WAM161462","WAMR_161462","DURIW161462","Ctenotus","duricola","duricola","Australia","WA","PHYC05",-20.935,119.858
"WAMR_139394_Ct_duri","WAM_R139394","WAM139394","WAMR_139394","DURIW139394","Ctenotus","duricola","duricola","Australia","WA","MEENTHEENA",-21.351,120.4469
"WAMR_145630_Ct_duri","WAM_R145630","WAM145630","WAMR_145630","DURIW145630","Ctenotus","duricola","duricola","Australia","WA","PORT HEDLAND",-20.78,118.64
"WAMR_162334_Ct_duri","WAM_R162334","WAM162334","WAMR_162334","DURIW162334","Ctenotus","duricola","duricola","Australia","WA","RHNE11",-22.095,119.753
"WAMR_099165_Ct_duri","WAM_R099165","WAM099165","WAMR_099165","DURIW099165","Ctenotus","duricola","duricola","Australia","WA","WOODSTOCK STATION",-21.609,118.974444
"WAMR_139391_Ct_duri","WAM_R139391","WAM139391","WAMR_139391","DURIW139391","Ctenotus","duricola","duricola","Australia","WA","MEENTHEENA",-21.204,120.4731
"CUMV_14369_Ct_dux","DLR0617","CU14369","CUMV_14369","DUXDLR0617","Ctenotus","dux","dux","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14364_Ct_dux","DLR0452","CU14364","CUMV_14364","DUXDLR0452","Ctenotus","dux","dux","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14373_Ct_dux","DLR0450","CU14373","CUMV_14373","DUXDLR0450","Ctenotus","dux","dux","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14366_Ct_dux","DLR0582","CU14366","CUMV_14366","DUXDLR0582","Ctenotus","dux","dux","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14365_Ct_dux","DLR0580","CU14365","CUMV_14365","DUXDLR0580","Ctenotus","dux","dux","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14370_Ct_dux","DLR0260","CU14370","CUMV_14370","DUXDLR0260","Ctenotus","dux","dux","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14374_Ct_dux","DLR0451","CU14374","CUMV_14374",NA,"Ctenotus","dux","dux","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"CUMV_14367_Ct_dux","DLR0584","CU14367","CUMV_14367","DUXDLR0584","Ctenotus","dux","dux","Australia","WA","Yamarna Stn, Western Australia",-28.133,123.8667
"SAMAR_48573_Ct_dux","ABTC58507","SAMAR48573","SAMAR_48573",NA,"Ctenotus","dux","dux","Australia","SA","13.2k NW Mt Cheesman",-27.33583,130.2261
"QMJ_62380_Ct_dux","ABTC32196","QMJ62380","QMJ_62380",NA,"Ctenotus","dux","dux","Australia","QLD","Ethabuka Station",-23.83333,138.0833
"SAMR_62031_Ct_dux","ABTC91613","SAM62031","SAMR_62031","DUXA91613","Ctenotus","dux","dux","Australia","WA","3.2k N Pungkulpirri Waterhole, Walter James Range",-24.6286,128.7556
"SAMR_56476_Ct_dux","ABTC79899","SAM56476","SAMR_56476","DUXA79899","Ctenotus","dux","dux","Australia","SA","7.4k ESE Mount Hoare",-27.077,129.7728
"SAMR_62379_Ct_dux","ABTC94407","SAM62379","SAMR_62379","DUXA94407","Ctenotus","dux","dux","Australia","SA","165k SSE Watarru",-28.53196,129.95754
"SAMR_45608_Ct_dux","ABTC58222","SAM45608","SAMR_45608","DUXA58222","Ctenotus","dux","dux","Australia","SA","11.4k SE Maryinna Hill",-27.043,131.2933
"SAMR_42034_Ct_dux","ABTC33903","SAM42034","SAMR_42034","DUXNAA33903","Ctenotus","dux","dux","Australia","SA","10k S Illintjitja",-26.26,130.3853
"SAMAR_29946_Ct_dux","ABTC4264",NA,"SAMAR_29946",NA,"Ctenotus","dux","dux","Australia","NT","Curtin Springs",-25.5,131.8167
"SAMAR_57212_Ct_dux","ABTC95329","SAMAR57212","SAMAR_57212",NA,"Ctenotus","dux","dux","Australia","SA","23.9k E Vokes Hill Corner",-28.57111,130.9253
"SAMR_36098_Ct_dux","ABTC30813","SAM36098","SAMR_36098","DUXA30813","Ctenotus","dux","dux","Australia","NT","Yulara",-25.233,131.0167
"WAMR_166441_Ct_dux","ABTC91448","WAM166441","WAMR_166441","DUXA91448","Ctenotus","dux","dux","Australia","WA","4.2k SSE Pungkulpirri Waterhole",-24.6964,128.7628
"SAMR_62062_Ct_dux","ABTC91594","SAM62062","SAMR_62062","DUXA91594","Ctenotus","dux","dux","Australia","WA","5.3k SSE Pungkulpirri Waterhole",-24.7072,128.7603
"SAMR_46165_Ct_dux","ABTC41830","SAM46165","SAMR_46165","DUXA41830","Ctenotus","dux","dux","Australia","SA","23k NW Kunytjanu",-26.517,129.2019
"SAMR_44387_Ct_dux","ABTC41501","SAM44387","SAMR_44387","DUXA41501","Ctenotus","dux","dux","Australia","SA","19.5k NE Mt Cooparinna",-26.247,130.1122
"CUMV_14357_Ct_dux","DLR0123","CU14357","CUMV_14357","DUXDLR0123","Ctenotus","dux","dux","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14362_Ct_dux","DLR0125","CU14362","CUMV_14362","DUXDLR0125","Ctenotus","dux","dux","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"CUMV_14361_Ct_dux","DLR0124","CU14361","CUMV_14361",NA,"Ctenotus","dux","dux","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"SAMR_48698_Ct_gran","ABTC42014","SAM48698","SAMR_48698","GRANA42014","Ctenotus","grandis","cf. hanloni","Australia","SA","1.8k NNW Mt Lindsay",-27.014,129.87
"WAMR_157583_Ct_hanl","WAM_R157583","WAM157583","WAMR_157583","HANLW157583","Ctenotus","hanloni","hanloni","Australia","WA","PANNAWONICA",-21.748,116.075278
"WAMR_102472_Ct_hele","WAM_R102472","WAM102472","WAMR_102472","HELEW102472","Ctenotus","helenae","cf. hanloni","Australia","WA","BARLEE RANGE NATURE RESER",-23.045,115.787222
"WAMR_158380_Ct_hanl","WAM_R158380","WAM158380","WAMR_158380","HANLW158380","Ctenotus","hanloni","hanloni","Australia","WA","GIRALIA",-22.734,114.436667
"CUMV_14811_Ct_aria","DLR0045","CU14811","CUMV_14811","ARIADLR0045","Ctenotus","ariadnae","ariadnae","Australia","WA","Lorna Glen Stn, Western Australia",-26.226,121.5575
"SAMAR_45960_Ct_aria","ABTC58268","SAMAR45960","SAMAR_45960",NA,"Ctenotus","ariadnae","ariadnae","Australia","SA","8k NW Kunytjanu",-26.615,129.3139
"SAMAR_35025_Ct_aria","ABTC16846",NA,"SAMAR_35025",NA,"Ctenotus","ariadnae","ariadnae","Australia","SA","12k S Bloodweed Bore",-26.95,140.95
"SAMAR_38117_Ct_aria","ABTC706",NA,"SAMAR_38117",NA,"Ctenotus","ariadnae","ariadnae","Australia","SA","1.5k SE Purni Bore",-26.28333,136.1
