"SAMPLE_ID","TISSUE_ID","REGO","VOUCHER","ALTERNATIVE_ID","GENUS","COLLECTOR_SP","UPDATED_SP","REGION","STATE","LOCATION","LAT","LON"
"NTMR_23150_Ct_cogg","ABTC30198,P-075 COG","NTM23150","NTMR_23150","COGGSP075","Ctenotus","coggeri","coggeri","Australia","NT","Oenpelli",-12.383,133.075833
"NA_CCM2556_Ct_cogg","CCM2556",NA,"no_voucher",NA,"Ctenotus","coggeri","cf. coggeri","Australia","NT","Kakadu fire plot 126A",-12.99579,132.93111
"NA_CCM2339_Ct_essi","CCM2339",NA,"no_voucher",NA,"Ctenotus","essingtonii","cf. coggeri","Australia","NT","Kakadu fire plot 29",-13.28165,132.84531
"NA_CCM2279_Ct_essi","CCM2279",NA,"no_voucher",NA,"Ctenotus","essingtonii","cf. coggeri","Australia","NT","Kakadu fire plot 27B",-13.94383,132.90365
"NA_CCM2281_Ct_cogg","CCM2281",NA,"no_voucher",NA,"Ctenotus","coggeri","cf. coggeri","Australia","NT","Kakadu fire plot 27",-13.94278,132.90286
"NA_CCM2294_Ct_essi","CCM2294",NA,"no_voucher",NA,"Ctenotus","essingtonii","cf. coggeri","Australia","NT","Kakadu fire plot 27",-13.94278,132.90286
"QM_84335_Ct_quin","ABTC105817","QM84335","QM_84335","QUINA105817","Ctenotus","quinkan","quinkan","Australia","QLD","Hells Gate Creek",-15.683,144.55
"SAMR_65418_Ct_agre","ABTC113776","SAM65418","SAMR_65418",NA,"Ctenotus","agrestis","agrestis","Australia","QLD","2.7k SSW old Lochern Homestead site",-24.14,143.3392
"QM_59674_Ct_ingr","ABTC32120,P-087 ING","QM59674","QM_59674","INGRA32120,INGRSP087","Ctenotus","ingrami","ingrami","Australia","QLD","Yuleba SF",-26.536,149.42
"SAMR_55638_Ct_arca","ABTC76937","SAM55638","SAMR_55638","ARCAA76937","Ctenotus","arcanus","arcanus","Australia","QLD","Kroombit Tops forestry hut",-24.357,150.960556
"SAMR_55637_Ct_arca","ABTC76936","SAM55637","SAMR_55637","ARCAA76936","Ctenotus","arcanus","arcanus","Australia","QLD","Kroombit Tops forestry hut",-24.357,150.960556
"SAMAR_55882_Ct_taen","ABTC77206","SAMAR55882","SAMAR_55882",NA,"Ctenotus","taeniolatus","taeniolatus","Australia","QLD","69k S Alpha on Alpha to Tambo Road",-24.1975,146.5508
"SAMAR_55863_Ct_taen","ABTC77182","SAMAR55863","SAMAR_55863",NA,"Ctenotus","taeniolatus","taeniolatus","Australia","QLD","Cairns N side Lily Creek",-16.93333,145.7667
"SAMAR_55603_Ct_taen","ABTC76929","SAMAR55603","SAMAR_55603",NA,"Ctenotus","taeniolatus","taeniolatus","Australia","QLD","Kroombit SF",-24.32583,150.9403
"SAMAR_33727_Ct_taen","ABTC4010",NA,"SAMAR_33727",NA,"Ctenotus","taeniolatus","taeniolatus","Australia","NSW","Denman tip",-32.38333,150.6833
"SAMAR_34743_Ct_taen","ABTC16639",NA,"SAMAR_34743",NA,"Ctenotus","taeniolatus","taeniolatus","Australia","NSW","Bolivia Hill",-29.33333,151.9
"SAMAR_33571_Ct_taen","ABTC3723",NA,"SAMAR_33571",NA,"Ctenotus","taeniolatus","taeniolatus","Australia","NSW","21k W Narrabrai",-30.16667,149.9333
"ANWC_R05116_Ct_brev","ABTC106053","ANWCR05116","ANWC_R05116",NA,"Ctenotus","brevipes","brevipes","Australia","QLD","Walsh River, 34k W Chillagoe",-17,144.3
"SAMR_45040_Ct_joan","ABTC34961","SAM45040","SAMR_45040","JOANA34961","Ctenotus","joanae","joanae","Australia","SA","5.2k SSE Elbow Well",-26.306,140.331944
"SAMAR_43945_Ct_joan","ABTC22259",NA,"SAMAR_43945",NA,"Ctenotus","joanae","joanae","Australia","SA","5.3k NNW Yelpawaralinna Water",-27.07139,138.6719
"SAMAR_54020_Ct_joan","ABTC72713","SAMAR54020","SAMAR_54020",NA,"Ctenotus","joanae","joanae","Australia","NT","Brunette Downs Racecourse",-18.59222,136.0894
"SAMR_54024_Ct_joan","ABTC72719","SAM54024","SAMR_54024","JOANA72719","Ctenotus","joanae","joanae","Australia","NT","Brunette Downs Racecourse",-18.592,136.089444
"SAMR_55275_Ct_joan","ABTC82431","SAM55275","SAMR_55275","JOANA82431","Ctenotus","joanae","joanae","Australia","QLD","Phosphate Hill, Buffel Site",-21.9,139.996944
"SAMAR_34260_Ct_joan","ABTC11980",NA,"SAMAR_34260",NA,"Ctenotus","joanae","joanae","Australia","NT","Soudan HS",-20.05,137.0167
"NA_CCM2519_Ct_vert","CCM2519",NA,"no_voucher",NA,"Ctenotus","vertebralis","cf. vertebralis","Australia","NT","Kakadu fire plot 26B",-13.35304,132.47475
"NA_CCM2549_Ct_vert","CCM2549",NA,"no_voucher",NA,"Ctenotus","vertebralis","cf. vertebralis","Australia","NT","Kakadu fire plot 61",-13.04404,132.93799
"NA_CCM3915_Ct_vert","CCM3915",NA,"no_voucher",NA,"Ctenotus","vertebralis","cf. vertebralis","Australia","NT","Kamarrkawarn",-12.60789,134.02547
"NA_CCM2315_Ct_vert","CCM2315",NA,"no_voucher",NA,"Ctenotus","vertebralis","cf. vertebralis","Australia","NT","Kakadu fire plot 65B",-13.35254,132.98538
"NTMR_16195_Ct_vert","ABTC28532","NTM16195","NTMR_16195","VERTA28532","Ctenotus","vertebralis","vertebralis","Australia","NT","Nungbalgarri Creek",-11.95,134
"NA_CCM2343_Ct_vert","CCM2343",NA,"no_voucher",NA,"Ctenotus","vertebralis","cf. vertebralis","Australia","NT","Kakadu fire plot 66B",-13.222821,132.851348
"NA_CCM5466_Ct_vert",NA,"CCM5466","no_voucher",NA,"Ctenotus","vertebralis","cf. vertebralis","Australia",NA,"Pitfall site 14, Nitmiluk NP",-14.032029,132.306935
"NA_CCM1969_Ct_vert","CCM1969",NA,"no_voucher",NA,"Ctenotus","vertebralis","cf. vertebralis","Australia","NT","Kakadu fire plot 14",-13.73105,132.77112
"NA_CCM1971_Ct_vert","CCM1971",NA,"no_voucher",NA,"Ctenotus","vertebralis","cf. vertebralis","Australia","NT","Kakadu fire plot 14B",-13.73099,132.76811
"NTMR_20364_Ct_arnh","ABTC29158","NTM20364","NTMR_20364","ARNHA29158","Ctenotus","arnhemensis","arnhemensis","Australia","NT","Jabiluka Project Area",-12.5,132.92
"NA_CCM3982_Ct_essi","CCM3982",NA,"no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia","NT",NA,-11.27384,132.36325
"SAMAR_36710_Ct_essi","ABTC17132",NA,"SAMAR_36710",NA,"Ctenotus","essingtonii","essingtonii","Australia","NT","Black Point Airstrip",-11.16667,132.1333
"NA_YMR74_Ct_essi",NA,"YMR74","no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia",NA,"Warrpani Men's Camp, Parson's Range",-13.904458,135.091265
"NA_YMR77_Ct_essi",NA,"YMR77","no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia",NA,"Warrpani Men's Camp, Parson's Range",-13.761734,135.185793
"NA_NEB008_Ct_essi","NEB008",NA,"no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia","NT","Bathurst Island NE",-11.51146,130.344433
"NTMR_22191_Ct_essi","ABTC29726","NTM22191","NTMR_22191","ESSIA29726","Ctenotus","essingtonii","essingtonii","Australia","NT","Litchfield NP",-13.414,130.897222
"NTMR_22188_Ct_essi","ABTC29724","NTMR22188","NTMR_22188",NA,"Ctenotus","essingtonii","essingtonii","Australia","NT","Litchfield NP",-13.41361,130.8972
"NA_CCM4853_Ct_essi",NA,"CCM4853","no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia",NA,"Litchfield NP Lost city track, 2.4km from park rd",-13.17201,130.77732
"NA_CCM6122_Ct_essi",NA,"CCM6122","no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia",NA,"Litchfield NP Old tabletop track, 3.5km north of park road",-13.13918,130.76746
"NA_CCM6150_Ct_essi",NA,"CCM6150","no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia",NA,"Litchfield NP 1km south Buley Rockhole turnoff, Florence Falls Rd",-13.11365,130.79283
"AMSR_111496_Ct_essi","ABTC11065",NA,"AMSR_111496",NA,"Ctenotus","essingtonii","essingtonii","Australia","NT","Jabiluka",-12.666,132.833
"NA_K021_Ct_essi","K021",NA,"no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia","NT","Kapalga, KNP",-12.686393,132.415559
"NA_CCM5043_Ct_essi",NA,"CCM5043","no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia",NA,"Mary River site Corner",-12.71794,131.82448
"NTMR_13717_Ct_essi","ABTC28272","NTMR13717","NTMR_13717",NA,"Ctenotus","essingtonii","essingtonii","Australia","NT","Swim Creek",-12.575,131.825
"NA_CCM5044_Ct_essi",NA,"CCM5044","no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia",NA,"Mary River site SCK",-12.72335,131.71735
"NA_K073_Ct_essi","K073",NA,"no_voucher",NA,"Ctenotus","essingtonii","cf. essingtonii","Australia","NT","Kapalga, KNP",-12.622292,132.36544
"NTMR_20378_Ct_robu","ABTC29172","NTM20378","NTMR_20378","ROBUA29172","Ctenotus","robustus","robustus","Australia","NT","Fogg Dam",-12.55,131.3
"NTMR_22166_Ct_robu","ABTC29697","NTMR22166","NTMR_22166",NA,"Ctenotus","robustus","robustus","Australia","NT","Litchfield NP",-13.26472,130.9633
"NTMR_17738_Ct_cogg","ABTC29190","NTM17738","NTMR_17738","COGGA29190","Ctenotus","coggeri","cf. robustus","Australia","NT","Jabiluka Project Area",-12.5,132.85
"NA_CCM0956_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. robustus","Australia","WA","Baitbox Hill, Theda, site 2, 10km N of HS",-14.75187,126.47722
"NTMR_22175_Ct_robu","ABTC29704","NTM22175","NTMR_22175","ROBUA29704","Ctenotus","robustus","robustus","Australia","NT","Litchfield NP",-13.265,130.961389
"NTMR_22167_Ct_bore","ABTC29698,P-070 BOR","NTM22167","NTMR_22167","BOREA29698,BORE2A29698,BORESP070","Ctenotus","borealis","robustus","Australia","NT","Litchfield NP",-13.265,130.962222
"NTMR_13838_Ct_bore","ABTC28390","NTM13838","NTMR_13838","BOREA28390","Ctenotus","robustus","robustus","Australia","NT","Kakadu NP",-13.03,132.43
"NTMR_23004_Ct_bore","ABTC30072","NTMR23004","NTMR_23004",NA,"Ctenotus","borealis","robustus","Australia","NT","creek SW Pickertaramoor",-11.78222,130.7744
"NTMR_17739_Ct_bore","ABTC29191","NTMR17739","NTMR_17739",NA,"Ctenotus","borealis","robustus","Australia","NT","Casuarina Coastal Reserve",-12.37,130.85
"NTMR_23960_Ct_robu","ABTC30705","NTMR23960","NTMR_23960",NA,"Ctenotus","robustus","robustus","Australia","NT","Ramingining area Arafura Swamp",-12.2175,134.9847
"NTMR_22301_Ct_robu","ABTC30416","NTM22301","NTMR_22301","ROBUA30416","Ctenotus","robustus","robustus","Australia","NT","7K N Nathan R Stn, Limmen GaTE NP",-15.533,135.408056
"NTMR_18323_Ct_robu","ABTC30302","NTMR18323","NTMR_18323",NA,"Ctenotus","robustus","robustus","Australia","NT","Willeroo",-15.16083,131.6692
"NTMR_22620_Ct_robu","ABTC29870","NTMR22620","NTMR_22620",NA,"Ctenotus","robustus","robustus","Australia","NT","Long Billabong Roper River",-15.30667,135.3408
"NTMR_22934_Ct_robu","ABTC30181","NTM22934","NTMR_22934","ROBUA30181","Ctenotus","robustus","robustus","Australia","NT","Spirit Hills, Keep R",-15.307,129.158333
"NTMR_23791_Ct_robu","ABTC30603","NTM23791","NTMR_23791","ROBUA30603","Ctenotus","robustus","robustus","Australia","NT","Wickham R Gregory NP",-16.853,130.185556
"WAMR_137950_Ct_robu","WAM_R137950","WAM137950","WAMR_137950","ROBUW137950","Ctenotus","robustus","robustus","Australia","WA","KUNUNURRA",-15.589,128.983333
"WAMR_145686_Ct_robu","WAM_R145686","WAM145686","WAMR_145686","ROBUW145686","Ctenotus","robustus","robustus","Australia","WA","ABYDOS",-22.101,118.991389
"WAMR_141379_Ct_robu","WAM_R141379","WAM141379","WAMR_141379","ROBUW141379","Ctenotus","robustus","robustus","Australia","WA","CAPE PRESTON",-21.102,116.131667
"NA_CCM1389_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. robustus","Australia","WA","Potts Black soil",-16.4668,125.3723
"WAMR_146012_Ct_robu","WAM_R146012","WAM146012","WAMR_146012","ROBUW146012","Ctenotus","robustus","robustus","Australia","WA","KIMBOLTON",-16.743,124.095
"NA_CCM1409_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. robustus","Australia","WA","Potts Black soil",-16.4668,125.3723
"NA_CCM1412_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. robustus","Australia","WA","Potts riparian",-16.494,125.3417
"NA_CCM2866_Ct_robu","CCM2866",NA,"no_voucher",NA,"Ctenotus","robustus","cf. robustus","Australia","WA","Bluebush SV08 Mornington",-17.55431,126.16461
"NA_CCM1388_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. robustus","Australia","WA","Potts riparian",-16.4927,125.3447
"NA_CCM1415_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. robustus","Australia","WA","Potts riparian campsite",-16.4894,125.3518
"WAMR_126015_Ct_rima","WAM_R126015","WAM126015","WAMR_126015","RIMAW126015","Ctenotus","rimacola","rimacola","Australia","WA","SEPTIMUS, MOUNT",-15.587,128.996111
"WAMR_126010_Ct_rima","WAM_R126010","WAM126010","WAMR_126010","RIMAW126010","Ctenotus","rimacola","rimacola","Australia",NA,"MT SEPTIMUS",-15.587,128.996111
"AMSR_111494_Ct_spal","ABTC11091","AMSR111494","AMSR_111494",NA,"Ctenotus","spaldingi","spaldingi","Australia","QLD","False Pera Head",-13.083,141.616
"AMSR_111493_Ct_spal","ABTC11090","AMSR111493","AMSR_111493",NA,"Ctenotus","spaldingi","spaldingi","Australia","QLD","Watson River",-13.364,141.73
"QM_82086_Ct_spal","ABTC105811","QM82086","QM_82086","SPALA105811","Ctenotus","spaldingi","spaldingi","Australia","QLD","Lion's Den Pub, near Black Mountain",-15.8,145.25
"SAMR_55725_Ct_spal","ABTC77041","SAM55725","SAMR_55725","SPALA77041","Ctenotus","spaldingi","spaldingi","Australia","QLD","33k NNE Hughenden on Kennedy Developmental Rd",-20.624,144.399722
"SAMAR_55675_Ct_spal","ABTC76994","SAMAR55675","SAMAR_55675",NA,"Ctenotus","spaldingi","spaldingi","Australia","QLD","~40k S Torrens Creek on Torrens Creek-Aramac Road",-21.09167,145.0044
"SAMAR_54485_Ct_spal","ABTC72903","SAMAR54485","SAMAR_54485",NA,"Ctenotus","spaldingi","spaldingi","Australia","QLD","22k S Torrens Creek",-20.98583,145.0317
"SAMAR_34202_Ct_spal","ABTC11919","SAMAR34202","SAMAR_34202",NA,"Ctenotus","spaldingi","spaldingi","Australia","QLD","Westmoreland Station",-17.33333,138.25
"NTMR_22621_Ct_spal","ABTC29871","NTMR22621","NTMR_22621",NA,"Ctenotus","spaldingi","spaldingi","Australia","NT","Long Billabong Roper River",-15.30667,135.3408
"NTMR_22298_Ct_spal","ABTC30415","NTMR22298","NTMR_22298",NA,"Ctenotus","spaldingi","spaldingi","Australia","NT","Limmen Gate NP",-15.48333,135.4122
"NTMR_22325_Ct_spal","ABTC30410","NTMR22325","NTMR_22325",NA,"Ctenotus","spaldingi","spaldingi","Australia","NT","Tawallah Creek Limmen Gate NP",-16.01583,135.6669
"NTMR_21670_Ct_spal","ABTC29600","NTMR21670","NTMR_21670",NA,"Ctenotus","spaldingi","spaldingi","Australia","NT","10k N Larrimah",-15.533,133.183
"NTMR_22622_Ct_spal","ABTC29872","NTMR22622","NTMR_22622",NA,"Ctenotus","spaldingi","spaldingi","Australia","NT","Long Billabong Roper River",-15.30667,135.3408
"NTMR_22299_Ct_spal","ABTC30414","NTMR22299","NTMR_22299",NA,"Ctenotus","spaldingi","spaldingi","Australia","NT","7k N Nathan River Station, Limmen Gate NP",-15.53306,135.4081
"NA_CCM2497_Ct_spal","CCM2497",NA,"no_voucher",NA,"Ctenotus","spaldingi","cf. spaldingi","Australia","NT","Kakadu fire plot 133B",-13.74413,132.62437
"SAMAR_51093_Ct_spal","ABTC13415","SAMAR51093","SAMAR_51093",NA,"Ctenotus","spaldingi","spaldingi","Australia","NT","2k S Elliott",-17.56667,133.5333
"NA_CCM5477_Ct_vert",NA,"CCM5477","no_voucher",NA,"Ctenotus","vertebralis","cf. spaldingi","Australia",NA,"Site 14 elliott trap, Nitmiluk NP",-14.032029,132.306935
"SAMR_55881_Ct_robu","ABTC77205","SAM55881","SAMR_55881","ROBUA77205","Ctenotus","robustus","spaldingi","Australia","QLD","69k S Alpha on Alpha-Tambo Rd",-24.198,146.550833
"NA_CCM0044_Ct_euta",NA,NA,"no_voucher",NA,"Ctenotus","eutaenius","cf. spaldingi","Australia","QLD",NA,-19.13263,146.86902
"NA_ABTC03841_Ct_robu","ABTC03841",NA,"no_voucher","ROBUA03841","Ctenotus","robustus","cf. spaldingi","Australia","QLD","14k W Cooyar",-27,151.83
"SAMR_55891_Ct_robu","ABTC79480","SAM55891","SAMR_55891","ROBUA79480","Ctenotus","robustus","spaldingi","Australia","QLD","Tambo Dump",-24.86,146.255833
"SAMR_55746_Ct_robu","ABTC77063","SAM55746","SAMR_55746","ROBUA77063","Ctenotus","robustus","spaldingi","Australia","QLD","37k SSE Julia Ck",-20.975,141.891667
"QM_48384_Ct_robu","ABTC16215","QM48384","QM_48384","ROBUA16215","Ctenotus","robustus","spaldingi","Australia","QLD","Winton",-22.4,143
"SAMAR_55731_Ct_robu","ABTC77047","SAMAR55731","SAMAR_55731",NA,"Ctenotus","robustus","spaldingi","Australia","QLD","6.5k E Julia Creek on Flinders Highway",-20.65528,141.7975
"SAMR_37975_Ct_robu","ABTC57046","SAM37975","SAMR_37975","ROBUA57046","Ctenotus","robustus","spaldingi","Australia","SA","Burra Ck Gorge Res 17k SE Burra",-33.833,139.016667
"SAMR_52956_Ct_robu","ABTC74190","SAM52956","SAMR_52956","ROBUA74190","Ctenotus","robustus","spaldingi","Australia","SA","Arkaroola",-30.119,139.448333
"SAMR_40718_Ct_robu","ABTC57450","SAM40718","SAMR_40718",NA,"Ctenotus","robustus","spaldingi","Australia","SA","Cooks North, Middleback Rngs",-33.167,137.133333
"SAMR_48684_Ct_robu","ABTC58575","SAM48684","SAMR_48684","ROBUA58575","Ctenotus","robustus","spaldingi","Australia","SA","Moonaree Stn",-31.705,135.525556
"SAMR_28536_Ct_robu","ABTC53759","SAM28536","SAMR_28536","ROBUA53759","Ctenotus","robustus","spaldingi","Australia","SA","Fresh Wells 67k NW Iron Knob",-32.4,136.533333
"SAMR_19910_Ct_robu","ABTC53561","SAM19910","SAMR_19910","ROBUA53561","Ctenotus","robustus","spaldingi","Australia","SA","Barber Hill Gawler Rngs",-32.2,135.116667
"SAMR_36313_Ct_robu","ABTC56710","SAM36313","SAMR_36313","ROBUA56710","Ctenotus","robustus","spaldingi","Australia","SA","Telowie Gorge",-33.017,138.1
"SAMR_48962_Ct_robu","ABTC37169","SAM48962","SAMR_48962","ROBUA37169","Ctenotus","robustus","spaldingi","Australia","SA","Andamooka Stn",-30.742,137.313611
"SAMR_52303_Ct_robu","ABTC39414","SAM52303","SAMR_52303","ROBUA39414","Ctenotus","robustus","spaldingi","Australia","SA","1.5k S Camel Yard Spring",-30.66,139.091111
"SAMR_50372_Ct_robu","ABTC38130","SAM50372","SAMR_50372","ROBUA38130","Ctenotus","robustus","spaldingi","Australia","SA","1k SE Mt Aroona",-30.584,138.368889
"SAMR_46204_Ct_robu","ABTC35548","SAM46204","SAMR_46204",NA,"Ctenotus","robustus","spaldingi","Australia","SA","4k N Halifax Hill",-29.684,135.815278
"SAMR_33560_Ct_robu","ABTC03710","SAM33560","SAMR_33560","ROBUA03710","Ctenotus","robustus","spaldingi","Australia","NSW","11km W Narrabri",-30.25,149.85
"SAMR_33876_Ct_robu","ABTC03826","SAM33876","SAMR_33876","ROBUA03826","Ctenotus","robustus","spaldingi","Australia","QLD","Willowbank Caravan Pk.",-27.617,152.783333
"SAMR_33695_Ct_robu","ABTC03961","SAM33695","SAMR_33695","ROBUA03961","Ctenotus","robustus","spaldingi","Australia","NSW","Yamba tip",-29.433,153.366667
"SAMR_33707_Ct_robu","ABTC04017","SAM33707","SAMR_33707","ROBUA04017","Ctenotus","robustus","spaldingi","Australia","NSW","25km N Bathurst",-33.2,149.666667
"NA_ABTC61569_Ct_robu","ABTC61569","R130167","AM_R130167","ROBUA61569","Ctenotus","robustus","spaldingi","Australia","NSW","Smith's Lake",-32.4,152.5
"SAMR_39480_Ct_robu","ABTC34469","SAM39480","SAMR_39480","ROBUA34469","Ctenotus","robustus","spaldingi","Australia","SA","20KM NE of Murray Bridge",-35.022,139.463889
"SAMR_36603_Ct_robu","ABTC17100","SAM36603","SAMR_36603","ROBUA17100","Ctenotus","robustus","spaldingi","Australia","NSW","Esdale, NW of Canberra, NSW.",-35.083,148.916667
"SAMR_33525_Ct_robu","ABTC03662","SAM33525","SAMR_33525","ROBUA03662","Ctenotus","robustus","spaldingi","Australia","NSW","Lancoona H/S.",-33.367,145.883333
"SAMR_21493_Ct_robu","ABTC53607","SAM21493","SAMR_21493","ROBUA53607","Ctenotus","robustus","spaldingi","Australia","SA","Coorong NP",-35.567,138.966667
"SAMR_49609_Ct_robu","ABTC37540","SAM49609","SAMR_49609",NA,"Ctenotus","robustus","spaldingi","Australia","SA","7k NE Hatherleigh SA",-37.438,140.313611
"SAMR_47028_Ct_robu","ABTC36230","SAM47028","SAMR_47028",NA,"Ctenotus","robustus","spaldingi","Australia","SA","35k ENE Kingston SE",-36.738,140.239722
"SAMR_32932_Ct_robu","ABTC14912","SAM32932","SAMR_32932","ROBUA14912","Ctenotus","robustus","spaldingi","Australia","SA","16km W Penola",-37.367,140.65
"NA_CCM0978_Ct_deca",NA,NA,"no_voucher",NA,"Ctenotus","decaneurus","cf. decaneurus","Australia","WA","Baitbox Hill, Theda, site 8, 10km N of HS",-14.73666,126.46609
"WAMR_119683_Ct_deca","WAM_R119683","WAM119683","WAMR_119683","DECAW119683","Ctenotus","decaneurus","decaneurus","Australia","WA","EMMA GORGE",-15.833,128.033333
"NA_CCM5506_Ct_deca",NA,"CCM5506","no_voucher",NA,"Ctenotus","decaneurus","cf. decaneurus","Australia",NA,"Site 25B, Nitmiluk NP",-14.016912,132.274223
"NTMR_22189_Ct_deca","ABTC29722","NTM22189","NTMR_22189",NA,"Ctenotus","decaneurus","decaneurus","Australia","NT","Litchfield NP",-13.414,130.8967
"NA_CCM6334_Ct_deca",NA,"CCM6334","no_voucher",NA,"Ctenotus","decaneurus","cf. decaneurus","Australia",NA,"MT Valley",-14.13549,133.84216
"NA_CCM6337_Ct_deca",NA,"CCM6337","no_voucher",NA,"Ctenotus","decaneurus","cf. decaneurus","Australia",NA,"MT Valley",-14.13549,133.84216
"NA_CCM0980_Ct_mast",NA,NA,"no_voucher",NA,"Ctenotus","mastigura","cf. mastigura","Australia","WA","Baitbox Hill, Theda, site 3, 10km N of HS",-14.74225,126.46691
"NA_CCM0947_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. mastigura","Australia","WA","Baitbox Hill, Theda, site 7, 10km N of HS",-14.73119,126.46005
"NA_CCM0946_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. mastigura","Australia","WA","King Ed Riv Theda, campsite, 30km N of Homestead",-14.51903,126.45811
"NA_CCM0830_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. mastigura","Australia","WA","Carson escarpment - near camp",-15.3394,126.5893
"NA_CCM0850_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. mastigura","Australia","WA","Spring Creek - SS1",-15.1989,125.9035
"NA_CCM0823_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. mastigura","Australia","WA","Carson escarpment - TD1",-15.3383,126.5917
"NA_CCM0753_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. mastigura","Australia","WA","Old Mitchell Road",-15.1393,126.1571
"NA_CCM1206_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. mastigura","Australia","WA","Mitchell Plateau  Surveyors Pool",-14.671,125.733
"NA_CCM0847_Ct_robu",NA,NA,"no_voucher",NA,"Ctenotus","robustus","cf. mastigura","Australia","WA","Old Mitchell - Q5",-15.1328,126.1478
"NA_CCM0849_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. mastigura","Australia","WA","Spring Creek - SS2",-15.2002,125.9067
"NA_CCM1529_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. mastigura","Australia","WA","Hahn River rocks",-16.81627,126.07679
"NA_CCM1579_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. mastigura","Australia","WA","Barnett River Gorge",-16.53559,126.12857
"NA_CCM1061_Ct_sp",NA,NA,"no_voucher",NA,"Ctenotus","sp","cf. mastigura","Australia","WA","Gibb River Camp",-16.0969,126.5112
"NA_CCM1390_Ct_inor",NA,NA,"no_voucher",NA,"Ctenotus","inornatus","cf. mastigura","Australia","WA","Grevillea gorge",-16.49954,125.33637
"NA_CCM2292_Ct_inor","CCM2292",NA,"no_voucher",NA,"Ctenotus","inornatus","cf. superciliaris","Australia","NT","Kakadu fire plot 27",-13.94278,132.90286
"NTMR_20846_Ct_saxa","ABTC28173","NTM20846","NTMR_20846","SAXAA28173","Ctenotus","saxatilis","superciliaris","Australia","NT","Kakadu",-12.9,132.67
"NA_CCM2518_Ct_vert","CCM2518",NA,"no_voucher",NA,"Ctenotus","vertebralis","cf. superciliaris","Australia","NT","Kakadu fire plot 26",-13.3518,132.47234
"NA_CCM3869_Ct_inor","CCM3869",NA,"no_voucher",NA,"Ctenotus","inornatus","cf. superciliaris","Australia","NT","Ngangkan",-12.553874,134.028979
"NA_CCM2565_Ct_vert","CCM2565",NA,"no_voucher",NA,"Ctenotus","vertebralis","cf. superciliaris","Australia","NT","Kakadu fire plot 126",-12.99761,132.93274
"NTMR_26117_Ct_inor","ABTC72530","NTM26117","NTMR_26117","INORA72530","Ctenotus","inornatus","superciliaris","Australia","NT","Upper Reaches; Arnhemland Plateau",-13.283,133.533333
"SAMAR_34180_Ct_bore","ABTC11881","SAMAR34180","SAMAR_34180",NA,"Ctenotus","borealis","superciliaris","Australia","NT","Tanumbirini Station",-16.45,134.6167
"NTMR_22432_Ct_saxa","ABTC30404","NTM22432","NTMR_22432","SAXAA30404","Ctenotus","saxatilis","cf. superciliaris","Australia","NT","Nathan River Stn, Limmen Gate NP",-15.578,135.429722
"NTMR_16340_Ct_inor","ABTC28499","NTM16340","NTMR_16340","INORA28499","Ctenotus","inornatus","superciliaris","Australia","NT","Wave Hill Stn",-17.3,131
"SAMR_53975_Ct_saxa","ABTC72677","SAM53975","SAMR_53975",NA,"Ctenotus","saxatilis","superciliaris","Australia","NT","Barrow Creek channel just N town",-21.5,133.9
"WAMR_163003_Ct_duri","WAM_R163003","WAM163003","WAMR_163003","DURIPIANW163003","Ctenotus","duricola","cf. superciliaris","Australia","WA","WYW01",-22.104,115.568
"SAMR_38776_Ct_saxa","ABTC12005","SAM38776","SAMR_38776","SAXAA12005","Ctenotus","saxatilis","superciliaris","Australia","NT","Phillip Creek Mission (abandoned)",-19.283,134.216667
