"ID","cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","cluster_9","cluster_10","cluster_11","cluster_12","cluster_assign","coeff","TISSUE_ID","REGO","VOUCHER","ALTERNATIVE_ID","GENUS","SPECIES","UPDATED_SP","REGION","LOCATION","STATE","LAT","LON","VoucherNotes"
"SAMAR_51431_Ct_leae",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,"cluster_8",0.998901,"ABTC38765","SAMAR51431","SAMAR_51431",NA,"Ctenotus","leae","leae","Australia","6.4k WNW Approdinna Attora Knolls","SA",-26.04028,137.5553,NA
"SAMAR_52787_Ct_leae",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,"cluster_8",0.998901,"ABTC73513","SAMAR52787","SAMAR_52787",NA,"Ctenotus","leae","leae","Australia","24.4k SSE Hamilton HS","SA",-26.90611,135.1961,NA
"SAMAR_52918_Ct_orie",9.99036e-05,0.998901,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,"cluster_2",0.998901,"ABTC74174","SAMAR52918","SAMAR_52918",NA,"Ctenotus","orientalis","orientalis","Australia","Gammon Ranges NP","SA",-30.42778,139.145,NA
"SAMAR_53967_Ct_regi",9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,0.038996,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,0.960005,9.99125e-05,9.99125e-05,"cluster_10",0.960005,"ABTC72670","SAMAR53967","SAMAR_53967",NA,"Ctenotus","regius","regius","Australia","Finke River  crossing Stuart Highway","NT",-24.55528,133.2383,NA
"SAMAR_54164_Ct_regi",9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,0.998901,9.99036e-05,9.99036e-05,"cluster_10",0.998901,"ABTC79533","SAMAR54164","SAMAR_54164",NA,"Ctenotus","regius","regius","Australia","6.6k SSE Kalamurina HS","SA",-27.77833,138.2758,NA
"SAMAR_54242_Ct_leae",9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,0.998901,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,"cluster_8",0.998901,"ABTC79625","SAMAR54242","SAMAR_54242",NA,"Ctenotus","leae","leae","Australia","23.5k W Kannakaninna WH  Kalamurina Station","SA",-27.89306,137.7333,NA
"SAMAR_55677_Ct_hebe",9.99036e-05,9.99036e-05,0.998901,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,"cluster_3",0.998901,"ABTC76996","SAMAR55677","SAMAR_55677",NA,"Ctenotus","hebetior","hebetior","Australia","~40k S Torrens Creek on Torrens Creek-Aramac Road","QLD",-21.09167,145.0044,NA
"SAMAR_57181_Ct_regi",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,9.99034e-05,9.99034e-05,"cluster_10",0.998901,"ABTC95326","SAMAR57181","SAMAR_57181",NA,"Ctenotus","regius","regius","Australia","17.1k E Vokes Hill Corner","SA",-28.56889,130.8564,NA
"SAMAR_57722_Ct_regi",9.99033e-05,9.99033e-05,9.99033e-05,9.99033e-05,9.99033e-05,9.99033e-05,9.99033e-05,9.99033e-05,9.99033e-05,0.998901,9.99033e-05,9.99033e-05,"cluster_10",0.998901,"ABTC95809","SAMAR57722","SAMAR_57722",NA,"Ctenotus","regius","regius","Australia","25k WNW Iron Duke","SA",-33.22222,136.8444,NA
"SAMAR_61391_Ct_orie",9.99035e-05,0.998901,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,"cluster_2",0.998901,"ABTC89366","SAMAR61391","SAMAR_61391",NA,"Ctenotus","orientalis","orientalis","Australia","19.6k WSW Charra","SA",-32.14722,133.1417,NA
"SAMAR_62424_Ct_orie",9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,0.0125395,9.99125e-05,0.986461,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,"cluster_7",0.986461,"ABTC92246","SAMAR62424","SAMAR_62424",NA,"Ctenotus","orientalis","olympicus","Australia","17k NE Mount Penrhyn","SA",-29.29028,135.0911,NA
"SAMAR_66522_Ct_leae",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,"cluster_8",0.998901,"ABTC125360","SAMAR66522","SAMAR_66522",NA,"Ctenotus","leae","leae","Australia","9k WSW Ediacara Homestead","SA",-30.4436,137.8297,NA
"SAMR_22246_Ct_leon",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,9.99035e-05,"cluster_11",0.998901,"ABTC53612","SAM22246","SAMR_22246",NA,"Ctenotus","leonhardii","leonhardii","Australia","Kingoonya","SA",-30.917,135.316667,NA
"SAMR_36241_Ct_hele",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,9.99034e-05,9.99034e-05,"cluster_10",0.998901,"ABTC56686","SAM36241","SAMR_36241","HELEA56686","Ctenotus","helenae","regius","Australia","Curtin Springs HS, Mulga Pk Rd","NT",-25.392,131.766667,NA
"SAMR_42708_Ct_pulc",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,"cluster_6",0.998901,"ABTC08955","SAM42708","SAMR_42708","PULCA08955","Ctenotus","pulchellus","pulchellus","Australia","Mica Creek, near Mount Isa","QLD",-20.767,139.4833,NA
"SAMR_42772_Ct_pulc",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,"cluster_6",0.998901,"ABTC09014","SAM42772","SAMR_42772","PULCA09014","Ctenotus","pulchellus","pulchellus","Australia","Glen Kyree Station, S Winton","QLD",-22.967,142.9,NA
"SAMR_43844_Ct_quat",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,"cluster_12",0.998901,"ABTC59648","SAM43844","SAMR_43844","QUATA59648","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","1-2K E SERPENTINE LKS ACCESS RD","SA",-28.5,129.033333,NA
"SAMR_44403_Ct_quat",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,"cluster_12",0.998901,"ABTC41590","SAM44403","SAMR_44403","QUATA41590","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","8.5k NW Mt Kintore","SA",-26.503,130.428611,NA
"SAMR_46944_Ct_leon",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,9.99035e-05,"cluster_11",0.998901,"ABTC35989","SAM46944","SAMR_46944","LEONA35989","Ctenotus","leonhardii","leonhardii","Australia","1k WNW Top Camp Well","SA",-26.463,134.945833,NA
"SAMR_47236_Ct_regi",9.99126e-05,9.99126e-05,9.99126e-05,9.99126e-05,9.99126e-05,9.99126e-05,0.00534911,9.99126e-05,9.99126e-05,0.993652,9.99126e-05,9.99126e-05,"cluster_10",0.993652,"ABTC36337","SAM47236","SAMR_47236","REGIA36337","Ctenotus","regius","regius","Australia","6.3k SSW 99 Dam Anna Ck Stn","SA",-28.951,136.781944,NA
"SAMR_48330_Ct_regi",9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,0.998901,9.99036e-05,9.99036e-05,"cluster_10",0.998901,"ABTC36611","SAM48330","SAMR_48330","REGIA36611","Ctenotus","regius","regius","Australia","1k SE Old Lake Dismal","SA",-32.053,140.927222,NA
"SAMR_48771_Ct_gree",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,9.99034e-05,9.99034e-05,9.99034e-05,"cluster_9",0.998901,"ABTC42000","SAM48771","SAMR_48771","GREEA42000","Ctenotus","greeri","greeri","Australia","6.4k W Mt Lindsay","SA",-27.027,129.815,NA
"SAMR_48772_Ct_quat",9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,0.998901,"cluster_12",0.998901,"ABTC42001","SAM48772","SAMR_48772","QUATA42001","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","6.4k W Mt Lindsay SA","SA",-27.027,129.815,NA
"SAMR_48964_Ct_olym",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,"cluster_7",0.998901,"ABTC37159","SAM48964","SAMR_48964","OLYMA37159","Ctenotus","olympicus","olympicus","Australia","Andamooka Stn","SA",-30.79,137.400556,NA
"SAMR_49090_Ct_leon",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,9.99035e-05,"cluster_11",0.998901,"ABTC37349","SAM49090","SAMR_49090","LEONA37349","Ctenotus","leonhardii","leonhardii","Australia","3.1k E Candradecka Dam","SA",-27.208,140.894444,NA
"SAMR_51082_Ct_leon",9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,0.998901,9.99036e-05,"cluster_11",0.998901,"ABTC13384","SAM51082","SAMR_51082","LEONA13384","Ctenotus","leonhardii","leonhardii","Australia","Tennant Creek Dump","NT",-19.65,134.183333,NA
"SAMR_51580_Ct_leon",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,9.99034e-05,"cluster_11",0.998901,"ABTC42384","SAM51580","SAMR_51580","LEONA42384","Ctenotus","leonhardii","leonhardii","Australia","35k ESE Amata","SA",-26.277,131.460556,NA
"SAMR_55163_Ct_regi",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,9.99034e-05,9.99034e-05,"cluster_10",0.998901,"ABTC74522","SAM55163","SAMR_55163","REGIA74522","Ctenotus","regius","regius","Australia","6.8k N Gluepot HS","SA",-33.704,140.125556,NA
"SAMR_55678_Ct_hebe",9.99124e-05,9.99124e-05,0.989076,9.99124e-05,9.99124e-05,9.99124e-05,9.99124e-05,9.99124e-05,9.99124e-05,9.99124e-05,0.00992468,9.99124e-05,"cluster_3",0.989076,"ABTC76997","SAM55678","SAMR_55678","HEBEA76997","Ctenotus","hebetior","hebetior","Australia","~ 40k S Torrens Ck on Torrens Ck-Aramac Rd","QLD",-21.092,145.004444,NA
"SAMR_58939_Ct_quat",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,"cluster_12",0.998901,"ABTC80704","SAM58939","SAMR_58939","QUATA80704","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","57.5 Km WNW Oak Valley","SA",-29.061,130.293889,NA
"SAMR_62088_Ct_quat",9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,0.0411857,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,0.957815,"cluster_12",0.957815,"ABTC91459","SAM62088","SAMR_62088","QUATA91459","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","12.2k N Pungkulpirri Waterhole, Walter James Range","WA",-24.5594,128.7097,NA
"SAMR_62131_Ct_leon",0.995913,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,9.99125e-05,0.00308832,9.99125e-05,"cluster_1",0.995913,"ABTC91664","SAM62131","SAMR_62131","LEONA91664","Ctenotus","leonhardii","leonhardii","Australia","18.3k ENE Blackstone","WA",-25.9308,128.4494,NA
"SAMR_65346_Ct_hebe",9.99037e-05,9.99037e-05,0.998901,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,"cluster_3",0.998901,"ABTC113678","SAM65346","SAMR_65346",NA,"Ctenotus","hebetior","hebetior","Australia","8.4k SW Two Rivers Homestead","QLD",-22.39056,139.9589,NA
"SAMR_65347_Ct_hebe",9.99037e-05,9.99037e-05,0.998901,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,9.99037e-05,"cluster_3",0.998901,"ABTC113758","SAM65347","SAMR_65347",NA,"Ctenotus","hebetior","hebetior","Australia","8.4k SW Two Rivers Homestead","QLD",-22.39056,139.9589,NA
"SAMR_65379_Ct_hebe",9.99036e-05,9.99036e-05,0.998901,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,"cluster_3",0.998901,"ABTC113832","SAM65379","SAMR_65379",NA,"Ctenotus","hebetior","hebetior","Australia","3.6k NNE Noonbah Homestead","QLD",-24.07556,143.1897,NA
"SAMR_65380_Ct_hebe",9.99034e-05,9.99034e-05,0.998901,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,"cluster_3",0.998901,"ABTC113849","SAM65380","SAMR_65380",NA,"Ctenotus","hebetior","hebetior","Australia","3.6k NNE Noonbah Homestead","QLD",-24.07556,143.1897,NA
"UMMZ_242606_Ct_aust",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,"cluster_5",0.998901,"UMFS_20669",NA,"UMMZ_242606",NA,"Ctenotus","australis","australis","Australia","Tamala Station, Western Australia","WA",-26.6578,113.64763,NA
"UMMZ_242607_Ct_aust",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,"cluster_5",0.998901,"UMFS_20670",NA,"UMMZ_242607",NA,"Ctenotus","australis","australis","Australia","Tamala Station, Western Australia","WA",-26.65758,113.64697,NA
"UMMZ_242645_Ct_quat",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,"cluster_12",0.998901,"UMFS_20595",NA,"UMMZ_242645",NA,"Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","Carranya Station, Western Australia","WA",-19.2393,127.82636,NA
"UMMZ_242646_Ct_quat",9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,0.998901,"cluster_12",0.998901,"UMFS_20611",NA,"UMMZ_242646",NA,"Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","Carranya Station, Western Australia","WA",-19.22818,127.84773,NA
"WAMR_112780_Ct_orie",9.99035e-05,0.998901,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,"cluster_2",0.998901,"WAM_R112780","WAM112780","WAMR_112780","ORIEW112780","Ctenotus","orientalis","orientalis","Australia","NOONDOONIA STATION","WA",-32.073,124.002778,NA
"WAMR_115114_Ct_aust",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,"cluster_5",0.998901,"WAM_R115114","WAM115114","WAMR_115114","AUSTW115114","Ctenotus","australis","australis","Australia","KEN HEARST PARK","WA",-32.083,115.883333,NA
"WAMR_115119_Ct_aust",9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,0.998901,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,"cluster_5",0.998901,"WAM_R115119","WAM115119","WAMR_115119","AUSTW115119","Ctenotus","australis","australis","Australia","BOLD PARK","WA",-31.933,115.770278,NA
"WAMR_117303_Ct_leon",0.998901,9.99038e-05,9.99038e-05,9.99038e-05,9.99038e-05,9.99038e-05,9.99038e-05,9.99038e-05,9.99038e-05,9.99038e-05,9.99038e-05,9.99038e-05,"cluster_1",0.998901,"WAM_R117303","WAM117303","WAMR_117303","LEONW117303","Ctenotus","leonhardii","leonhardii","Australia","YALGOO","WA",-28.35,116.683333,NA
"WAMR_119774_Ct_leon",0.978311,9.99123e-05,9.99123e-05,9.99123e-05,9.99123e-05,9.99123e-05,9.99123e-05,9.99123e-05,9.99123e-05,9.99123e-05,0.0206898,9.99123e-05,"cluster_1",0.978311,"WAM_R119774","WAM119774","WAMR_119774","LEONW119774","Ctenotus","leonhardii","leonhardii","Australia","WARBURTON","WA",-26.133,126.583333,NA
"WAMR_127432_Ct_quat",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,"cluster_12",0.998901,"WAM_R127432","WAM127432","WAMR_127432","QUATW127432","Ctenotus","quattuordecimlineatus","quattuordecimlineatus","Australia","JOANNA SPRINGS","WA",-20.083,123.95,NA
"WAMR_129973_Ct_leon",0.998901,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,9.99036e-05,"cluster_1",0.998901,"WAM_R129973","WAM129973","WAMR_129973","LEONW129973","Ctenotus","leonhardii","leonhardii","Australia","MOUNT JOEL","WA",-27.217,121.05,NA
"WAMR_131785_Ct_leon",0.998901,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,"cluster_1",0.998901,"WAM_R131785","WAM131785","WAMR_131785","LEONW131785","Ctenotus","leonhardii","leonhardii","Australia","BUTCHERS TRACK","WA",-26.617,115.533333,NA
"WAMR_139532_Ct_iape",9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,9.99035e-05,0.998901,"cluster_12",0.998901,"WAM_R139532","WAM139532","WAMR_139532","IAPEW139532","Ctenotus","iapetus","iapetus","Australia","GIRALIA","WA",-22.753,114.513889,NA
"WAMR_144639_Ct_leon",0.998901,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,9.99034e-05,"cluster_1",0.998901,"WAM_R144639","WAM144639","WAMR_144639","LEONW144639","Ctenotus","leonhardii","leonhardii","Australia","MENZIES","WA",-29.796,121.074722,NA
"WAMR_166448_Ct_leon",0.924564,9.99213e-05,9.99213e-05,9.99213e-05,0.0195219,9.99213e-05,9.99213e-05,9.99213e-05,0.0550147,9.99213e-05,9.99213e-05,9.99213e-05,"cluster_1",0.924564,"ABTC91550","WAM166448","WAMR_166448","LEONA91550","Ctenotus","leonhardii","leonhardii","Australia","1k S Kutjuntari Rockhole","WA",-24.9001,128.7697,NA
