taxon
Dendrelaphis punctulatus
Denisonia devisi
Denisonia maculata
Diplodactylus barraganae
Diplodactylus bilybara
Diplodactylus calcicolus
Diplodactylus capensis
Diplodactylus conspicillatus
Diplodactylus custos
Diplodactylus fulleri
Diplodactylus furcosus
Diplodactylus galaxias
Diplodactylus galeatus
Diplodactylus granariensis
Diplodactylus hillii
Diplodactylus kenneallyi
Diplodactylus klugei
Diplodactylus laevis
Diplodactylus lateroides
Diplodactylus mitchelli
Diplodactylus nebulosus
Diplodactylus ornatus
Diplodactylus platyurus
Diplodactylus polyophthalmus
Diplodactylus pulcher
Diplodactylus savagei
Diplodactylus tessellatus
Diplodactylus vittatus
Diplodactylus wiru
Diporiphora adductus
Diporiphora albilabris
Diporiphora ameliae
Diporiphora amphiboluroides
Diporiphora arnhemica
Diporiphora australis
Diporiphora bennettii
Diporiphora bilineata
Diporiphora convergens
Diporiphora lalliae
Diporiphora linga
Diporiphora magna
Diporiphora margaretae
Diporiphora nobbi
Diporiphora paraconvergens
Diporiphora phaeospinosa
Diporiphora pindan
Diporiphora reginae
Diporiphora superba
Diporiphora valens
Diporiphora vescus
Diporiphora winneckei
Drysdalia coronoides
Drysdalia mastersii
Drysdalia rhodogaster
Echiopsis curta
Egernia cunninghami
Egernia cygnitos
Egernia depressa
Egernia douglasi
Egernia eos
Egernia epsisolus
Egernia formosa
Egernia hosmeri
Egernia kingii
Egernia mcpheei
Egernia napoleonis
Egernia pilbarensis
Egernia richardi
Egernia rugosa
Egernia saxatilis
Egernia stokesii
Egernia striolata
Elapognathus coronatus
Elapognathus minor
Emoia longicauda
Eremiascincus brongersmai
Eremiascincus douglasi
Eremiascincus fasciolatus
Eremiascincus intermedius
Eremiascincus isolepis
Eremiascincus musivus
Eremiascincus pallidus
Eremiascincus pardalis
Eremiascincus phantasmus
Eremiascincus richardsonii
Eroticoscincus graciloides
Eugongylus rufescens
Eulamprus heatwolei
Eulamprus kosciuskoi
Eulamprus leuraensis
Eulamprus quoyii
Eulamprus tympanum
Fordonia leucobalia
Furina barnardi
Furina diadema
Furina dunmalli
Furina ornata
Furina tristis
Gehyra australis
Gehyra baliola
Gehyra borroloola
Gehyra catenata
Gehyra dubia
Gehyra fenestra
Gehyra koira
Gehyra lazelli
Gehyra minuta
Gehyra montium
Gehyra moritzi
Gehyra multiporosa
Gehyra nana
Gehyra occidentalis
Gehyra pamela
Gehyra pilbara
Gehyra pulingka
Gehyra punctata
Gehyra purpurascens
Gehyra robusta
Gehyra spheniscus
Gehyra variegata
Gehyra versicolor
Gehyra xenopus
Glaphyromorphus clandestinus
Glaphyromorphus cracens
Glaphyromorphus crassicaudus
Glaphyromorphus darwiniensis
Glaphyromorphus fuscicaudis
Glaphyromorphus mjobergi
Glaphyromorphus nigricaudis
Glaphyromorphus nyanchupinta
Glaphyromorphus othelarrni
Glaphyromorphus pumilus
Glaphyromorphus punctulatus
Harrisoniascincus zia
Hemiaspis damelii
Hemiaspis signata
Hemiergis decresiensis
Hemiergis gracilipes
Hemiergis initialis
Hemiergis millewae
Hemiergis peronii
Hemiergis quadrilineata
Hemiergis talbingoensis
Hemisphaeriodon gerrardii
Hesperoedura reticulata
Heteronotia atra
Heteronotia binoei
Heteronotia fasciolatus
Heteronotia planiceps
Heteronotia spelea
Hoplocephalus bitorquatus
Hoplocephalus bungaroides
Hoplocephalus stephensii
Hypsilurus boydii
Hypsilurus spinipes
Intellagama lesueurii
Lampropholis adonis
Lampropholis amicula
Lampropholis caligula
Lampropholis coggeri
Lampropholis colossus
Lampropholis couperi
Lampropholis delicata
Lampropholis elongata
Lampropholis guichenoti
Lampropholis mirabilis
Lampropholis robertsi
Lepidodactylus pumilus
Lerista aericeps
Lerista allanae
Lerista allochira
Lerista ameles
Lerista amicorum
Lerista apoda
Lerista arenicola
Lerista axillaris
Lerista baynesi
Lerista bipes
Lerista borealis
Lerista bougainvillii
Lerista bunglebungle
Lerista carpentariae
Lerista chalybura
Lerista chordae
Lerista christinae
Lerista cinerea
Lerista clara
Lerista colliveri
Lerista desertorum
Lerista distinguenda
Lerista dorsalis
Lerista edwardsae
Lerista elegans
Lerista elongata
Lerista emmotti
Lerista eupoda
Lerista flammicauda
Lerista fragilis
Lerista frosti
Lerista gascoynensis
Lerista gerrardii
Lerista greeri
Lerista griffini
Lerista haroldi
Lerista humphriesi
Lerista ingrami
Lerista ips
Lerista jacksoni
Lerista kalumburu
Lerista karlschmidti
Lerista kendricki
Lerista kennedyensis
Lerista kingi
Lerista labialis
Lerista lineata
Lerista lineopunctulata
Lerista macropisthopus
Lerista maculosa
Lerista micra
Lerista microtis
Lerista muelleri
Lerista neander
Lerista nevinae
Lerista nichollsi
Lerista occulta
Lerista onsloviana
Lerista orientalis
Lerista petersoni
Lerista picturata
Lerista planiventralis
Lerista praefrontalis
Lerista praepedita
Lerista punctatovittata
Lerista puncticauda
Lerista quadrivincula
Lerista rhodonoides
Lerista robusta
Lerista rochfordensis
Lerista rolfei
Lerista separanda
Lerista simillima
Lerista speciosa
Lerista stictopleura
Lerista storri
Lerista stylis
Lerista taeniata
Lerista talpina
Lerista terdigitata
Lerista tridactyla
Lerista uniduo
Lerista varia
Lerista verhmens
Lerista vermicularis
Lerista viduata
Lerista vittata
Lerista walkeri
Lerista wilkinsi
Lerista xanthura
Lerista yuna
Lerista zietzi
Lerista zonulata
Lialis burtonis
Liasis fuscus
Liasis olivaceus
Liburnascincus artemis
Liburnascincus coensis
Liburnascincus mundivensis
Liburnascincus scirtetis
Liopholis guthega
Liopholis inornata
Liopholis kintorei
Liopholis margaretae
Liopholis modesta
Liopholis montana
Liopholis multiscutata
Liopholis pulchra
Liopholis slateri
Liopholis striata
Liopholis whitii
Lissolepis coventryi
Lissolepis luctuosa
Lophognathus burnsi
Lophognathus gilberti
Lophognathus longirostris
Lophognathus temporalis
Lucasium alboguttatum
Lucasium bungabinna
Lucasium byrnei
Lucasium damaeum
Lucasium immaculatum
Lucasium maini
Lucasium occultum
Lucasium squarrosum
Lucasium steindachneri
Lucasium stenodactylum
Lucasium wombeyi
Lygisaurus abscondita
Lygisaurus aeratus
Lygisaurus foliorum
Lygisaurus laevis
Lygisaurus macfarlani
Lygisaurus malleolus
Lygisaurus parrhasius
Lygisaurus rococo
Lygisaurus sesbrauna
Lygisaurus tanneri
Lygisaurus zuma
Menetia alanae
Menetia concinna
Menetia greyii
Menetia maini
Menetia surda
Moloch horridus
Morelia bredli
Morelia carinata
Morelia spilota
Morelia viridis
Morethia adelaidensis
Morethia boulengeri
Morethia butleri
Morethia lineoocellata
Morethia obscura
Morethia ruficauda
Morethia storri
Morethia taeniopleura
Myron richardsonii
Nactus cheverti
Nactus eboracensis
Nactus galgajuga
Nangura spinosa
Nebulifera robusta
Nephrurus amyae
Nephrurus asper
Nephrurus deleani
Nephrurus laevissimus
Nephrurus levis
Nephrurus sheai
Nephrurus stellatus
Nephrurus vertebralis
Nephrurus wheeleri
Niveoscincus coventryi
Niveoscincus greeni
Niveoscincus metallicus
Niveoscincus microlepidotus
Niveoscincus ocellatus
Niveoscincus orocryptus
Niveoscincus pretiosus
Notechis scutatus
Notoscincus butleri
Notoscincus ornatus
Oedura castelnaui
Oedura coggeri
Oedura filicipoda
Oedura gemmata
Oedura gracilis
Oedura jowalbinna
Oedura marmorata
Oedura monilis
Oedura tryoni
Ophidiocephalus taeniatus
Ophioscincus cooloolensis
Ophioscincus ophioscincus
Ophioscincus truncatus
Orraya occultus
Oxyuranus microlepidotus
Oxyuranus scutellatus
Paradelma orientalis
Parasuta dwyeri
Parasuta flagellum
Parasuta gouldii
Parasuta monachus
Parasuta nigriceps
Parasuta spectabilis
Paroplocephalus atriceps
Phyllurus caudiannulatus
Phyllurus isis
Phyllurus kabikabi
Phyllurus nepthys
Phyllurus ossa
Phyllurus platurus
Pletholax gracilis
Pogona barbata
Pogona henrylawsoni
Pogona microlepidota
Pogona minima
Pogona minor
Pogona mitchelli
Pogona nullarbor
Pogona vitticeps
Proablepharus barrylyoni
Proablepharus kinghorni
Proablepharus naranjicaudus
Proablepharus reginae
Proablepharus tenuis
Pseudechis australis
Pseudechis butleri
Pseudechis colletti
Pseudechis guttatus
Pseudechis porphyriacus
Pseudechis weigeli
Pseudemoia baudini
Pseudemoia cryodroma
Pseudemoia entrecasteauxii
Pseudemoia pagenstecheri
Pseudemoia rawlinsoni
Pseudemoia spenceri
Pseudoferania polylepis
Pseudonaja affinis
Pseudonaja aspidorhyncha
Pseudonaja guttata
Pseudonaja inframacula
Pseudonaja ingrami
Pseudonaja mengdeni
Pseudonaja modesta
Pseudonaja nuchalis
Pseudonaja textilis
Pseudothecadactylus australis
Pseudothecadactylus cavaticus
Pseudothecadactylus lindneri
Pygmaeascincus koshlandae
Pygmaeascincus sadlieri
Pygmaeascincus timlowi
Pygopus lepidopodus
Pygopus nigriceps
Pygopus robertsi
Pygopus schraderi
Pygopus steelescotti
Rankinia diemensis
Rhinoplocephalus bicolor
Rhynchoedura angusta
Rhynchoedura eyrensis
Rhynchoedura mentalis
Rhynchoedura ormsbyi
Rhynchoedura ornata
Rhynchoedura sexapora
Saiphos equalis
Saltuarius cornutus
Saltuarius eximius
Saltuarius kateae
Saltuarius moritzi
Saltuarius salebrosus
Saltuarius swaini
Saltuarius wyberba
Saproscincus basiliscus
Saproscincus challengeri
Saproscincus czechurai
Saproscincus eungellensis
Saproscincus hannahae
Saproscincus lewisi
Saproscincus mustelinus
Saproscincus oriarus
Saproscincus rosei
Saproscincus saltus
Saproscincus tetradactylus
Silvascincus murrayi
Silvascincus tryoni
Simalia amethistina
Simalia kinghorni
Simalia oenpelliensis
Simoselaps anomalus
Simoselaps bimaculatus
Simoselaps littoralis
Simoselaps minimus
Stegonotus cucullatus
Strophurus assimilis
Strophurus ciliaris
Strophurus elderi
Strophurus horneri
Strophurus intermedius
Strophurus jeanae
Strophurus krisalys
Strophurus mcmillani
Strophurus michaelseni
Strophurus rankini
Strophurus robinsoni
Strophurus spinigerus
Strophurus strophurus
Strophurus taeniatus
Strophurus taenicauda
Strophurus wellingtonae
Strophurus williamsi
Strophurus wilsoni
Suta fasciata
Suta ordensis
Suta punctata
Suta suta
Techmarscincus jigurru
Tiliqua adelaidensis
Tiliqua multifasciata
Tiliqua nigrolutea
Tiliqua occipitalis
Tiliqua rugosa
Tiliqua scincoides
Tropidechis carinatus
Tropidonophis mairii
Tumbunascincus luteilateralis
Tympanocryptis centralis
Tympanocryptis cephalus
Tympanocryptis condaminensis
Tympanocryptis houstoni
Tympanocryptis intima
Tympanocryptis lineata
Tympanocryptis pentalineata
Tympanocryptis pinguicolla
Tympanocryptis tetraporophora
Tympanocryptis uniformis
Tympanocryptis wilsoni
Underwoodisaurus milii
Underwoodisaurus seorsus
Uvidicolus sphyrurus
Varanus acanthurus
Varanus baritji
Varanus brevicauda
Varanus bushi
Varanus caudolineatus
Varanus eremius
Varanus giganteus
Varanus gilleni
Varanus glauerti
Varanus glebopalma
Varanus gouldii
Varanus hamersleyensis
Varanus indicus
Varanus keithhornei
Varanus kingorum
Varanus mertensi
Varanus mitchelli
Varanus panoptes
Varanus pilbarensis
Varanus primordius
Varanus rosenbergi
Varanus scalaris
Varanus semiremex
Varanus similis
Varanus sparnus
Varanus spenceri
Varanus storri
Varanus tristis
Varanus varius
Vermicella annulata
Vermicella calonotus
Vermicella intermedia
Vermicella multifasciata
Vermicella snelli
Vermicella vermiformis
