ID,cluster,group
CUMV_14517_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
CUMV_14525_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
CUMV_14526_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
CUMV_14527_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
CUMV_14559_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
CUMV_14567_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
CUMV_14570_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
CUMV_1457314504_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
CUMV_14576_Ct_pant,pantherinus_gr_cluster_1,pantherinus_gr
NA_CCM1889_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
NA_CCM2756_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
QM_62378_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
SAMR_42153_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
SAMR_44378_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
SAMR_44860_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
SAMR_45310_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
SAMR_45528_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
SAMR_49197_Ct_pant,pantherinus_gr_cluster_3,pantherinus_gr
SAMR_54432_Ct_pant,pantherinus_gr_cluster_3,pantherinus_gr
SAMR_55674_Ct_pant,pantherinus_gr_cluster_3,pantherinus_gr
SAMR_65403_Ct_pant,pantherinus_gr_cluster_3,pantherinus_gr
UMMZ_242633_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
UMMZ_242634_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
UMMZ_242638_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
UMMZ_242639_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
UMMZ_242643_Ct_pant,pantherinus_gr_cluster_2,pantherinus_gr
WAMR_104950_Ct_pant,pantherinus_gr_cluster_2,pantherinus_gr
WAMR_108591_Ct_pant,pantherinus_gr_cluster_2,pantherinus_gr
WAMR_108704_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
WAMR_119962_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
WAMR_129335_Ct_pant,pantherinus_gr_cluster_2,pantherinus_gr
WAMR_129863_Ct_pant,pantherinus_gr_cluster_1,pantherinus_gr
WAMR_129885_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
WAMR_131057_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
WAMR_132520_Ct_pant,pantherinus_gr_cluster_2,pantherinus_gr
WAMR_135379_Ct_pant,pantherinus_gr_cluster_2,pantherinus_gr
WAMR_139092_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
WAMR_140704_Ct_pant,pantherinus_gr_cluster_4,pantherinus_gr
WAMR_145526_Ct_pant,pantherinus_gr_cluster_2,pantherinus_gr
WAMR_153984_Ct_pant,pantherinus_gr_cluster_1,pantherinus_gr
WAMR_158463_Ct_pant,pantherinus_gr_cluster_2,pantherinus_gr
CUMV_14408_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
CUMV_14409_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
CUMV_14411_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
CUMV_14412_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
CUMV_14700_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
NA_ABTC10487_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
NA_ABTC113798_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
NA_ABTC113879_Ct_stra,schomburgkii_gr_cluster_4,schomburgkii_gr
NA_ABTC113898_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
NA_ABTC12607_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
NA_ABTC12623_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
NA_ABTC89250_Ct_broo,schomburgkii_gr_cluster_6,schomburgkii_gr
NA_DLR0549_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
NTMR_14947_Ct_calu,schomburgkii_gr_cluster_8,schomburgkii_gr
QMJ_74401_Ct_zebr,schomburgkii_gr_cluster_1,schomburgkii_gr
SAMAR_24578_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_25378_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
SAMAR_25688_Ct_eucl,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMAR_26237_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
SAMAR_26265_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
SAMAR_29939_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
SAMAR_32029_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
SAMAR_32255_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
SAMAR_34780_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMAR_35050_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_36034_Ct_taen,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMAR_36575_Ct_eucl,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMAR_36883_Ct_stra,schomburgkii_gr_cluster_4,schomburgkii_gr
SAMAR_37073_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_37916_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMAR_39563_Ct_taen,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMAR_41321_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_41349_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMAR_41903_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_42343_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMAR_42658_Ct_taen,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMAR_42743_Ct_stra,schomburgkii_gr_cluster_4,schomburgkii_gr
SAMAR_42800_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMAR_42874_Ct_stra,schomburgkii_gr_cluster_4,schomburgkii_gr
SAMAR_42955_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMAR_45381_Ct_calu,schomburgkii_gr_cluster_8,schomburgkii_gr
SAMAR_45516_Ct_stra,schomburgkii_gr_cluster_4,schomburgkii_gr
SAMAR_45530_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
SAMAR_45963_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
SAMAR_46104_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_46452_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_47257_Ct_taen,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMAR_48325_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_48354_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_48386_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMAR_48699_Ct_calu,schomburgkii_gr_cluster_8,schomburgkii_gr
SAMAR_48785_Ct_calu,schomburgkii_gr_cluster_8,schomburgkii_gr
SAMAR_49141_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_50062_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_50902_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMAR_55709_Ct_zebr,schomburgkii_gr_cluster_1,schomburgkii_gr
SAMAR_55848_Ct_stra,schomburgkii_gr_cluster_1,schomburgkii_gr
SAMAR_56458_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
SAMAR_56672_Ct_broo,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMAR_57213_Ct_calu,schomburgkii_gr_cluster_8,schomburgkii_gr
SAMAR_58943_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
SAMAR_59192_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_60340_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_61390_Ct_eucl,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMAR_62561_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMAR_65908_Ct_broo,schomburgkii_gr_cluster_3,schomburgkii_gr
SAMR_35905_Ct_taen,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMR_42487_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMR_42881_Ct_stra,schomburgkii_gr_cluster_4,schomburgkii_gr
SAMR_44903_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMR_44934_Ct_taen,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMR_44955_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMR_45029_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMR_46072_Ct_eucl,schomburgkii_gr_cluster_6,schomburgkii_gr
SAMR_46857_Ct_stra,schomburgkii_gr_cluster_2,schomburgkii_gr
SAMR_54494_Ct_zebr,schomburgkii_gr_cluster_1,schomburgkii_gr
SAMR_54511_Ct_zebr,schomburgkii_gr_cluster_1,schomburgkii_gr
SAMR_55734_Ct_stra,schomburgkii_gr_cluster_4,schomburgkii_gr
SAMR_62029_Ct_calu,schomburgkii_gr_cluster_8,schomburgkii_gr
SAMR_62121_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
SAMR_65381_Ct_scho,schomburgkii_gr_cluster_7,schomburgkii_gr
UMMZ_242648_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
WAMR_077870_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
WAMR_100527_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
WAMR_102261_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
WAMR_151241_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
WAMR_151655_Ct_scho,schomburgkii_gr_cluster_5,schomburgkii_gr
WAMR_166440_Ct_calu,schomburgkii_gr_cluster_8,schomburgkii_gr
SAMAR_33571_Ct_taen,taeniolatus_gr_cluster_2,taeniolatus_gr
SAMAR_33727_Ct_taen,taeniolatus_gr_cluster_2,taeniolatus_gr
SAMAR_34743_Ct_taen,taeniolatus_gr_cluster_2,taeniolatus_gr
SAMAR_55603_Ct_taen,taeniolatus_gr_cluster_2,taeniolatus_gr
SAMAR_55863_Ct_taen,taeniolatus_gr_cluster_2,taeniolatus_gr
SAMAR_55882_Ct_taen,taeniolatus_gr_cluster_2,taeniolatus_gr
SAMR_55637_Ct_arca,taeniolatus_gr_cluster_1,taeniolatus_gr
SAMR_55638_Ct_arca,taeniolatus_gr_cluster_1,taeniolatus_gr
