OTU,Climatic_distance,Genetic_distance,Geographic_distance,group
zastictus,1246.00361155175,0.655172413793103,94.2465306303736,atlas_gr
zastictus,1259.01350270758,0.653846153846154,94.6140242046625,atlas_gr
zastictus,13.9283882771841,0.303030303030303,0.37040266830085,atlas_gr
grandis,537.781554164886,0.685714285714286,311.744197747037,atlas_gr
grandis,433.208956509442,0.555555555555556,870.506429482239,atlas_gr
grandis,3093.42884191636,0.852941176470588,922.268275922919,atlas_gr
grandis,3101.33664731838,0.894736842105263,925.243105440421,atlas_gr
grandis,1887.02358225858,0.96875,1008.27652366995,atlas_gr
grandis,135.199852070925,0.111111111111111,633.328791725625,atlas_gr
grandis,2564.82455540335,0.476190476190476,1112.31526096789,atlas_gr
grandis,2572.46068968993,0.369565217391304,1114.81209978535,atlas_gr
grandis,1360.26798830231,0.447368421052632,1068.02709195593,atlas_gr
grandis,2664.62042324981,0.363636363636364,1232.42193772766,atlas_gr
grandis,2672.57796892813,0.3125,1233.39331818898,atlas_gr
grandis,1458.96333058785,0.425,933.670573069824,atlas_gr
grandis,12.1243556529821,0.222222222222222,3.37783039661366,atlas_gr
grandis,1206.45265137095,0.351351351351351,468.968340843788,atlas_gr
grandis,1214.40479248066,0.390243902439024,467.558676981126,atlas_gr
dux,0,0.0253164556962025,0,atlas_gr
dux,0,0.0135135135135135,0,atlas_gr
dux,537.781554164886,0.977611940298508,311.744197747037,atlas_gr
dux,537.781554164886,1.14782608695652,311.744197747037,atlas_gr
dux,537.781554164886,0.975806451612903,311.744197747037,atlas_gr
dux,537.781554164886,0.721804511278195,311.744197747037,atlas_gr
dux,537.781554164886,0.801801801801802,311.744197747037,atlas_gr
dux,87.9204185613331,0.928571428571428,1685.38810101096,atlas_gr
dux,58.6941223633168,0.883333333333333,1029.69842204117,atlas_gr
dux,431.79161640773,1.07619047619048,869.37258604015,atlas_gr
dux,882.615431544226,1.26548672566372,960.815345052725,atlas_gr
dux,69.6491205974634,0.928571428571428,953.990433379127,atlas_gr
dux,156.022434284304,1.26548672566372,880.515132848256,atlas_gr
dux,325.229149985053,0.966101694915254,971.975244010182,atlas_gr
dux,230.358416386291,0.974358974358974,762.34872763223,atlas_gr
dux,417.940187108155,0.879310344827586,821.985829940661,atlas_gr
dux,962.090952041438,1.58333333333333,868.142461091369,atlas_gr
dux,110.607413856396,1.10377358490566,743.193339524681,atlas_gr
dux,0,0.0447761194029851,0,atlas_gr
dux,537.781554164886,1.20740740740741,311.744197747037,atlas_gr
dux,537.781554164886,1.17142857142857,311.744197747037,atlas_gr
dux,537.781554164886,1.1484375,311.744197747037,atlas_gr
dux,537.781554164886,0.805755395683453,311.744197747037,atlas_gr
dux,537.781554164886,1.11214953271028,311.744197747037,atlas_gr
dux,87.9204185613331,1.15596330275229,1685.38810101096,atlas_gr
dux,58.6941223633168,1.07627118644068,1029.69842204117,atlas_gr
dux,431.79161640773,1.38317757009346,869.37258604015,atlas_gr
dux,882.615431544226,1.37692307692308,960.815345052725,atlas_gr
dux,69.6491205974634,1.17543859649123,953.990433379127,atlas_gr
dux,156.022434284304,1.3135593220339,880.515132848256,atlas_gr
dux,325.229149985053,1.25217391304348,971.975244010182,atlas_gr
dux,230.358416386291,1.01639344262295,762.34872763223,atlas_gr
dux,417.940187108155,1,821.985829940661,atlas_gr
dux,962.090952041438,1.47899159663866,868.142461091369,atlas_gr
dux,110.607413856396,1.47959183673469,743.193339524681,atlas_gr
dux,537.781554164886,1.2015503875969,311.744197747037,atlas_gr
dux,537.781554164886,1.36036036036036,311.744197747037,atlas_gr
dux,537.781554164886,1.19827586206897,311.744197747037,atlas_gr
dux,537.781554164886,0.833333333333333,311.744197747037,atlas_gr
dux,537.781554164886,1.0990099009901,311.744197747037,atlas_gr
dux,87.9204185613331,1.21359223300971,1685.38810101096,atlas_gr
dux,58.6941223633168,1.11711711711712,1029.69842204117,atlas_gr
dux,431.79161640773,1.3921568627451,869.37258604015,atlas_gr
dux,882.615431544226,1.50943396226415,960.815345052725,atlas_gr
dux,69.6491205974634,1.21296296296296,953.990433379127,atlas_gr
dux,156.022434284304,1.42727272727273,880.515132848256,atlas_gr
dux,325.229149985053,1.1140350877193,971.975244010182,atlas_gr
dux,230.358416386291,1.10344827586207,762.34872763223,atlas_gr
dux,417.940187108155,1.15315315315315,821.985829940661,atlas_gr
dux,962.090952041438,1.73684210526316,868.142461091369,atlas_gr
dux,110.607413856396,1.42105263157895,743.193339524681,atlas_gr
dux,0,0.291208791208791,0,atlas_gr
dux,0,0.369230769230769,0,atlas_gr
dux,0,0.203883495145631,0,atlas_gr
dux,0,0.267441860465116,0,atlas_gr
dux,451.646986041089,0.313253012048193,1498.51591258956,atlas_gr
dux,536.509086595931,0.340659340659341,841.505818288955,atlas_gr
dux,134.41354098453,0.415204678362573,632.239459472166,atlas_gr
dux,347.054750723859,0.385474860335195,692.540784455725,atlas_gr
dux,587.935370597823,0.357142857142857,780.15294103478,atlas_gr
dux,438.600045599633,0.327956989247312,677.579037923295,atlas_gr
dux,233.85251762596,0.415730337078652,741.95577474014,atlas_gr
dux,327.80787055835,0.227979274611399,556.929968179773,atlas_gr
dux,152.973853975116,0.342857142857143,593.794749577016,atlas_gr
dux,425.511456955039,0.481707317073171,597.890909583052,atlas_gr
dux,502.701700812719,0.35625,619.53680422432,atlas_gr
dux,0,0.457627118644068,0,atlas_gr
dux,0,0.240837696335079,0,atlas_gr
dux,0,0.484076433121019,0,atlas_gr
dux,451.646986041089,0.33112582781457,1498.51591258956,atlas_gr
dux,536.509086595931,0.36969696969697,841.505818288955,atlas_gr
dux,134.41354098453,0.45,632.239459472166,atlas_gr
dux,347.054750723859,0.325,692.540784455725,atlas_gr
dux,587.935370597823,0.411042944785276,780.15294103478,atlas_gr
dux,438.600045599633,0.351190476190476,677.579037923295,atlas_gr
dux,233.85251762596,0.379518072289157,741.95577474014,atlas_gr
dux,327.80787055835,0.329545454545455,556.929968179773,atlas_gr
dux,152.973853975116,0.384146341463415,593.794749577016,atlas_gr
dux,425.511456955039,0.458100558659218,597.890909583052,atlas_gr
dux,502.701700812719,0.438356164383562,619.53680422432,atlas_gr
dux,0,0.133004926108374,0,atlas_gr
dux,0,0.307692307692308,0,atlas_gr
dux,451.646986041089,0.360248447204969,1498.51591258956,atlas_gr
dux,536.509086595931,0.38150289017341,841.505818288955,atlas_gr
dux,134.41354098453,0.496969696969697,632.239459472166,atlas_gr
dux,347.054750723859,0.450549450549451,692.540784455725,atlas_gr
dux,587.935370597823,0.283236994219653,780.15294103478,atlas_gr
dux,438.600045599633,0.427777777777778,677.579037923295,atlas_gr
dux,233.85251762596,0.363636363636364,741.95577474014,atlas_gr
dux,327.80787055835,0.383783783783784,556.929968179773,atlas_gr
dux,152.973853975116,0.276470588235294,593.794749577016,atlas_gr
dux,425.511456955039,0.5,597.890909583052,atlas_gr
dux,502.701700812719,0.357142857142857,619.53680422432,atlas_gr
dux,0,0.137142857142857,0,atlas_gr
dux,451.646986041089,0.25,1498.51591258956,atlas_gr
dux,536.509086595931,0.227513227513228,841.505818288955,atlas_gr
dux,134.41354098453,0.290502793296089,632.239459472166,atlas_gr
dux,347.054750723859,0.284210526315789,692.540784455725,atlas_gr
dux,587.935370597823,0.197860962566845,780.15294103478,atlas_gr
dux,438.600045599633,0.274611398963731,677.579037923295,atlas_gr
dux,233.85251762596,0.238095238095238,741.95577474014,atlas_gr
dux,327.80787055835,0.226130653266332,556.929968179773,atlas_gr
dux,152.973853975116,0.207650273224044,593.794749577016,atlas_gr
dux,425.511456955039,0.471337579617834,597.890909583052,atlas_gr
dux,502.701700812719,0.292682926829268,619.53680422432,atlas_gr
dux,451.646986041089,0.420689655172414,1498.51591258956,atlas_gr
dux,536.509086595931,0.307692307692308,841.505818288955,atlas_gr
dux,134.41354098453,0.443708609271523,632.239459472166,atlas_gr
dux,347.054750723859,0.385093167701863,692.540784455725,atlas_gr
dux,587.935370597823,0.343949044585987,780.15294103478,atlas_gr
dux,438.600045599633,0.354037267080745,677.579037923295,atlas_gr
dux,233.85251762596,0.375,741.95577474014,atlas_gr
dux,327.80787055835,0.303030303030303,556.929968179773,atlas_gr
dux,152.973853975116,0.288461538461538,593.794749577016,atlas_gr
dux,425.511456955039,0.45945945945946,597.890909583052,atlas_gr
dux,502.701700812719,0.410071942446043,619.53680422432,atlas_gr
dux,108.004629530405,0.372413793103448,659.891116667265,atlas_gr
dux,349.110297757027,0.415492957746479,878.962445581856,atlas_gr
dux,796.956711496929,0.452702702702703,887.327932022794,atlas_gr
dux,147.766708023154,0.368421052631579,731.680084238836,atlas_gr
dux,119.987499348891,0.339869281045752,821.13118245684,atlas_gr
dux,245.328351398692,0.394557823129252,769.595626209269,atlas_gr
dux,156.208194407336,0.265432098765432,942.243179642352,atlas_gr
dux,336.318301613219,0.28476821192053,908.956820471535,atlas_gr
dux,876.186623956335,0.422222222222222,964.41259142172,atlas_gr
dux,114.394055789626,0.414285714285714,949.772320922179,atlas_gr
dux,421.434455164738,0.36241610738255,258.445950814632,atlas_gr
dux,876.964651511109,0.304878048780488,352.814825732259,atlas_gr
dux,53.497663500381,0.208588957055215,85.7110430398866,atlas_gr
dux,121.679907955258,0.218181818181818,166.32283799516,atlas_gr
dux,312.680347959382,0.377358490566038,179.385039768216,atlas_gr
dux,214.615936034582,0.146892655367232,284.798861858103,atlas_gr
dux,405.998768471039,0.2,268.89603103271,atlas_gr
dux,957.059036841511,0.409722222222222,384.252402749293,atlas_gr
dux,70.7036066972541,0.278571428571429,320.315270806647,atlas_gr
dux,456.769088271087,0.371069182389937,153.611016263061,atlas_gr
dux,474.022151381135,0.274509803921569,246.819006754939,atlas_gr
dux,315.222143892208,0.288461538461538,120.699873635232,atlas_gr
dux,109.444049632678,0.240506329113924,110.493354541399,atlas_gr
dux,207.169013126964,0.217647058823529,136.420036503129,atlas_gr
dux,19.0262975904404,0.262820512820513,53.2867581389091,atlas_gr
dux,537.033518506992,0.449275362318841,135.633176170569,atlas_gr
dux,382.191051700586,0.431818181818182,327.982567159171,atlas_gr
dux,929.342240512073,0.313253012048193,371.396255151821,atlas_gr
dux,771.665082791751,0.307692307692308,262.525936465526,atlas_gr
dux,565.991166008799,0.260869565217391,173.77884421196,atlas_gr
dux,663.637702364777,0.267441860465116,284.744771794664,atlas_gr
dux,473.389902722903,0.211180124223602,201.166767308573,atlas_gr
dux,80.4300938703916,0.408045977011494,94.6499236908755,atlas_gr
dux,838.387738459956,0.626760563380282,481.5909487079,atlas_gr
dux,171.353435915362,0.234939759036145,130.573875689966,atlas_gr
dux,365.268394471791,0.251533742331288,203.205036489066,atlas_gr
