OTU,Climatic_distance,Genetic_distance,Geographic_distance
colletti_gr_cluster_4,347.516906063576,0.646616541353383,570.728208449214
colletti_gr_cluster_4,880.60604131473,3.2125,835.525578471313
colletti_gr_cluster_4,1737.44266092438,3.03846153846154,1135.84405138791
colletti_gr_cluster_4,1221.45282348521,3.4,313.739096996069
colletti_gr_cluster_4,2079.63530456664,2.97701149425287,619.343864206997
colletti_gr_cluster_4,858.718813116377,5.74418604651163,616.201810364648
colletti_gr_cluster_2,0,0.405405405405405,0
colletti_gr_cluster_2,56.098128311023,0.408805031446541,1.47131846407856
colletti_gr_cluster_2,56.098128311023,0.420560747663551,1.47131846407856
colletti_gr_cluster_2,56.098128311023,0.421926910299003,1.47131846407856
colletti_gr_cluster_2,51.0098029794274,0.390041493775934,2.06514170628062
colletti_gr_cluster_2,446.493001064966,0.858870967741935,173.811980041172
colletti_gr_cluster_2,448.532050136888,0.982758620689655,174.093669794579
colletti_gr_cluster_2,56.098128311023,0.331412103746398,1.47131846407856
colletti_gr_cluster_2,56.098128311023,0.310249307479224,1.47131846407856
colletti_gr_cluster_2,56.098128311023,0.340974212034384,1.47131846407856
colletti_gr_cluster_2,51.0098029794274,0.338235294117647,2.06514170628062
colletti_gr_cluster_2,446.493001064966,0.780405405405405,173.811980041172
colletti_gr_cluster_2,448.532050136888,0.831501831501831,174.093669794579
colletti_gr_cluster_2,0,-0.492462311557789,0
colletti_gr_cluster_2,0,0.336182336182336,0
colletti_gr_cluster_2,9.21954445729289,0.258503401360544,0.606766272595426
colletti_gr_cluster_2,481.646135663933,0.725239616613419,173.957604393817
colletti_gr_cluster_2,483.762338343943,0.833333333333333,174.252024756473
colletti_gr_cluster_2,0,0.355555555555556,0
colletti_gr_cluster_2,9.21954445729289,0.259136212624585,0.606766272595426
colletti_gr_cluster_2,481.646135663933,0.768025078369906,173.957604393817
colletti_gr_cluster_2,483.762338343943,0.836065573770492,174.252024756473
colletti_gr_cluster_2,9.21954445729289,0.402214022140221,0.606766272595426
colletti_gr_cluster_2,481.646135663933,0.737373737373737,173.957604393817
colletti_gr_cluster_2,483.762338343943,0.75886524822695,174.252024756473
colletti_gr_cluster_2,472.451055666087,0.827586206896552,173.872553459482
colletti_gr_cluster_2,474.568224810722,0.822222222222222,174.172196131901
colletti_gr_cluster_2,2.23606797749979,0.279352226720648,1.54086301012479
colletti_gr_cluster_1,0,0.862745098039216,0
colletti_gr_cluster_3,217.22338732282,0.221052631578947,9.2626635591524
colletti_gr_cluster_3,217.22338732282,0.417721518987342,9.2626635591524
colletti_gr_cluster_3,0,0,0
