OTU,Climatic_distance,Genetic_distance,Geographic_distance
leonhardii_gr_cluster_2,61.9435226637943,0.0447761194029851,53.0646976122105
leonhardii_gr_cluster_2,2804.58517431723,3.26086956521739,988.028301137286
leonhardii_gr_cluster_2,1767.18759615384,2.53191489361702,595.775075580472
leonhardii_gr_cluster_2,1939.65538176244,3.13157894736842,712.83600742312
leonhardii_gr_cluster_2,2683.83363865945,2.45901639344262,806.228908877981
leonhardii_gr_cluster_2,624.334045203367,1.32467532467532,322.502743530938
leonhardii_gr_cluster_2,3382.14621209669,4.33333333333333,924.198116243704
leonhardii_gr_cluster_2,2462.35943761263,3.15555555555556,1769.88722413622
leonhardii_gr_cluster_2,2762.25397094474,3.14285714285714,940.009352064728
leonhardii_gr_cluster_2,1724.77273865283,2.47826086956522,548.165784781514
leonhardii_gr_cluster_2,1900.63620927309,3.27777777777778,672.245391594234
leonhardii_gr_cluster_2,2645.63602938877,2.19672131147541,764.474503548087
leonhardii_gr_cluster_2,589.482824177261,1.43055555555556,273.134156198638
leonhardii_gr_cluster_2,3339.88802207499,4.67567567567567,874.304335979129
leonhardii_gr_cluster_2,2418.94336436387,2.64,1722.5922474814
leonhardii_gr_cluster_2,1037.96242706564,0.95,752.560538887501
leonhardii_gr_cluster_2,880.926217114691,1.93103448275862,920.268845893796
leonhardii_gr_cluster_2,272.659127850142,1.51063829787234,927.970774543437
leonhardii_gr_cluster_2,2190.26322618995,0.596774193548387,667.211230388811
leonhardii_gr_cluster_2,577.656472308586,0.814814814814815,107.227507588606
leonhardii_gr_cluster_2,348.94985313079,0.27027027027027,783.274136662696
leonhardii_gr_cluster_2,220.542512908509,0.769230769230769,193.936305987227
leonhardii_gr_cluster_2,939.050051914167,0.5,254.48468855817
leonhardii_gr_cluster_2,1154.38858275712,0.236111111111111,431.283788984615
leonhardii_gr_cluster_2,1615.57327286632,1.42857142857143,648.949454162515
leonhardii_gr_cluster_2,696.722326325201,0.710526315789474,1474.17851857372
leonhardii_gr_cluster_2,745.805604698704,-0.05,96.2939313360534
leonhardii_gr_cluster_2,1319.44154853483,0.442622950819672,609.151747727701
leonhardii_gr_cluster_2,1453.45312961925,2.73913043478261,813.973097494481
leonhardii_gr_cluster_2,562.518444142057,1.35714285714286,1604.76113482534
leonhardii_gr_cluster_2,2062.94255857986,0.438356164383562,683.894055726809
leonhardii_gr_cluster_2,745.47032134083,2.38235294117647,820.767006432145
leonhardii_gr_cluster_2,366.318167717628,0.979591836734694,1580.03913039912
leonhardii_gr_cluster_2,2767.23508217137,1.10526315789474,601.705594706592
leonhardii_gr_cluster_2,1851.09886283796,0.409836065573771,1450.20214081868
leonhardii_gr_cluster_2,923.579449749722,0.869565217391304,860.775517257119
leonhardii_gr_cluster_7,816.673741465954,0.320987654320988,698.307319683758
leonhardii_gr_cluster_7,401.069819358176,0.123456790123457,239.928443563393
leonhardii_gr_cluster_7,214.830165479618,1.16883116883117,913.536918138969
leonhardii_gr_cluster_7,568.630811687161,1.41176470588235,1084.81598711725
leonhardii_gr_cluster_7,751.594305460067,0.421052631578947,710.683582760725
leonhardii_gr_cluster_7,274.35743110038,1.21818181818182,944.967346015851
leonhardii_gr_cluster_7,302.669787061742,0.65979381443299,667.798246119663
leonhardii_gr_cluster_7,415.890610617744,0.641791044776119,464.483929216968
leonhardii_gr_cluster_7,998.132255765738,1.36764705882353,323.938944319926
leonhardii_gr_cluster_7,1373.54031611744,1.58064516129032,534.26116936768
leonhardii_gr_cluster_7,1559.33383212191,0.470588235294118,419.831677062437
leonhardii_gr_cluster_7,1067.62727578495,1.42,357.105018855997
leonhardii_gr_cluster_7,1105.94077599119,0.817073170731707,201.68567890419
leonhardii_gr_cluster_7,590.55651719374,1.2027027027027,710.635746484269
leonhardii_gr_cluster_7,962.998442366342,1.62068965517241,898.973432195018
leonhardii_gr_cluster_7,1148.04311765717,0.410714285714286,567.835884648254
leonhardii_gr_cluster_7,658.817880753096,1.13207547169811,743.863536837169
leonhardii_gr_cluster_7,694.796373047528,0.867469879518072,467.806679367927
leonhardii_gr_cluster_7,376.644394621771,0.246153846153846,210.348034169151
leonhardii_gr_cluster_7,562.986678350385,1.35849056603774,314.975354480074
leonhardii_gr_cluster_7,70.2566722810012,0.196428571428571,34.3690841696313
leonhardii_gr_cluster_7,113.705760628035,0.388888888888889,245.902764848783
leonhardii_gr_cluster_7,186.367915693662,1.83333333333333,405.106177169564
leonhardii_gr_cluster_7,306.569731056411,0.163265306122449,177.34182114274
leonhardii_gr_cluster_7,268.82336208001,0.580246913580247,432.391921366827
leonhardii_gr_cluster_7,492.89146878395,1.4,330.350003982426
leonhardii_gr_cluster_7,454.38639944435,0.876712328767123,218.248779356141
leonhardii_gr_cluster_7,47.3392015141785,0.303030303030303,277.966092897849
leonhardii_gr_cluster_9,0,0.296296296296296,0
leonhardii_gr_cluster_9,1876.62329730823,1.11428571428571,1530.21289939704
leonhardii_gr_cluster_9,169.271970509001,0.25,599.118172687332
leonhardii_gr_cluster_9,1876.62329730823,1.025,1530.21289939704
leonhardii_gr_cluster_9,169.271970509001,0.323529411764706,599.118172687332
leonhardii_gr_cluster_9,2024.74442831682,0.595238095238095,1113.57234771886
leonhardii_gr_cluster_8,0,0.272727272727273,0
leonhardii_gr_cluster_8,0,0.160377358490566,0
leonhardii_gr_cluster_8,0,0.306930693069307,0
leonhardii_gr_cluster_8,709.663300446064,0.431372549019608,204.183949926026
leonhardii_gr_cluster_8,635.077947971743,1.14285714285714,1599.54303991004
leonhardii_gr_cluster_8,536.509086595931,0.234042553191489,841.505818288955
leonhardii_gr_cluster_8,756.420517966032,0.189189189189189,1036.51066666219
leonhardii_gr_cluster_8,1136.03653110276,0.302083333333333,846.26058123435
leonhardii_gr_cluster_8,587.935370597823,0.0630630630630631,780.13685590014
leonhardii_gr_cluster_8,761.927818103526,0.630434782608696,1414.76794200651
leonhardii_gr_cluster_8,262.446184959889,0.715909090909091,1314.99510242634
leonhardii_gr_cluster_8,742.855302195522,1.15189873417722,1552.47866322905
leonhardii_gr_cluster_8,333.707956153281,0.378947368421053,555.411234875179
leonhardii_gr_cluster_8,310.815057550306,0.446808510638298,1283.0954151749
leonhardii_gr_cluster_8,758.231494993449,0.916666666666667,1374.58452132788
leonhardii_gr_cluster_8,620.070157320928,0.474747474747475,1125.42325433606
leonhardii_gr_cluster_8,759.58278021556,0.786516853932584,1361.15598487136
leonhardii_gr_cluster_8,299.056850782589,0.515463917525773,1377.7229738033
leonhardii_gr_cluster_8,0,0.0978260869565217,0
leonhardii_gr_cluster_8,0,0.268292682926829,0
