ID,cluster,coeff
SAMAR_33571_Ct_taen,cluster_1,0.9999
SAMAR_33727_Ct_taen,cluster_1,0.974375
SAMAR_34743_Ct_taen,cluster_1,0.9999
SAMAR_55603_Ct_taen,cluster_1,0.9999
SAMAR_55863_Ct_taen,cluster_1,0.991959
SAMAR_55882_Ct_taen,cluster_1,0.9999
SAMR_55637_Ct_arca,cluster_2,0.9999
SAMR_55638_Ct_arca,cluster_2,0.9999
