ID,cluster,coeff
CUMV_1450314572_Ct_pant,cluster_4,0.857376
CUMV_14516_Ct_pant,cluster_4,0.848874
CUMV_14517_Ct_pant,cluster_4,0.870526
CUMV_14525_Ct_pant,cluster_4,0.868473
CUMV_14526_Ct_pant,cluster_4,0.88388
CUMV_14527_Ct_pant,cluster_4,0.861597
CUMV_14559_Ct_pant,cluster_4,0.919629
CUMV_14567_Ct_pant,cluster_4,0.896971
CUMV_14570_Ct_pant,cluster_4,0.907151
CUMV_1457314504_Ct_pant,cluster_4,0.88124
CUMV_14576_Ct_pant,cluster_1,0.920382
NA_CCM1889_Ct_pant,cluster_4,0.9997
NA_CCM2756_Ct_pant,cluster_4,0.9997
QM_62378_Ct_pant,cluster_4,0.9997
SAMR_42153_Ct_pant,cluster_4,0.967857
SAMR_44378_Ct_pant,cluster_4,0.927434
SAMR_44860_Ct_pant,cluster_4,0.925967
SAMR_45310_Ct_pant,cluster_4,0.547658
SAMR_45528_Ct_pant,cluster_4,0.608874
SAMR_49197_Ct_pant,cluster_3,0.9997
SAMR_54432_Ct_pant,cluster_3,0.9997
SAMR_55674_Ct_pant,cluster_3,0.980806
SAMR_65403_Ct_pant,cluster_3,0.9997
UMMZ_242633_Ct_pant,cluster_4,0.9997
UMMZ_242634_Ct_pant,cluster_4,0.9997
UMMZ_242638_Ct_pant,cluster_4,0.9997
UMMZ_242639_Ct_pant,cluster_4,0.9997
UMMZ_242643_Ct_pant,cluster_2,0.9997
WAMR_104950_Ct_pant,cluster_2,0.952988
WAMR_108591_Ct_pant,cluster_2,0.9997
WAMR_108704_Ct_pant,cluster_4,0.9997
WAMR_119962_Ct_pant,cluster_4,0.943023
WAMR_129335_Ct_pant,cluster_2,0.9997
WAMR_129863_Ct_pant,cluster_1,0.9997
WAMR_129885_Ct_pant,cluster_4,0.9997
WAMR_131057_Ct_pant,cluster_4,0.9997
WAMR_132520_Ct_pant,cluster_2,0.893397
WAMR_135379_Ct_pant,cluster_2,0.956177
WAMR_139092_Ct_pant,cluster_4,0.9997
WAMR_140704_Ct_pant,cluster_4,0.597907
WAMR_145526_Ct_pant,cluster_2,0.881143
WAMR_153984_Ct_pant,cluster_1,0.9997
WAMR_158463_Ct_pant,cluster_2,0.9997
