ID,cluster,coeff
AMSR_138399_Ct_uber,cluster_2,0.917634
AMSR_152993_Ct_uber,cluster_2,0.930909
AMSR_153434_Ct_uber,cluster_4,0.999001
CUMV_14377_Ct_gree,cluster_6,0.985122
CUMV_14378_Ct_gree,cluster_6,0.999001
CUMV_14467_Ct_leae,cluster_7,0.999001
CUMV_14468_Ct_leae,cluster_7,0.999001
CUMV_14469_Ct_leae,cluster_7,0.999001
CUMV_14470_Ct_leae,cluster_7,0.999001
CUMV_14730_Ct_leon,cluster_10,0.999001
CUMV_14742_Ct_leon,cluster_10,0.999001
CUMV_14744_Ct_leon,cluster_10,0.999001
CUMV_14847_Ct_quat,cluster_5,0.999001
NA_ABTC10512_Ct_leae,cluster_7,0.999001
NA_ABTC113897_Ct_hebe,cluster_9,0.999001
NA_ABTC86833_Ct_regi,cluster_8,0.975878
NA_CCM1955_Ct_leon,cluster_10,0.560844
NTMR_13629_Ct_gree,cluster_6,0.998364
NTMR_25649_Ct_leon,cluster_1,0.999001
QMJ_62373_Ct_asta,cluster_3,0.999001
SAMAR_24688_Ct_leae,cluster_7,0.999001
SAMAR_25645_Ct_orie,cluster_2,0.999001
SAMAR_28517_Ct_olym,cluster_4,0.999001
SAMAR_29853_Ct_leae,cluster_7,0.999001
SAMAR_31877_Ct_regi,cluster_8,0.999001
SAMAR_31889_Ct_leae,cluster_7,0.999001
SAMAR_32054_Ct_leae,cluster_7,0.999001
SAMAR_32289_Ct_regi,cluster_8,0.999001
SAMAR_36086_Ct_leae,cluster_7,0.999001
SAMAR_38335_Ct_orie,cluster_2,0.999001
SAMAR_38585_Ct_leae,cluster_7,0.999001
SAMAR_39580_Ct_orie,cluster_2,0.999001
SAMAR_40597_Ct_regi,cluster_8,0.999001
SAMAR_40799_Ct_leae,cluster_7,0.999001
SAMAR_40888_Ct_regi,cluster_8,0.999001
SAMAR_41282_Ct_olym,cluster_4,0.999001
SAMAR_42675_Ct_pulc,cluster_6,0.999001
SAMAR_42701_Ct_pulc,cluster_6,0.999001
SAMAR_42708_Ct_pulc,cluster_6,0.999001
SAMAR_42776_Ct_hebe,cluster_9,0.999001
SAMAR_42788_Ct_hebe,cluster_9,0.999001
SAMAR_42823_Ct_asta,cluster_3,0.999001
SAMAR_42840_Ct_asta,cluster_3,0.999001
SAMAR_42843_Ct_asta,cluster_3,0.999001
SAMAR_42880_Ct_hebe,cluster_9,0.999001
SAMAR_42903_Ct_asta,cluster_3,0.999001
SAMAR_42949_Ct_orie,cluster_3,0.999001
SAMAR_42950_Ct_orie,cluster_3,0.999001
SAMAR_43599_Ct_olym,cluster_4,0.999001
SAMAR_43880_Ct_leae,cluster_7,0.999001
SAMAR_44654_Ct_olym,cluster_4,0.999001
SAMAR_45620_Ct_olym,cluster_4,0.95591
SAMAR_45966_Ct_leae,cluster_7,0.999001
SAMAR_46332_Ct_leae,cluster_7,0.999001
SAMAR_48098_Ct_regi,cluster_8,0.999001
SAMAR_49444_Ct_orie,cluster_2,0.999001
SAMAR_51242_Ct_regi,cluster_8,0.977794
SAMAR_51421_Ct_regi,cluster_8,0.999001
SAMAR_51431_Ct_leae,cluster_7,0.999001
SAMAR_52787_Ct_leae,cluster_7,0.999001
SAMAR_52918_Ct_orie,cluster_2,0.999001
SAMAR_53967_Ct_regi,cluster_8,0.995885
SAMAR_54164_Ct_regi,cluster_8,0.999001
SAMAR_54242_Ct_leae,cluster_7,0.999001
SAMAR_55677_Ct_hebe,cluster_9,0.96034
SAMAR_57181_Ct_regi,cluster_8,0.999001
SAMAR_57722_Ct_regi,cluster_8,0.999001
SAMAR_61391_Ct_orie,cluster_2,0.999001
SAMAR_62424_Ct_orie,cluster_4,0.999001
SAMAR_66522_Ct_leae,cluster_7,0.999001
SAMR_22246_Ct_leon,cluster_1,0.999001
SAMR_36241_Ct_hele,cluster_8,0.999001
SAMR_42708_Ct_pulc,cluster_6,0.999001
SAMR_42772_Ct_pulc,cluster_6,0.999001
SAMR_43844_Ct_quat,cluster_5,0.999001
SAMR_44403_Ct_quat,cluster_5,0.999001
SAMR_46944_Ct_leon,cluster_1,0.999001
SAMR_47236_Ct_regi,cluster_8,0.960546
SAMR_48330_Ct_regi,cluster_8,0.999001
SAMR_48771_Ct_gree,cluster_6,0.955867
SAMR_48772_Ct_quat,cluster_5,0.999001
SAMR_48964_Ct_olym,cluster_4,0.999001
SAMR_49090_Ct_leon,cluster_1,0.999001
SAMR_51082_Ct_leon,cluster_1,0.986016
SAMR_51580_Ct_leon,cluster_1,0.999001
SAMR_55163_Ct_regi,cluster_8,0.999001
