,NA_CCM1971_Ct_vert,NA_CCM2315_Ct_vert,NA_CCM2343_Ct_vert,NA_CCM2519_Ct_vert,NA_CCM2549_Ct_vert,NA_CCM3915_Ct_vert,NA_CCM5466_Ct_vert,NTMR_16195_Ct_vert
NA_CCM1971_Ct_vert,NA,0.338983050847458,0.432203389830508,0.318181818181818,0.5625,0.305555555555556,0.43956043956044,0.525641025641026
NA_CCM2315_Ct_vert,0.338983050847458,NA,0.219178082191781,0.346153846153846,0.176,0.24812030075188,0.59433962264151,0.413461538461538
NA_CCM2343_Ct_vert,0.432203389830508,0.219178082191781,NA,0.528846153846154,0.3671875,0.228346456692913,0.495495495495496,0.60377358490566
NA_CCM2519_Ct_vert,0.318181818181818,0.346153846153846,0.528846153846154,NA,0.365591397849462,0.475247524752475,0.689189189189189,0.776119402985075
NA_CCM2549_Ct_vert,0.5625,0.176,0.3671875,0.365591397849462,NA,0.418803418803419,0.634408602150538,0.56989247311828
NA_CCM3915_Ct_vert,0.305555555555556,0.24812030075188,0.228346456692913,0.475247524752475,0.418803418803419,NA,0.510416666666667,0.555555555555556
NA_CCM5466_Ct_vert,0.43956043956044,0.59433962264151,0.495495495495496,0.689189189189189,0.634408602150538,0.510416666666667,NA,0.684931506849315
NTMR_16195_Ct_vert,0.525641025641026,0.413461538461538,0.60377358490566,0.776119402985075,0.56989247311828,0.555555555555556,0.684931506849315,NA
