,CUMV_14591_Ct_hele,CUMV_14596_Ct_hele,CUMV_14601_Ct_hele,CUMV_14602_Ct_hele,CUMV_14604_Ct_hele,CUMV_14606_Ct_hele,CUMV_14611_Ct_hele,CUMV_14612_Ct_hele,CUMV_14656_Ct_hele,NA_ABTC31797_Ct_saxa,NA_ABTC60781_Ct_hele,SAMR_29707_Ct_brac,SAMR_36252_Ct_brac,SAMR_36349_Ct_brac,SAMR_44367_Ct_hele,SAMR_45480_Ct_saxa,SAMR_46119_Ct_hele,SAMR_46880_Ct_saxa,SAMR_48710_Ct_hele,SAMR_50208_Ct_saxa,UMMZ_242614_Ct_hele,UMMZ_242616_Ct_hele,UMMZ_242623_Ct_hele,UMMZ_244288_ct_inor,WAMR_094929_Ct_hele,WAMR_102423_Ct_saxa,WAMR_102771_Ct_hele,WAMR_129923_Ct_hele,WAMR_131009_Ct_hele,WAMR_131018_Ct_fall,WAMR_131371_Ct_hele,WAMR_135396_Ct_hele,WAMR_140720_Ct_hele,WAMR_145567_Ct_hele,WAMR_152991_Ct_seve,WAMR_166390_Ct_hele,WAMR_166391_Ct_hele
UMMZ_242616_Ct_hele,3101.33664731838,3101.33664731838,3101.33664731838,3101.33664731838,3101.33664731838,2572.46068968993,2572.46068968993,3090.2054947851,2572.46068968993,2833.04500493727,2043.20703796752,2105.71270595017,1415.87605389737,3314.20246816636,2883.47065183608,2747.08172430308,2908.36913062974,3240.57217170055,2710.44977817336,2985.04472328305,0,NA,1439.16329858706,535.505368787279,2095.24342261228,2193.34675781099,2980.55531738634,2273.30354330433,1032.15405826843,867.714814901763,1750.13113794367,1868.09368073445,2375.59802997056,575.610111099518,3001.15611056806,2924.26024833632,3019.45458651062
UMMZ_242623_Ct_hele,1662.83071898495,1662.83071898495,1662.83071898495,1662.83071898495,1662.83071898495,1138.31234729313,1138.31234729313,1651.86228239524,1138.31234729313,1394.32815362812,604.458435295596,682.485897290193,208.033651124043,1876.71228482152,1445.2999688646,1309.2306901383,1469.78842014761,1802.73708565614,1272.87666331031,1546.46338462959,1439.16329858706,1439.16329858706,NA,1808.25634244705,657.166645532166,757.35526670117,1542.46328967661,834.880829819442,477.391872574303,695.984195222851,338.002958566933,429.943019480489,937.623058590178,965.718385451991,1562.994241832,1485.52583282823,1581.16381188035
UMMZ_244288_ct_inor,3437.14692732214,3437.14692732214,3437.14692732214,3437.14692732214,3437.14692732214,2900.30308760998,2900.30308760998,3425.24218121872,2900.30308760998,3180.55058126734,2396.96871068439,2431.23713364205,1738.44959662338,3642.37148023098,3233.27249083649,3085.61403937693,3253.12664985549,3570.91108822384,3048.81681968596,3326.63583820051,535.505368787279,535.505368787279,1808.25634244705,NA,2443.09987515861,2533.04401856738,3315.19501688815,2627.40232929789,1346.56228968437,1137.0131925356,2080.95627056409,2224.8213411418,2718.09602479383,845.278060758707,3336.14777850143,3266.70261884978,3372.49966641955
WAMR_094929_Ct_hele,1006.30711018059,1006.30711018059,1006.30711018059,1006.30711018059,1006.30711018059,485.535786528655,485.535786528655,995.670126095988,485.535786528655,742.113872663758,60.9097693313642,150.482557128725,716.414684383284,1219.85859836294,795.238329056139,654.96488455489,816.949202827201,1146.05017342174,619.332705417694,892.443275508309,2095.24342261228,2095.24342261228,657.166645532166,2443.09987515861,NA,105.399240983984,885.52526784954,191.828048001329,1097.07292373844,1308.61682703532,365.587198900618,231.734762174344,280.775711200239,1599.74622987523,906.673590659836,831.413856030798,931.270637355221
WAMR_102423_Ct_saxa,909.190299112348,909.190299112348,909.190299112348,909.190299112348,909.190299112348,383.298839027723,383.298839027723,898.37853936968,383.298839027723,650.109221592803,164.057916602644,153.603385379359,804.785064473739,1121.06110448985,704.448010856727,558.725335026075,723.541982195919,1047.72610924802,523.255195865268,797.575074836219,2193.34675781099,2193.34675781099,757.35526670117,2533.04401856738,105.399240983984,NA,787.734726922712,130.426224356914,1188.11531426878,1396.81029492197,452.206811094216,332.905391965946,185.186392588656,1691.11176449104,809.099499443672,736.900264622018,841.27878851187
WAMR_102771_Ct_hele,122.731414071541,122.731414071541,122.731414071541,122.731414071541,122.731414071541,416.974819383617,416.974819383617,115.212846505934,416.974819383617,180.682041166243,938.741178387313,889.541454908089,1585.49519078425,335.228280429918,165.773942463826,243.154272016759,122.983738762488,261.537760180055,280.659936578059,84.2733647127015,2980.55531738634,2980.55531738634,1542.46328967661,3315.19501688815,885.52526784954,787.734726922712,NA,713.38839351366,1973.25264474674,2178.27248065985,1237.17702856139,1114.04757528572,605.078507302978,2475.83460675385,37.2558720203943,97.4987179402888,157.092329539033
WAMR_129923_Ct_hele,831.588840713967,831.588840713967,831.588840713967,831.588840713967,831.588840713967,331.108743466554,331.108743466554,820.502894571372,331.108743466554,560.040177130177,233.927339146155,250.009999800008,895.325639083345,1047.57672750019,611.013911461924,478.87263442381,635.682310592327,973.052413798969,443.642874393357,712.799410774167,2273.30354330433,2273.30354330433,834.880829819442,2627.40232929789,191.828048001329,130.426224356914,713.38839351366,NA,1282.64219484625,1493.56486300395,553.362449033181,405.875596704212,127.023619850798,1784.69997478568,732.243811855041,652.060580007717,747.903068585763
WAMR_131009_Ct_hele,2095.25630890352,2095.25630890352,2095.25630890352,2095.25630890352,2095.25630890352,1560.55695186046,1560.55695186046,2083.92466274575,1560.55695186046,1836.62026559657,1051.24354932623,1093.85830892305,411.265121302549,2303.45045529527,1889.63885438461,1743.65306182165,1910.00130890008,2231.17054480378,1707.12916910233,1984.13154805824,1032.15405826843,1032.15405826843,477.391872574303,1346.56228968437,1097.07292373844,1188.11531426878,1973.25264474674,1282.64219484625,NA,222.672405115677,736.362003365193,880.935865997066,1373.16058784106,503.009940259633,1994.65034529864,1923.74114682823,2027.6429665994
WAMR_131018_Ct_fall,2300.18347094313,2300.18347094313,2300.18347094313,2300.18347094313,2300.18347094313,1763.45484773498,1763.45484773498,2288.3035200777,1763.45484773498,2044.25658859156,1264.25076626435,1295.10347076981,607.361506847446,2505.99381483674,2097.33020766879,1948.84042445758,2116.58498530061,2434.30380191134,1912.14617642062,2189.84542833507,867.714814901763,867.714814901763,695.984195222851,1137.0131925356,1308.61682703532,1396.81029492197,2178.27248065985,1493.56486300395,222.672405115677,NA,944.992063458736,1094.66113478099,1581.79739537022,307.691403844826,2199.17643675991,2129.94342647874,2236.60345166505
WAMR_131371_Ct_hele,1359.07983577125,1359.07983577125,1359.07983577125,1359.07983577125,1359.07983577125,825.705153187262,825.705153187262,1347.84754330748,825.705153187262,1101.28606637876,327.249140564189,366.912796179147,363.502407144712,1568.32235206924,1154.99350647525,1007.92410428564,1174.3789848256,1495.66607235706,971.66815322928,1248.17506784906,1750.13113794367,1750.13113794367,338.002958566933,2080.95627056409,365.587198900618,452.206811094216,1237.17702856139,553.362449033181,736.362003365193,944.992063458736,NA,185.561310622662,637.353120334403,1239.25219386532,1258.55989130434,1187.7478688678,1292.82210686544
WAMR_135396_Ct_hele,1234.03363001176,1234.03363001176,1234.03363001176,1234.03363001176,1234.03363001176,712.192389737492,712.192389737492,1222.92354626117,712.192389737492,965.45429720935,176.943493805226,281.392963664694,503.06162644352,1448.31074013832,1016.69021830644,880.144306349817,1040.69832324262,1374.25543477186,843.991706120386,1117.24035014853,1868.09368073445,1868.09368073445,429.943019480489,2224.8213411418,231.734762174344,332.905391965946,1114.04757528572,405.875596704212,880.935865997066,1094.66113478099,185.561310622662,NA,509.558632543891,1381.48579435331,1134.03615462647,1056.44876827984,1153.49555699188
WAMR_140720_Ct_hele,725.894620451206,725.894620451206,725.894620451206,725.894620451206,725.894620451206,214.018690772558,214.018690772558,715.297141053982,214.018690772558,465.448171121125,334.483183433786,308.927175884544,987.792994508465,939.441323340633,520.177854199888,376.281809286604,539.133564156416,865.677769149699,341.751371613926,613.411770346804,2375.59802997056,2375.59802997056,937.623058590178,2718.09602479383,280.775711200239,185.186392588656,605.078507302978,127.023619850798,1373.16058784106,1581.79739537022,637.353120334403,509.558632543891,NA,1876.15271233447,626.178888178131,552.58483511584,656.342898186611
WAMR_145567_Ct_hele,2597.87259117917,2597.87259117917,2597.87259117917,2597.87259117917,2597.87259117917,2062.55448412884,2062.55448412884,2586.43325836953,2062.55448412884,2339.36380240441,1553.21537463418,1594.60183117918,903.481045733667,2805.35505774225,2392.1973162764,2246.17920033109,2412.69185765609,2733.28392231762,2209.54814385204,2486.80698889158,575.610111099518,575.610111099518,965.718385451991,845.278060758707,1599.74622987523,1691.11176449104,2475.83460675385,1784.69997478568,503.009940259633,307.691403844826,1239.25219386532,1381.48579435331,1876.15271233447,NA,2497.19342462694,2426.47542744615,2530.37763980004
WAMR_152991_Ct_seve,102.513413756445,102.513413756445,102.513413756445,102.513413756445,102.513413756445,436.34390106887,436.34390106887,89.4986033410578,436.34390106887,189.573204857649,959.394079614837,907.982378683639,1604.56754298471,315.604182481792,165.151445649137,257.036962322542,121.503086380552,241.051861639772,294.621791454739,62.5939294181153,3001.15611056806,3001.15611056806,1562.994241832,3336.14777850143,906.673590659836,809.099499443672,37.2558720203943,732.243811855041,1994.65034529864,2199.17643675991,1258.55989130434,1134.03615462647,626.178888178131,2497.19342462694,NA,96.6953980290686,143.5757639715
WAMR_166390_Ct_hele,186.951865462744,186.951865462744,186.951865462744,186.951865462744,186.951865462744,374.563746243547,374.563746243547,174.005747031528,374.563746243547,96.7160793250016,882.290768397811,837.848434980934,1531.99184070934,402.517080382932,71.239034243875,182.126329782379,26.4007575648882,327.39273052406,219.248717214035,61.5304802516606,2924.26024833632,2924.26024833632,1485.52583282823,3266.70261884978,831.413856030798,736.900264622018,97.4987179402888,652.060580007717,1923.74114682823,2129.94342647874,1187.7478688678,1056.44876827984,552.58483511584,2426.47542744615,96.6953980290686,NA,130.184484482599
WAMR_166391_Ct_hele,158.009493385682,158.009493385682,158.009493385682,158.009493385682,158.009493385682,494.758526960375,494.758526960375,155.003225772885,494.758526960375,194.756257922563,979.437083226891,949.01106421369,1637.58816556545,348.671765418423,144.440299085816,301.181008697428,134.033577882559,279.281220278056,336.567972332484,99.5489829179585,3019.45458651062,3019.45458651062,1581.16381188035,3372.49966641955,931.270637355221,841.27878851187,157.092329539033,747.903068585763,2027.6429665994,2236.60345166505,1292.82210686544,1153.49555699188,656.342898186611,2530.37763980004,143.5757639715,130.184484482599,NA
