,QMJ_62373_Ct_asta,SAMAR_42823_Ct_asta,SAMAR_42840_Ct_asta,SAMAR_42843_Ct_asta,SAMAR_42903_Ct_asta,SAMAR_42949_Ct_orie,SAMAR_42950_Ct_orie
QMJ_62373_Ct_asta,NA,0.733333333333333,0.257142857142857,0.303030303030303,0.075,2.03333333333333,1.58823529411765
SAMAR_42823_Ct_asta,0.733333333333333,NA,0.730769230769231,0.782608695652174,0.793103448275862,3.1,2.30434782608696
SAMAR_42840_Ct_asta,0.257142857142857,0.730769230769231,NA,-0.103448275862069,0.294117647058824,2.53846153846154,2.07142857142857
SAMAR_42843_Ct_asta,0.303030303030303,0.782608695652174,-0.103448275862069,NA,0.34375,2.5,1.74074074074074
SAMAR_42903_Ct_asta,0.075,0.793103448275862,0.294117647058824,0.34375,NA,1.93548387096774,1.64705882352941
SAMAR_42949_Ct_orie,2.03333333333333,3.1,2.53846153846154,2.5,1.93548387096774,NA,0.16
SAMAR_42950_Ct_orie,1.58823529411765,2.30434782608696,2.07142857142857,1.74074074074074,1.64705882352941,0.16,NA
