,CUMV_1450314572_Ct_pant,CUMV_14516_Ct_pant,CUMV_14517_Ct_pant,CUMV_14525_Ct_pant,CUMV_14526_Ct_pant,CUMV_14527_Ct_pant,CUMV_14559_Ct_pant,CUMV_14567_Ct_pant,CUMV_14570_Ct_pant,CUMV_1457314504_Ct_pant,CUMV_14576_Ct_pant,NA_CCM1889_Ct_pant,NA_CCM2756_Ct_pant,QM_62378_Ct_pant,SAMR_42153_Ct_pant,SAMR_44378_Ct_pant,SAMR_44860_Ct_pant,SAMR_45310_Ct_pant,SAMR_45528_Ct_pant,SAMR_49197_Ct_pant,SAMR_54432_Ct_pant,SAMR_55674_Ct_pant,SAMR_65403_Ct_pant,UMMZ_242633_Ct_pant,UMMZ_242634_Ct_pant,UMMZ_242638_Ct_pant,UMMZ_242639_Ct_pant,UMMZ_242643_Ct_pant,WAMR_104950_Ct_pant,WAMR_108591_Ct_pant,WAMR_108704_Ct_pant,WAMR_119962_Ct_pant,WAMR_129863_Ct_pant,WAMR_129885_Ct_pant,WAMR_131057_Ct_pant,WAMR_132520_Ct_pant,WAMR_135379_Ct_pant,WAMR_139092_Ct_pant,WAMR_140704_Ct_pant,WAMR_145526_Ct_pant,WAMR_153984_Ct_pant,WAMR_158463_Ct_pant
CUMV_14576_Ct_pant,252.362088252116,431.637004311823,431.637004311823,431.637004311823,431.637004311823,431.637004311823,252.362088252116,252.362088252116,252.362088252116,252.362088252116,NA,1557.22790149637,1933.3944053061,1904.4544812824,2105.42629908581,1063.46011285925,1226.18114844799,1589.91883688247,1418.77272790872,1973.97440295971,2296.9216498863,2670.50660697732,2380.09878970638,1131.31720203401,1131.31720203401,1256.32301157598,1256.32301157598,536.027721374982,666.978348190411,722.446441277243,1352.66692604881,690.542192539491,397.390400333599,759.979121841787,983.043817115114,818.141383940531,612.245888350247,887.197566440049,546.445207023839,730.047604829192,518.998474644797,767.549805195481
NA_CCM1889_Ct_pant,1328.62468874459,1169.64046156101,1169.64046156101,1169.64046156101,1169.64046156101,1169.64046156101,1328.62468874459,1328.62468874459,1328.62468874459,1328.62468874459,1557.22790149637,NA,456.818452930315,375.642452131673,670.287722547151,524.979102783576,399.51713875003,966.665589450481,900.086464736981,897.388753922701,761.698692689417,1121.56737762954,878.000897029978,1280.71460651876,1280.71460651876,834.504244932495,834.504244932495,2053.90352348331,1597.4786765767,1873.65602644468,779.665297491709,1332.95500333888,1954.1899018318,812.036965800103,685.567927806382,1845.95921549858,1742.24474870681,1399.80667315437,1535.82819224168,1634.07549873232,1979.200578787,2069.0304792151
NA_CCM2756_Ct_pant,1690.06495155177,1579.11183037451,1579.11183037451,1579.11183037451,1579.11183037451,1579.11183037451,1690.06495155177,1690.06495155177,1690.06495155177,1690.06495155177,1933.3944053061,456.818452930315,NA,445.37068860105,745.872648457358,962.717261299979,853.569672699322,1364.9590996473,1327.0247498694,1165.15648183857,380.189303141267,883.411071570256,794.073362789379,1395.56121566736,1395.56121566736,930.898074733697,930.898074733697,2395.44816272649,1845.61495460898,2130.84522368532,835.263555623411,1577.9671035961,2329.14401398761,1173.46274213252,973.503562243901,2077.07137198224,2011.32714164688,1588.93108089198,1810.07771269554,1868.94971966016,2388.76547563483,2344.87679396556
QM_62378_Ct_pant,1685.39934359517,1498.53256473812,1498.53256473812,1498.53256473812,1498.53256473812,1498.53256473812,1685.39934359517,1685.39934359517,1685.39934359517,1685.39934359517,1904.4544812824,375.642452131673,445.37068860105,NA,328.515699490522,844.613812753268,688.735750739376,979.074990636098,978.920785147177,722.267053466235,541.485226900429,766.903699249999,502.377857846412,1636.55830701461,1636.55830701461,1177.24669309103,1177.24669309103,2413.28137199053,1973.11788544163,2248.94937010756,1106.61053224883,1708.49086268196,2298.78070377461,1176.07039076914,1061.19499257289,2221.49143911548,2117.03581819701,1771.09143560339,1910.59990164852,2009.58311134735,2297.11630580291,2442.74098584324
SAMR_42153_Ct_pant,1905.25820112802,1682.00674157247,1682.00674157247,1682.00674157247,1682.00674157247,1682.00674157247,1905.25820112802,1905.25820112802,1905.25820112802,1905.25820112802,2105.42629908581,670.287722547151,745.872648457358,328.515699490522,NA,1048.14610401472,883.270765580103,903.301079143909,961.402701035114,510.288995141295,700.809529272637,661.299245256691,299.651326174799,1949.6311945261,1949.6311945261,1496.21228937453,1496.21228937453,2630.2632421046,2247.03465806192,2515.57774434906,1430.0808037744,1987.62517301479,2490.7559710218,1418.29252727082,1342.58034787737,2498.93343429415,2380.1474543196,2066.83069824139,2174.62192384458,2288.03800312729,2451.09136360557,2698.45086128169
SAMR_44378_Ct_pant,857.11216481354,654.240494840911,654.240494840911,654.240494840911,654.240494840911,654.240494840911,857.11216481354,857.11216481354,857.11216481354,857.11216481354,1063.46011285925,524.979102783576,962.717261299979,844.613812753268,1048.14610401472,NA,164.929528876795,818.882933703724,673.816928671577,1021.21619677749,1286.66900183629,1611.47725725628,1317.09613231896,1135.40731218655,1135.40731218655,820.359983578957,820.359983578957,1582.90457470737,1248.11657842974,1497.78006173257,834.34209220853,1011.19748386681,1455.53363517125,394.511248793332,456.971439315162,1501.80932007982,1358.90349867716,1143.47449448072,1158.46661001718,1298.44162751415,1458.51568618902,1664.77091645187
SAMR_44860_Ct_pant,1022.00501935526,811.536460204179,811.536460204179,811.536460204179,811.536460204179,811.536460204179,1022.00501935526,1022.00501935526,1022.00501935526,1022.00501935526,1226.18114844799,399.51713875003,853.569672699322,688.735750739376,883.270765580103,164.929528876795,NA,736.938626553003,614.923879645728,877.871053534001,1154.45733025486,1454.32462994099,1153.92094988371,1243.68846822319,1243.68846822319,883.481564469526,883.481564469526,1747.43339324716,1402.00424145757,1656.54399122204,877.466274231356,1158.3581592168,1616.60658333649,550.665467112373,563.140185236833,1656.01469649543,1518.22424229122,1278.43669620615,1316.20901140247,1450.31272077931,1608.6826356777,1827.0726902981
SAMR_45310_Ct_pant,1476.16931515497,1174.86771700331,1174.86771700331,1174.86771700331,1174.86771700331,1174.86771700331,1476.16931515497,1476.16931515497,1476.16931515497,1476.16931515497,1589.91883688247,966.665589450481,1364.9590996473,979.074990636098,903.301079143909,818.882933703724,736.938626553003,NA,173.047409345653,482.467072994708,1517.01179888934,1559.72109006695,1189.85897343988,1953.593204732,1953.593204732,1619.82183326979,1619.82183326979,2118.99599323921,1986.45286047021,2197.11689314035,1613.42546975487,1782.57738145663,1914.54208511484,1170.11138355957,1275.60764211559,2231.4275228555,2058.32662670917,1939.41057862213,1877.69000061649,2044.78400390376,1779.9984213836,2320.26524036308
SAMR_45528_Ct_pant,1303.12871350832,1002.10321734602,1002.10321734602,1002.10321734602,1002.10321734602,1002.10321734602,1303.12871350832,1303.12871350832,1303.12871350832,1303.12871350832,1418.77272790872,900.086464736981,1327.0247498694,978.920785147177,961.402701035114,673.816928671577,614.923879645728,173.047409345653,NA,608.024104534086,1520.18800938704,1622.65006195348,1257.91193490713,1802.23569312928,1802.23569312928,1488.16427166029,1488.16427166029,1949.24880896139,1816.02008316491,2024.56256496996,1490.06700444967,1615.97979708888,1748.52653895591,1008.07187280222,1129.76892366725,2060.05763428372,1885.89756467554,1776.81462748221,1706.31326989498,1874.8469724062,1624.39582084806,2147.23991550366
SAMR_49197_Ct_pant,1820.16715293916,1543.73957135919,1543.73957135919,1543.73957135919,1543.73957135919,1543.73957135919,1820.16715293916,1820.16715293916,1820.16715293916,1820.16715293916,1973.97440295971,897.388753922701,1165.15648183857,722.267053466235,510.288995141295,1021.21619677749,877.871053534001,482.467072994708,608.024104534086,NA,1201.85013775811,1124.11824334933,756.506001323017,2106.342968535,2106.342968535,1699.75366546775,1699.75366546775,2509.92916598331,2267.26025814064,2508.17655376771,1662.0414234857,2032.21997636816,2327.83243438802,1414.64897150671,1434.68493491239,2520.24866580324,2368.37446647096,2156.26377390719,2172.66838543253,2318.88000426364,2225.17863549086,2659.22634351023
SAMR_54432_Ct_pant,2057.52320880078,1926.09067209372,1926.09067209372,1926.09067209372,1926.09067209372,1926.09067209372,2057.52320880078,2057.52320880078,2057.52320880078,2057.52320880078,2296.9216498863,761.698692689417,380.189303141267,541.485226900429,700.809529272637,1286.66900183629,1154.45733025486,1517.01179888934,1520.18800938704,1201.85013775811,NA,546.744231924723,597.000453747871,1762.44785511121,1762.44785511121,1302.47626581895,1302.47626581895,2769.3675092074,2225.6296137237,2510.92378375364,1202.72489616077,1958.08794633524,2693.95598267544,1538.07777601605,1349.83627453314,2456.02269384931,2391.50147280765,1965.52279576434,2190.08319352421,2248.42977397003,2737.03991808976,2725.04004902153
SAMR_55674_Ct_pant,2448.05182055641,2265.16669722969,2265.16669722969,2265.16669722969,2265.16669722969,2265.16669722969,2448.05182055641,2448.05182055641,2448.05182055641,2448.05182055641,2670.50660697732,1121.56737762954,883.411071570256,766.903699249999,661.299245256691,1611.47725725628,1454.32462994099,1559.72109006695,1622.65006195348,1124.11824334933,546.744231924723,NA,370.571011604552,2277.50931876209,2277.50931876209,1811.07867455845,1811.07867455845,3174.75244356617,2694.49783348958,2976.57934533974,1717.91541242799,2426.32818359549,3065.3947122825,1933.45731184885,1789.53125616209,2935.17628723562,2849.71221828118,2458.63170756224,2644.25628672567,2724.21895522348,3060.49837343336,3180.40457788891
SAMR_65403_Ct_pant,2170.82280405969,1962.14620850585,1962.14620850585,1962.14620850585,1962.14620850585,1962.14620850585,2170.82280405969,2170.82280405969,2170.82280405969,2170.82280405969,2380.09878970638,878.000897029978,794.073362789379,502.377857846412,299.651326174799,1317.09613231896,1153.92094988371,1189.85897343988,1257.91193490713,756.506001323017,597.000453747871,370.571011604552,NA,2124.41271331878,2124.41271331878,1659.50132709348,1659.50132709348,2898.52541216004,2475.43616051928,2750.7468768494,1579.8072157064,2210.85722594117,2769.68193247144,1669.90031932703,1563.56638877798,2723.85353987864,2618.27079470374,2270.52001756653,2411.86060545962,2511.93730388801,2741.46292143856,2942.70429121143
UMMZ_242633_Ct_pant,925.243105440421,1114.81209978535,1114.81209978535,1114.81209978535,1114.81209978535,1114.81209978535,925.243105440421,925.243105440421,925.243105440421,925.243105440421,1131.31720203401,1280.71460651876,1395.56121566736,1636.55830701461,1949.6311945261,1135.40731218655,1243.68846822319,1953.593204732,1802.23569312928,2106.342968535,1762.44785511121,2277.50931876209,2124.41271331878,NA,0,467.558676981126,467.558676981126,1332.81562110011,615.483505924081,868.566721656089,560.496193360178,445.498811858966,1413.00883638298,816.188584146631,681.852543692336,767.983297144354,798.359117912851,288.771052115083,665.481678209357,600.273949305873,1640.03303500168,1098.53432277746
UMMZ_242634_Ct_pant,925.243105440421,1114.81209978535,1114.81209978535,1114.81209978535,1114.81209978535,1114.81209978535,925.243105440421,925.243105440421,925.243105440421,925.243105440421,1131.31720203401,1280.71460651876,1395.56121566736,1636.55830701461,1949.6311945261,1135.40731218655,1243.68846822319,1953.593204732,1802.23569312928,2106.342968535,1762.44785511121,2277.50931876209,2124.41271331878,0,NA,467.558676981126,467.558676981126,1332.81562110011,615.483505924081,868.566721656089,560.496193360178,445.498811858966,1413.00883638298,816.188584146631,681.852543692336,767.983297144354,798.359117912851,288.771052115083,665.481678209357,600.273949305873,1640.03303500168,1098.53432277746
UMMZ_242638_Ct_pant,1008.27652366995,1068.02709195593,1068.02709195593,1068.02709195593,1068.02709195593,1068.02709195593,1008.27652366995,1008.27652366995,1008.27652366995,1008.27652366995,1256.32301157598,834.504244932495,930.898074733697,1177.24669309103,1496.21228937453,820.359983578957,883.481564469526,1619.82183326979,1488.16427166029,1699.75366546775,1302.47626581895,1811.07867455845,1659.50132709348,467.558676981126,467.558676981126,NA,0,1605.0938746238,958.046532477843,1240.75060957287,109.087037785344,704.322190102328,1613.71786606189,644.562102237119,398.013275398734,1168.50065403289,1137.24071606251,668.955760067701,953.180519554132,968.967029198454,1771.58448272647,1465.98650239051
UMMZ_242639_Ct_pant,1008.27652366995,1068.02709195593,1068.02709195593,1068.02709195593,1068.02709195593,1068.02709195593,1008.27652366995,1008.27652366995,1008.27652366995,1008.27652366995,1256.32301157598,834.504244932495,930.898074733697,1177.24669309103,1496.21228937453,820.359983578957,883.481564469526,1619.82183326979,1488.16427166029,1699.75366546775,1302.47626581895,1811.07867455845,1659.50132709348,467.558676981126,467.558676981126,0,NA,1605.0938746238,958.046532477843,1240.75060957287,109.087037785344,704.322190102328,1613.71786606189,644.562102237119,398.013275398734,1168.50065403289,1137.24071606251,668.955760067701,953.180519554132,968.967029198454,1771.58448272647,1465.98650239051
UMMZ_242643_Ct_pant,728.114437804524,967.328204062395,967.328204062395,967.328204062395,967.328204062395,967.328204062395,728.114437804524,728.114437804524,728.114437804524,728.114437804524,536.027721374982,2053.90352348331,2395.44816272649,2413.28137199053,2630.2632421046,1582.90457470737,1747.43339324716,2118.99599323921,1949.24880896139,2509.92916598331,2769.3675092074,3174.75244356617,2898.52541216004,1332.81562110011,1332.81562110011,1605.0938746238,1605.0938746238,NA,723.43299529737,555.294919104562,1711.76022074584,915.804400549486,265.570877962331,1242.11041992241,1422.53858758675,692.941489239281,553.321303312117,1045.27865092118,671.339114822456,755.898319955885,575.658665526406,424.88522602946
WAMR_104950_Ct_pant,576.125124870163,876.636715507806,876.636715507806,876.636715507806,876.636715507806,876.636715507806,576.125124870163,576.125124870163,576.125124870163,576.125124870163,666.978348190411,1597.4786765767,1845.61495460898,1973.11788544163,2247.03465806192,1248.11657842974,1402.00424145757,1986.45286047021,1816.02008316491,2267.26025814064,2225.6296137237,2694.49783348958,2475.43616051928,615.483505924081,615.483505924081,958.046532477843,958.046532477843,723.43299529737,NA,285.564315851035,1067.03259310527,268.424737945927,841.552683444768,853.605946059513,912.060352311946,254.022732409812,184.571064633632,326.842785420735,126.408364525298,65.845168845748,1112.85899000333,507.943888507563
WAMR_108591_Ct_pant,729.928823816097,1041.49513019778,1041.49513019778,1041.49513019778,1041.49513019778,1041.49513019778,729.928823816097,729.928823816097,729.928823816097,729.928823816097,722.446441277243,1873.65602644468,2130.84522368532,2248.94937010756,2515.57774434906,1497.78006173257,1656.54399122204,2197.11689314035,2024.56256496996,2508.17655376771,2510.92378375364,2976.57934533974,2750.7468768494,868.566721656089,868.566721656089,1240.75060957287,1240.75060957287,555.294919104562,285.564315851035,NA,1349.49572906934,552.952826260803,749.565677851802,1105.96796979634,1189.90749893017,137.735509462905,139.909881412439,588.633129435625,341.233208064145,273.813490304887,1057.56974423239,230.185038497403
WAMR_108704_Ct_pant,1102.76938764865,1143.19542432974,1143.19542432974,1143.19542432974,1143.19542432974,1143.19542432974,1102.76938764865,1102.76938764865,1102.76938764865,1102.76938764865,1352.66692604881,779.665297491709,835.263555623411,1106.61053224883,1430.0808037744,834.34209220853,877.466274231356,1613.42546975487,1490.06700444967,1662.0414234857,1202.72489616077,1717.91541242799,1579.8072157064,560.496193360178,560.496193360178,109.087037785344,109.087037785344,1711.76022074584,1067.03259310527,1349.49572906934,NA,813.229894914038,1715.30682621077,708.103081413917,449.12670792483,1275.96292864019,1246.32735460565,775.422503523826,1061.8937198211,1077.42737981018,1865.43500668684,1574.96085060702
WAMR_119962_Ct_pant,507.087520795678,755.119889267549,755.119889267549,755.119889267549,755.119889267549,755.119889267549,507.087520795678,507.087520795678,507.087520795678,507.087520795678,690.542192539491,1332.95500333888,1577.9671035961,1708.49086268196,1987.62517301479,1011.19748386681,1158.3581592168,1782.57738145663,1615.97979708888,2032.21997636816,1958.08794633524,2426.32818359549,2210.85722594117,445.498811858966,445.498811858966,704.322190102328,704.322190102328,915.804400549486,268.424737945927,552.952826260803,813.229894914038,NA,971.395288039054,620.888262832651,647.558988633321,513.004617710638,436.7166845584,206.640184005277,249.74771286599,301.146847521312,1194.9686769179,769.556138066145
WAMR_129863_Ct_pant,640.294641331303,808.757724167752,808.757724167752,808.757724167752,808.757724167752,808.757724167752,640.294641331303,640.294641331303,640.294641331303,640.294641331303,397.390400333599,1954.1899018318,2329.14401398761,2298.78070377461,2490.7559710218,1455.53363517125,1616.60658333649,1914.54208511484,1748.52653895591,2327.83243438802,2693.95598267544,3065.3947122825,2769.68193247144,1413.00883638298,1413.00883638298,1613.71786606189,1613.71786606189,265.570877962331,841.552683444768,749.565677851802,1715.30682621077,971.395288039054,NA,1156.29320738817,1371.30111941995,881.288298877657,703.838415129866,1137.09476893657,754.781299390337,889.236315428589,317.7246730258,669.504839238995
WAMR_129885_Ct_pant,520.115915628174,445.995799959329,445.995799959329,445.995799959329,445.995799959329,445.995799959329,520.115915628174,520.115915628174,520.115915628174,520.115915628174,759.979121841787,812.036965800103,1173.46274213252,1176.07039076914,1418.29252727082,394.511248793332,550.665467112373,1170.11138355957,1008.07187280222,1414.64897150671,1538.07777601605,1933.45731184885,1669.90031932703,816.188584146631,816.188584146631,644.562102237119,644.562102237119,1242.11041992241,853.605946059513,1105.96796979634,708.103081413917,620.888262832651,1156.29320738817,NA,263.610561949199,1107.3153772671,967.899512054799,769.306353066489,765.545669598403,904.276784863664,1229.45779028907,1280.68879121686
WAMR_131057_Ct_pant,732.257510562598,708.140079845454,708.140079845454,708.140079845454,708.140079845454,708.140079845454,732.257510562598,732.257510562598,732.257510562598,732.257510562598,983.043817115114,685.567927806382,973.503562243901,1061.19499257289,1342.58034787737,456.971439315162,563.140185236833,1275.60764211559,1129.76892366725,1434.68493491239,1349.83627453314,1789.53125616209,1563.56638877798,681.852543692336,681.852543692336,398.013275398734,398.013275398734,1422.53858758675,912.060352311946,1189.90749893017,449.12670792483,647.558988633321,1371.30111941995,263.610561949199,NA,1160.51680528936,1060.73773119319,731.074362573548,854.894987798395,948.705440828345,1474.22834955985,1390.87358062563
WAMR_132520_Ct_pant,788.05512019064,1098.05447217395,1098.05447217395,1098.05447217395,1098.05447217395,1098.05447217395,788.05512019064,788.05512019064,788.05512019064,788.05512019064,818.141383940531,1845.95921549858,2077.07137198224,2221.49143911548,2498.93343429415,1501.80932007982,1656.01469649543,2231.4275228555,2060.05763428372,2520.24866580324,2456.02269384931,2935.17628723562,2723.85353987864,767.983297144354,767.983297144354,1168.50065403289,1168.50065403289,692.941489239281,254.022732409812,137.735509462905,1275.96292864019,513.004617710638,881.288298877657,1107.3153772671,1160.51680528936,NA,205.896061014578,501.984620072375,353.748226891404,211.952125312862,1185.14508975473,344.306844318445
WAMR_135379_Ct_pant,595.455790618152,907.165381721076,907.165381721076,907.165381721076,907.165381721076,907.165381721076,595.455790618152,595.455790618152,595.455790618152,595.455790618152,612.245888350247,1742.24474870681,2011.32714164688,2117.03581819701,2380.1474543196,1358.90349867716,1518.22424229122,2058.32662670917,1885.89756467554,2368.37446647096,2391.50147280765,2849.71221828118,2618.27079470374,798.359117912851,798.359117912851,1137.24071606251,1137.24071606251,553.321303312117,184.571064633632,139.909881412439,1246.32735460565,436.7166845584,703.838415129866,967.899512054799,1060.73773119319,205.896061014578,NA,510.336093408254,206.435942425462,203.889454934756,996.684123592128,333.607867745935
WAMR_139092_Ct_pant,713.457126561121,956.850228558226,956.850228558226,956.850228558226,956.850228558226,956.850228558226,713.457126561121,713.457126561121,713.457126561121,713.457126561121,887.197566440049,1399.80667315437,1588.93108089198,1771.09143560339,2066.83069824139,1143.47449448072,1278.43669620615,1939.41057862213,1776.81462748221,2156.26377390719,1965.52279576434,2458.63170756224,2270.52001756653,288.771052115083,288.771052115083,668.955760067701,668.955760067701,1045.27865092118,326.842785420735,588.633129435625,775.422503523826,206.640184005277,1137.09476893657,769.306353066489,731.074362573548,501.984620072375,510.336093408254,NA,383.16523555644,315.982296379199,1380.68225365868,818.60655124063
WAMR_140704_Ct_pant,450.633235521622,753.890758818676,753.890758818676,753.890758818676,753.890758818676,753.890758818676,450.633235521622,450.633235521622,450.633235521622,450.633235521622,546.445207023839,1535.82819224168,1810.07771269554,1910.59990164852,2174.62192384458,1158.46661001718,1316.20901140247,1877.69000061649,1706.31326989498,2172.66838543253,2190.08319352421,2644.25628672567,2411.86060545962,665.481678209357,665.481678209357,953.180519554132,953.180519554132,671.339114822456,126.408364525298,341.233208064145,1061.8937198211,249.74771286599,754.781299390337,765.545669598403,854.894987798395,353.748226891404,206.435942425462,383.16523555644,NA,192.235308238442,1009.9890563812,536.573623541656
