,SAMAR_42675_Ct_pulc,SAMAR_42701_Ct_pulc,SAMAR_42708_Ct_pulc,SAMR_42708_Ct_pulc,SAMR_42772_Ct_pulc
SAMAR_42675_Ct_pulc,NA,170.001031266952,107.740111702869,107.703482217452,370.914096180646
SAMAR_42701_Ct_pulc,170.001031266952,NA,94.4450502132503,94.4622666064165,395.969281960456
SAMAR_42708_Ct_pulc,107.740111702869,94.4450502132503,NA,0.0367046808330679,429.247886737994
SAMR_42708_Ct_pulc,107.703482217452,94.4622666064165,0.0367046808330679,NA,429.226633563804
SAMR_42772_Ct_pulc,370.914096180646,395.969281960456,429.247886737994,429.226633563804,NA
