,SAMAR_25645_Ct_orie,SAMAR_38335_Ct_orie,SAMAR_39580_Ct_orie,SAMAR_49444_Ct_orie,SAMAR_52918_Ct_orie,SAMAR_61391_Ct_orie,WAMR_112780_Ct_orie
SAMAR_25645_Ct_orie,NA,0.95,1.93103448275862,1.51063829787234,0.596774193548387,0.814814814814815,0.27027027027027
SAMAR_38335_Ct_orie,0.95,NA,0.769230769230769,0.5,0.236111111111111,1.42857142857143,0.710526315789474
SAMAR_39580_Ct_orie,1.93103448275862,0.769230769230769,NA,-0.05,0.442622950819672,2.73913043478261,1.35714285714286
SAMAR_49444_Ct_orie,1.51063829787234,0.5,-0.05,NA,0.438356164383562,2.38235294117647,0.979591836734694
SAMAR_52918_Ct_orie,0.596774193548387,0.236111111111111,0.442622950819672,0.438356164383562,NA,1.10526315789474,0.409836065573771
SAMAR_61391_Ct_orie,0.814814814814815,1.42857142857143,2.73913043478261,2.38235294117647,1.10526315789474,NA,0.869565217391304
WAMR_112780_Ct_orie,0.27027027027027,0.710526315789474,1.35714285714286,0.979591836734694,0.409836065573771,0.869565217391304,NA
