,NA_CCM0750_Ct_haly,NA_CCM0751_Ct_haly,NA_CCM0804_Ct_haly,NA_CCM0816_Ct_haly,NA_CCM0817_Ct_haly,NA_CCM0820_Ct_haly,NA_CCM1424_Ct_ehma,NA_CCM1425_Ct_ehma
NA_CCM0750_Ct_haly,NA,0,1.47131846407856,1.47131846407856,1.47131846407856,2.06514170628062,173.811980041172,174.093669794579
NA_CCM0751_Ct_haly,0,NA,1.47131846407856,1.47131846407856,1.47131846407856,2.06514170628062,173.811980041172,174.093669794579
NA_CCM0804_Ct_haly,1.47131846407856,1.47131846407856,NA,0,0,0.606766272595426,173.957604393817,174.252024756473
NA_CCM0816_Ct_haly,1.47131846407856,1.47131846407856,0,NA,0,0.606766272595426,173.957604393817,174.252024756473
NA_CCM0817_Ct_haly,1.47131846407856,1.47131846407856,0,0,NA,0.606766272595426,173.957604393817,174.252024756473
NA_CCM0820_Ct_haly,2.06514170628062,2.06514170628062,0.606766272595426,0.606766272595426,0.606766272595426,NA,173.872553459482,174.172196131901
NA_CCM1424_Ct_ehma,173.811980041172,173.811980041172,173.957604393817,173.957604393817,173.957604393817,173.872553459482,NA,1.54086301012479
NA_CCM1425_Ct_ehma,174.093669794579,174.093669794579,174.252024756473,174.252024756473,174.252024756473,174.172196131901,1.54086301012479,NA
