,CUMV_14591_Ct_hele,CUMV_14596_Ct_hele,CUMV_14601_Ct_hele,CUMV_14602_Ct_hele,CUMV_14604_Ct_hele,CUMV_14606_Ct_hele,CUMV_14611_Ct_hele,CUMV_14612_Ct_hele,CUMV_14656_Ct_hele,NA_ABTC31797_Ct_saxa,NA_ABTC60781_Ct_hele,NA_CCM0848_Ct_inor,NA_CCM1249_Ct_inor,NA_CCM1444_Ct_inor,NA_CCM1445_Ct_inor,NA_CCM1530_Ct_robu,NA_CCM1580_Ct_inor,NA_CCM1710_Ct_inor,NA_CCM4920_Ct_essi,SAMR_29707_Ct_brac,SAMR_36252_Ct_brac,SAMR_36349_Ct_brac,SAMR_44367_Ct_hele,SAMR_45480_Ct_saxa,SAMR_46119_Ct_hele,SAMR_46880_Ct_saxa,SAMR_48710_Ct_hele,SAMR_50208_Ct_saxa,UMMZ_242614_Ct_hele,UMMZ_242616_Ct_hele,UMMZ_242623_Ct_hele,UMMZ_244288_ct_inor,WAMR_094929_Ct_hele,WAMR_102423_Ct_saxa,WAMR_102771_Ct_hele,WAMR_126017_Ct_inor,WAMR_129923_Ct_hele,WAMR_131009_Ct_hele,WAMR_131018_Ct_fall,WAMR_131371_Ct_hele,WAMR_135396_Ct_hele,WAMR_140720_Ct_hele,WAMR_145567_Ct_hele,WAMR_152991_Ct_seve,WAMR_166390_Ct_hele,WAMR_166391_Ct_hele
NA_ABTC60781_Ct_hele,1084.36493078868,1084.36493078868,1084.36493078868,1084.36493078868,1084.36493078868,1048.24381389282,1048.24381389282,1335.77070918352,1048.24381389282,436.94632394048,NA,787.241639778243,686.180328764176,517.732759078129,520.930593043227,627.622844860965,626.455350221526,627.716606377915,762.996610111307,1722.42049399134,1847.21524034384,1182.64047548559,614.444627701151,707.422987644685,590.031852681616,845.480002856354,692.01201286385,622.929741335003,780.984838956629,780.984838956629,322.173029060558,1808.89307352492,591.063306773204,1507.28703492776,1117.61379221977,603.6829790897,1240.8575499092,1375.72377640443,1765.90135129608,1603.43141339017,1354.27730021543,1166.39501284125,1228.59028489559,1502.57613586681,604.798275285641,458.330917225558
NA_CCM0848_Ct_inor,1306.81903093587,1306.81903093587,1306.81903093587,1306.81903093587,1306.81903093587,1453.74549602111,1453.74549602111,1527.30986876746,1453.74549602111,1223.95591063546,787.241639778243,NA,219.12750510043,271.632088232141,269.074536440756,183.994538450973,184.632774180901,609.42998754281,685.042375371957,2508.79413546482,2628.93074667455,1962.84078087096,1313.49513469502,1435.50791517891,1260.71544010122,1632.70430152632,1377.17766720388,1389.14699975203,409.957726382046,409.957726382046,529.074578396552,1757.16934853073,692.969445382585,1360.73346263571,1192.18415318618,302.347569205789,1174.06791380437,1137.74299039206,1749.97422608784,1423.04849327018,1199.91778606924,1093.79684008803,978.678433744984,1612.70273278704,1221.94556458358,1092.77880385413
NA_CCM1249_Ct_inor,1087.72647729856,1087.72647729856,1087.72647729856,1087.72647729856,1087.72647729856,1239.00413931101,1239.00413931101,1309.55884509669,1239.00413931101,1116.34204424244,686.180328764176,219.12750510043,NA,210.575458419887,205.764351263834,106.198981842029,107.303351701135,704.720852283307,809.261137891475,2382.96094473324,2491.85150746671,1866.89473494784,1146.5505077197,1274.90286992194,1087.87683625362,1519.1392602315,1204.49196449234,1247.96726539305,214.574779264594,214.574779264594,381.108112166587,1563.17572689099,477.430530300703,1175.29986033553,977.130247109824,398.777664875102,972.015177861354,964.551871893452,1551.05114273023,1245.26035710889,1011.91402801453,890.41336520658,802.278597374672,1399.81055997498,1038.75768841471,919.061192172509
NA_CCM1444_Ct_inor,1152.37114528485,1152.37114528485,1152.37114528485,1152.37114528485,1152.37114528485,1253.51235957464,1253.51235957464,1390.69570116542,1253.51235957464,954.660224474045,517.732759078129,271.632088232141,210.575458419887,NA,4.83307767336327,118.383543653659,117.080146653721,516.45371450976,634.638446592812,2237.74768210979,2357.2989069787,1697.81920623733,1049.55676219963,1168.5123684716,1000.20951305126,1362.90096020948,1115.92500856958,1117.98512508132,399.10956190402,399.10956190402,268.203606984948,1708.80099161077,518.598450673921,1335.85280240795,1079.38827260767,240.047660357146,1110.74394316974,1140.06229987702,1688.72854774599,1413.36599818932,1171.44277436055,1028.10595094501,977.510438757006,1504.83122789234,969.183955525832,834.138428078803
NA_CCM1445_Ct_inor,1150.088495391,1150.088495391,1150.088495391,1150.088495391,1150.088495391,1252.34260582785,1252.34260582785,1388.13549377432,1252.34260582785,957.831233450154,520.930593043227,269.074536440756,205.764351263834,4.83307767336327,NA,114.007757924565,112.707703525751,520.80092610943,638.671906361482,2240.61609891146,2359.89657019438,1701.29861653643,1050.98612338913,1170.22422661675,1001.37907899344,1365.99029989498,1117.16157193172,1120.30876680225,394.442282847644,394.442282847644,269.041066002756,1705.01041591827,516.318617494083,1331.75387738761,1076.32539703177,243.167953196031,1107.00281428253,1135.68820431438,1685.08761863239,1409.14142396103,1167.34214701282,1024.36477900556,973.121888673149,1501.8077140041,969.881229284313,835.152496189559
NA_CCM1530_Ct_robu,1150.81848744376,1150.81848744376,1150.81848744376,1150.81848744376,1150.81848744376,1280.34281642133,1280.34281642133,1380.27454506849,1280.34281642133,1063.52437873253,627.622844860965,183.994538450973,106.198981842029,118.383543653659,114.007757924565,NA,1.31525876596114,598.539385283895,704.262664180925,2341.94489435855,2457.4864362539,1809.90874017561,1131.73651166175,1255.33679690956,1077.85355549222,1470.4395375906,1194.4331583324,1214.88886094232,316.968628931856,316.968628931856,348.624025770014,1658.17951209221,524.292605861389,1274.40191793798,1055.3120785497,294.08164562333,1063.78812780835,1067.35359028192,1643.45682074345,1346.50310693377,1110.48301080682,981.58780689096,904.793136212904,1480.22076434518,1038.02227522902,909.632348084657
NA_CCM1580_Ct_inor,1150.9451609554,1150.9451609554,1150.9451609554,1150.9451609554,1150.9451609554,1280.16038920492,1280.16038920492,1380.51038191308,1280.16038920492,1062.38001526131,626.455350221526,184.632774180901,107.303351701135,117.080146653721,112.707703525751,1.31525876596114,NA,597.452233947823,703.290932784609,2340.87198976873,2456.46644900466,1808.72496078132,1130.91855934231,1254.46803243593,1077.08608686231,1469.31714820254,1193.66013496276,1213.89801805287,317.88897090769,317.88897090769,347.732439351007,1658.86085083296,524.258049043189,1275.1885910594,1055.68178057242,293.142407985301,1064.40943010686,1068.25282705804,1644.08057176489,1347.34933765396,1111.25835632919,982.199465674988,905.685171748061,1480.61602372782,1037.35378045435,908.880846201823
NA_CCM1710_Ct_inor,1600.15770742824,1600.15770742824,1600.15770742824,1600.15770742824,1600.15770742824,1634.2213373765,1634.2213373765,1849.06920026904,1634.2213373765,960.849926562162,627.716606377915,609.42998754281,704.720852283307,516.45371450976,520.80092610943,598.539385283895,597.452233947823,NA,139.977968256343,2202.0646604678,2353.40264598939,1595.29076974785,1238.79042376615,1320.08365014275,1217.62609771551,1337.41857243155,1317.45400858007,1208.91613531368,911.359696913604,911.359696913604,646.111183077483,2216.11546327008,985.426901795121,1850.31293157785,1563.80934831101,313.316536373653,1617.85068517252,1656.47126514065,2191.49717136327,1929.30268590221,1686.00888808221,1535.45765226037,1493.87400841015,1984.19538687563,1229.39684924222,1081.96361478248
NA_CCM4920_Ct_essi,1737.60441109211,1737.60441109211,1737.60441109211,1737.60441109211,1737.60441109211,1774.19805046909,1774.19805046909,1985.81945037785,1774.19805046909,1075.29902326696,762.996610111307,685.042375371957,809.261137891475,634.638446592812,638.671906361482,704.262664180925,703.290932784609,139.977968256343,NA,2292.27025047397,2449.03255764842,1676.88228739946,1370.66705137624,1447.54701926421,1351.94942071611,1438.81243519342,1449.77994781737,1330.51878019043,1020.85816230653,1020.85816230653,783.196007125365,2341.83872443519,1119.07846518666,1970.32023162792,1696.32344339265,410.489964356251,1743.407100015,1770.26504991646,2319.3642666307,2046.6224150754,1805.90829391867,1660.83090720005,1607.54503339074,2118.17906232831,1366.42278011188,1219.14283680656
SAMR_29707_Ct_brac,2020.47408319174,2020.47408319174,2020.47408319174,2020.47408319174,2020.47408319174,1723.28537521418,1723.28537521418,2141.06035291905,1723.28537521418,1288.20387010408,1722.42049399134,2508.79413546482,2382.96094473324,2237.74768210979,2240.61609891146,2341.94489435855,2340.87198976873,2202.0646604678,2292.27025047397,NA,193.913010145095,628.821983967284,1292.41507816434,1155.35732928794,1365.96634359872,880.459300153001,1266.47226248006,1139.47363453495,2410.96021652917,2410.96021652917,2002.0627285849,2747.29972677461,2068.06517328871,2679.30328048198,2222.79802334632,2306.60204610991,2437.95116268333,2692.47450361714,2668.5444523334,2780.58407112608,2594.42906543071,2406.88710596891,2609.2807583116,2336.42311436543,1454.51668646309,1516.20564121162
SAMR_36252_Ct_brac,2045.52762302814,2045.52762302814,2045.52762302814,2045.52762302814,2045.52762302814,1740.15323525545,1740.15323525545,2144.69132526378,1740.15323525545,1419.55507504695,1847.21524034384,2628.93074667455,2491.85150746671,2357.2989069787,2359.89657019438,2457.4864362539,2456.46644900466,2353.40264598939,2449.03255764842,193.913010145095,NA,806.145142374009,1372.60445904684,1235.97155612546,1443.33297510329,1018.84925641634,1336.58649543244,1243.9666393829,2505.07651966634,2505.07651966634,2112.88532568599,2743.20986852772,2150.64704837463,2704.92367858016,2256.48804118683,2440.76456066986,2473.92869039477,2735.78496908678,2662.58730178358,2804.17418979025,2630.73917281217,2449.06292462005,2662.91288547939,2334.30860207188,1524.72170029551,1601.7233500113
SAMR_36349_Ct_brac,1766.69094200694,1766.69094200694,1766.69094200694,1766.69094200694,1766.69094200694,1518.03435465621,1518.03435465621,1948.28938991278,1518.03435465621,751.622254018211,1182.64047548559,1962.84078087096,1866.89473494784,1697.81920623733,1701.29861653643,1809.90874017561,1808.72496078132,1595.29076974785,1676.88228739946,628.821983967284,806.145142374009,NA,926.529067441503,810.285621718934,999.944283271256,374.046955591552,939.003791400443,711.744542567474,1933.32010000352,1933.32010000352,1490.64871260091,2551.68526549662,1634.39771415565,2393.38108900064,1930.60652107873,1731.77468943837,2129.16014241589,2352.52583481745,2481.7320936026,2497.55279517878,2278.79699007262,2080.38349394735,2241.25028416724,2151.61158340657,1102.03720603949,1107.33678653179
SAMR_44367_Ct_hele,850.85276817116,850.85276817116,850.85276817116,850.85276817116,850.85276817116,646.628333781717,646.628333781717,1056.45861208771,646.628333781717,422.290344757196,614.444627701151,1313.49513469502,1146.5505077197,1049.55676219963,1050.98612338913,1131.73651166175,1130.91855934231,1238.79042376615,1370.66705137624,1292.41507816434,1372.60445904684,926.529067441503,NA,137.218816638274,75.4576039610746,561.24116738106,79.9526026989515,227.517664105164,1135.93964961404,1135.93964961404,784.509864523815,1643.29205787359,778.270594326849,1466.86267452843,1004.40444616196,1197.65066008943,1203.18148300078,1433.48979657849,1578.15707957791,1571.03742509131,1354.02319066153,1156.65417999245,1332.72163251748,1256.93517986843,175.713294002002,230.998869663588
SAMR_45480_Ct_saxa,956.744399364102,956.744399364102,956.744399364102,956.744399364102,956.744399364102,723.820321904603,723.820321904603,1147.36714194462,723.820321904603,427.258739563527,707.422987644685,1435.50791517891,1274.90286992194,1168.5123684716,1170.22422661675,1255.33679690956,1254.46803243593,1320.08365014275,1447.54701926421,1155.35732928794,1235.97155612546,810.285621718934,137.218816638274,NA,210.806255993879,457.711994315432,128.719089539842,166.35376216363,1270.88650500649,1270.88650500649,906.855341443572,1744.73227149207,915.29570249887,1587.00911286745,1123.24001949285,1303.68371529314,1326.7249273109,1562.76022223678,1676.69952213174,1691.0432796982,1479.29250098956,1283.3593960649,1465.60923799523,1350.00855032553,304.564154340986,366.02994154281
SAMR_46119_Ct_hele,783.998655803943,783.998655803943,783.998655803943,783.998655803943,783.998655803943,595.399347650089,595.399347650089,995.834294710577,595.399347650089,457.213652694403,590.031852681616,1260.71544010122,1087.87683625362,1000.20951305126,1001.37907899344,1077.85355549222,1077.08608686231,1217.62609771551,1351.94942071611,1365.96634359872,1443.33297510329,999.944283271256,75.4576039610746,210.806255993879,NA,632.553849556834,116.724963527013,294.933289808492,1069.21123411372,1069.21123411372,733.082984462672,1577.04662171196,707.442045136865,1393.84327393149,932.095606075271,1158.61846019092,1129.27418660059,1358.28676156088,1513.18278011897,1498.02337756704,1279.62191190833,1081.96845145208,1257.27098408181,1194.82114259264,102.600015651327,168.850729270101
SAMR_46880_Ct_saxa,1410.14828600489,1410.14828600489,1410.14828600489,1410.14828600489,1410.14828600489,1180.5465843112,1180.5465843112,1605.06895269363,1180.5465843112,408.977448629277,845.480002856354,1632.70430152632,1519.1392602315,1362.90096020948,1365.99029989498,1470.4395375906,1469.31714820254,1337.41857243155,1438.81243519342,880.459300153001,1018.84925641634,374.046955591552,561.24116738106,457.711994315432,632.553849556834,NA,584.389554532866,339.931900645955,1571.39539155226,1571.39539155226,1138.95327684247,2200.74025591124,1262.6190621722,2025.81731841195,1564.62311624254,1426.2932582214,1759.65038622963,1979.5029229947,2133.57898083575,2129.97999483896,1907.96202893805,1709.06352985818,1867.25535816047,1807.64225315865,735.142842129266,733.473635826086
SAMR_48710_Ct_hele,828.116942033985,828.116942033985,828.116942033985,828.116942033985,828.116942033985,601.398759397313,601.398759397313,1021.35654550349,601.398759397313,492.88057555602,692.01201286385,1377.17766720388,1204.49196449234,1115.92500856958,1117.16157193172,1194.4331583324,1193.66013496276,1317.45400858007,1449.77994781737,1266.47226248006,1336.58649543244,939.003791400443,79.9526026989515,128.719089539842,116.724963527013,584.389554532866,NA,269.405465633341,1182.78360937174,1182.78360937174,849.1891168418,1616.7779250808,817.096943761167,1459.36771160303,995.480172270622,1270.35329006779,1200.30408899307,1439.49455416522,1549.22522580022,1563.33809990032,1353.55002847112,1158.53815768595,1346.25815468901,1223.59216600338,188.495292383582,285.550761760779
SAMR_50208_Ct_saxa,1077.87496378607,1077.87496378607,1077.87496378607,1077.87496378607,1077.87496378607,869.084975899196,869.084975899196,1283.36389513241,869.084975899196,273.832522729868,622.929741335003,1389.14699975203,1247.96726539305,1117.98512508132,1120.30876680225,1214.88886094232,1213.89801805287,1208.91613531368,1330.51878019043,1139.47363453495,1243.9666393829,711.744542567474,227.517664105164,166.35376216363,294.933289808492,339.931900645955,269.405465633341,NA,1272.20379060408,1272.20379060408,869.058524196654,1870.58710773261,941.01538287145,1686.2759971494,1225.82626464433,1226.61087584837,1419.75285270674,1640.80873337824,1805.65468739985,1790.41831246794,1568.07886087174,1369.26728579164,1531.37141238953,1484.19955647825,397.313900893213,398.054033098378
UMMZ_242614_Ct_hele,925.243105440421,925.243105440421,925.243105440421,925.243105440421,925.243105440421,1114.81209978535,1114.81209978535,1131.31720203401,1114.81209978535,1184.46727296622,780.984838956629,409.957726382046,214.574779264594,399.10956190402,394.442282847644,316.968628931856,317.88897090769,911.359696913604,1020.85816230653,2410.96021652917,2505.07651966634,1933.32010000352,1135.93964961404,1270.88650500649,1069.21123411372,1571.39539155226,1182.78360937174,1272.20379060408,NA,0,458.961797105861,1351.3897341602,379.381377349735,961.129876603619,789.571497380646,611.008624925796,764.41113710417,750.485862423219,1341.60987409695,1030.69514188547,798.0533207093,683.89914647177,588.025598013589,1205.81877355228,1002.85284261486,905.096625845221
UMMZ_242616_Ct_hele,925.243105440421,925.243105440421,925.243105440421,925.243105440421,925.243105440421,1114.81209978535,1114.81209978535,1131.31720203401,1114.81209978535,1184.46727296622,780.984838956629,409.957726382046,214.574779264594,399.10956190402,394.442282847644,316.968628931856,317.88897090769,911.359696913604,1020.85816230653,2410.96021652917,2505.07651966634,1933.32010000352,1135.93964961404,1270.88650500649,1069.21123411372,1571.39539155226,1182.78360937174,1272.20379060408,0,NA,458.961797105861,1351.3897341602,379.381377349735,961.129876603619,789.571497380646,611.008624925796,764.41113710417,750.485862423219,1341.60987409695,1030.69514188547,798.0533207093,683.89914647177,588.025598013589,1205.81877355228,1002.85284261486,905.096625845221
UMMZ_242623_Ct_hele,954.411063927745,954.411063927745,954.411063927745,954.411063927745,954.411063927745,1013.33186822683,1013.33186822683,1202.95923965099,1013.33186822683,739.042967936855,322.173029060558,529.074578396552,381.108112166587,268.203606984948,269.041066002756,348.624025770014,347.732439351007,646.111183077483,783.196007125365,2002.0627285849,2112.88532568599,1490.64871260091,784.509864523815,906.855341443572,733.082984462672,1138.95327684247,849.1891168418,869.058524196654,458.961797105861,458.961797105861,NA,1596.45919678038,348.088556930846,1257.64360936931,925.185590777775,462.168060875121,1004.81801685475,1098.17541639059,1564.57911172157,1347.16786020425,1097.18829107528,924.678974189458,942.938141322421,1341.03535864112,701.077914787514,566.304197722471
UMMZ_244288_ct_inor,793.080269303543,793.080269303543,793.080269303543,793.080269303543,793.080269303543,1040.58889420616,1040.58889420616,610.208779003561,1040.58889420616,1989.32916471568,1808.89307352492,1757.16934853073,1563.17572689099,1708.80099161077,1705.01041591827,1658.17951209221,1658.86085083296,2216.11546327008,2341.83872443519,2747.29972677461,2743.20986852772,2551.68526549662,1643.29205787359,1744.73227149207,1577.04662171196,2200.74025591124,1616.7779250808,1870.58710773261,1351.3897341602,1351.3897341602,1596.45919678038,NA,1249.16361947015,408.19212580019,692.32548645262,1944.28017844358,598.447690055159,651.455908142965,83.6554674049342,386.349982914618,559.733757917618,681.008074511679,791.852052655409,410.974694490304,1476.24835618563,1528.82092334829
WAMR_094929_Ct_hele,633.773916806529,633.773916806529,633.773916806529,633.773916806529,633.773916806529,761.574578090534,761.574578090534,873.799255181391,761.574578090534,910.037142141011,591.063306773204,692.969445382585,477.430530300703,518.598450673921,516.318617494083,524.292605861389,524.258049043189,985.426901795121,1119.07846518666,2068.06517328871,2150.64704837463,1634.39771415565,778.270594326849,915.29570249887,707.442045136865,1262.6190621722,817.096943761167,941.01538287145,379.381377349735,379.381377349735,348.088556930846,1249.16361947015,NA,921.250202425008,578.897822244758,755.4031187334,661.290974524198,785.565219114259,1216.51464079572,1015.05779451034,765.072200683974,583.007336633213,642.696925734767,999.103341446953,632.324948735173,551.868194136222
WAMR_102423_Ct_saxa,659.729944734651,659.729944734651,659.729944734651,659.729944734651,659.729944734651,966.188820552399,966.188820552399,611.007189879812,966.188820552399,1754.92981527305,1507.28703492776,1360.73346263571,1175.29986033553,1335.85280240795,1331.75387738761,1274.40191793798,1275.1885910594,1850.31293157785,1970.32023162792,2679.30328048198,2704.92367858016,2393.38108900064,1466.86267452843,1587.00911286745,1393.84327393149,2025.81731841195,1459.36771160303,1686.2759971494,961.129876603619,961.129876603619,1257.64360936931,408.19212580019,921.250202425008,NA,463.929883593464,1565.56368078817,272.366407099672,244.161940350484,424.967840371257,104.180435304403,164.41303836795,341.240321459408,385.967439066369,500.071363279978,1291.49320237995,1307.44922952773
WAMR_102771_Ct_hele,227.364581352738,227.364581352738,227.364581352738,227.364581352738,227.364581352738,536.08234290525,536.08234290525,348.292665287269,536.08234290525,1312.02646492326,1117.61379221977,1192.18415318618,977.130247109824,1079.38827260767,1076.32539703177,1055.3120785497,1055.68178057242,1563.80934831101,1696.32344339265,2222.79802334632,2256.48804118683,1930.60652107873,1004.40444616196,1123.24001949285,932.095606075271,1564.62311624254,995.480172270622,1225.82626464433,789.571497380646,789.571497380646,925.185590777775,692.32548645262,578.897822244758,463.929883593464,NA,1319.43229507793,218.2231775191,490.208648973562,648.568729584538,567.858820920857,374.652479656377,214.206155258653,469.137823522074,425.669566613623,829.539443332373,856.011453964727
