,QMJ_74401_Ct_zebr,SAMAR_55709_Ct_zebr,SAMAR_55848_Ct_stra,SAMR_54494_Ct_zebr,SAMR_54511_Ct_zebr
QMJ_74401_Ct_zebr,NA,26.102045387592,162.780636952396,11.3355253424423,0.0122348936113764
SAMAR_55709_Ct_zebr,26.102045387592,NA,179.371790940014,14.8927163851922,26.0907482588912
SAMAR_55848_Ct_stra,162.780636952396,179.371790940014,NA,170.636934851812,162.783479327807
SAMR_54494_Ct_zebr,11.3355253424423,14.8927163851922,170.636934851812,NA,11.3248282042283
SAMR_54511_Ct_zebr,0.0122348936113764,26.0907482588912,162.783479327807,11.3248282042283,NA
