,NA_ABTC113879_Ct_stra,SAMAR_36883_Ct_stra,SAMAR_42743_Ct_stra,SAMAR_42874_Ct_stra,SAMAR_45516_Ct_stra,SAMR_42881_Ct_stra,SAMR_55734_Ct_stra
NA_ABTC113879_Ct_stra,NA,0.62962962962963,1.82857142857143,0.441176470588235,0.75,0.217948717948718,1.70833333333333
SAMAR_36883_Ct_stra,0.62962962962963,NA,1.67948717948718,0.567567567567568,0.757575757575757,0.402298850574713,1.39325842696629
SAMAR_42743_Ct_stra,1.82857142857143,1.67948717948718,NA,1.98360655737705,2.55555555555556,1.73972602739726,0.643835616438356
SAMAR_42874_Ct_stra,0.441176470588235,0.567567567567568,1.98360655737705,NA,1.11538461538462,0.304347826086957,1.92753623188406
SAMAR_45516_Ct_stra,0.75,0.757575757575757,2.55555555555556,1.11538461538462,NA,0.85,2.4406779661017
SAMR_42881_Ct_stra,0.217948717948718,0.402298850574713,1.73972602739726,0.304347826086957,0.85,NA,1.51898734177215
SAMR_55734_Ct_stra,1.70833333333333,1.39325842696629,0.643835616438356,1.92753623188406,2.4406779661017,1.51898734177215,NA
