,NA_CCM2279_Ct_essi,NA_CCM2281_Ct_cogg,NA_CCM2294_Ct_essi,NA_CCM2339_Ct_essi,NA_CCM2556_Ct_cogg
NA_CCM2279_Ct_essi,NA,0.144609733057067,0.144609733057067,73.921351702255,105.488810853865
NA_CCM2281_Ct_cogg,0.144609733057067,NA,0,73.797743389262,105.374513080291
NA_CCM2294_Ct_essi,0.144609733057067,0,NA,73.797743389262,105.374513080291
NA_CCM2339_Ct_essi,73.921351702255,73.797743389262,73.797743389262,NA,33.1254999901103
NA_CCM2556_Ct_cogg,105.488810853865,105.374513080291,105.374513080291,33.1254999901103,NA
