,NA_CCM4853_Ct_essi,NA_CCM6122_Ct_essi,NA_CCM6150_Ct_essi,NA_NEB008_Ct_essi,NTMR_22188_Ct_essi,NTMR_22191_Ct_essi
NA_CCM4853_Ct_essi,NA,3.80451283851143,6.70502982849565,190.591459835899,29.8414170393988,29.8815149656345
NA_CCM6122_Ct_essi,3.80451283851143,NA,3.95162269773323,186.789237942862,33.6000174388208,33.6404188484606
NA_CCM6150_Ct_essi,6.70502982849565,3.95162269773323,NA,184.74670906172,35.224805343496,35.2666543759694
NA_NEB008_Ct_essi,190.591459835899,186.789237942862,184.74670906172,NA,219.920751768341,219.963122398387
NTMR_22188_Ct_essi,29.8414170393988,33.6000174388208,35.224805343496,219.920751768341,NA,0.0434435132119949
NTMR_22191_Ct_essi,29.8815149656345,33.6404188484606,35.2666543759694,219.963122398387,0.0434435132119949,NA
