,NA_ABTC113879_Ct_stra,SAMAR_36883_Ct_stra,SAMAR_42743_Ct_stra,SAMAR_42874_Ct_stra,SAMAR_45516_Ct_stra,SAMR_42881_Ct_stra,SAMR_55734_Ct_stra
NA_ABTC113879_Ct_stra,NA,406.140624242802,267.437860570989,11.3132113495984,779.141378641861,11.3214744975681,397.535304351257
SAMAR_36883_Ct_stra,406.140624242802,NA,665.410728461838,405.137068060393,373.394505619648,405.100778583096,774.039377532944
SAMAR_42743_Ct_stra,267.437860570989,665.410728461838,NA,265.245149274945,1034.4842184884,265.278961531479,302.101677284648
SAMAR_42874_Ct_stra,11.3132113495984,405.137068060393,265.245149274945,NA,777.719316661123,0.0367046808337754,404.457297881478
SAMAR_45516_Ct_stra,779.141378641861,373.394505619648,1034.4842184884,777.719316661123,NA,777.682820477796,1142.07301553378
SAMR_42881_Ct_stra,11.3214744975681,405.100778583096,265.278961531479,0.0367046808337754,777.682820477796,NA,404.490443972681
SAMR_55734_Ct_stra,397.535304351257,774.039377532944,302.101677284648,404.457297881478,1142.07301553378,404.490443972681,NA
