,NA_ABTC89250_Ct_broo,SAMAR_25688_Ct_eucl,SAMAR_36575_Ct_eucl,SAMAR_56672_Ct_broo,SAMAR_61390_Ct_eucl,SAMR_46072_Ct_eucl
NA_ABTC89250_Ct_broo,NA,1174.19972747399,446.308189483455,239.787405841091,1116.37762428311,200.793426187214
SAMAR_25688_Ct_eucl,1174.19972747399,NA,742.642578903203,1411.16441281659,89.8331787259028,1374.40277939183
SAMAR_36575_Ct_eucl,446.308189483455,742.642578903203,NA,675.399881551663,677.727083714381,641.658008599597
SAMAR_56672_Ct_broo,239.787405841091,1411.16441281659,675.399881551663,NA,1351.08289901101,44.2944691807002
SAMAR_61390_Ct_eucl,1116.37762428311,89.8331787259028,677.727083714381,1351.08289901101,NA,1315.54817471653
SAMR_46072_Ct_eucl,200.793426187214,1374.40277939183,641.658008599597,44.2944691807002,1315.54817471653,NA
