,CUMV_1450314572_Ct_pant,CUMV_14516_Ct_pant,CUMV_14517_Ct_pant,CUMV_14525_Ct_pant,CUMV_14526_Ct_pant,CUMV_14527_Ct_pant,CUMV_14559_Ct_pant,CUMV_14567_Ct_pant,CUMV_14570_Ct_pant,CUMV_1457314504_Ct_pant,CUMV_14576_Ct_pant,NA_CCM1889_Ct_pant,NA_CCM2756_Ct_pant,QM_62378_Ct_pant,SAMR_42153_Ct_pant,SAMR_44378_Ct_pant,SAMR_44860_Ct_pant,SAMR_45310_Ct_pant,SAMR_45528_Ct_pant,SAMR_49197_Ct_pant,SAMR_54432_Ct_pant,SAMR_55674_Ct_pant,SAMR_65403_Ct_pant,UMMZ_242633_Ct_pant,UMMZ_242634_Ct_pant,UMMZ_242638_Ct_pant,UMMZ_242639_Ct_pant,UMMZ_242643_Ct_pant,WAMR_104950_Ct_pant,WAMR_108591_Ct_pant,WAMR_108704_Ct_pant,WAMR_119962_Ct_pant,WAMR_129863_Ct_pant,WAMR_129885_Ct_pant,WAMR_131057_Ct_pant,WAMR_132520_Ct_pant,WAMR_135379_Ct_pant,WAMR_139092_Ct_pant,WAMR_140704_Ct_pant,WAMR_145526_Ct_pant,WAMR_153984_Ct_pant,WAMR_158463_Ct_pant
CUMV_1450314572_Ct_pant,NA,0.454095409540954,0.450571895424837,0.415365132967497,0.437215084956486,0.494400663625052,0.382924767540152,0.443873179091688,0.377272727272727,0.378754897692643,1.0738255033557,0.568101933216169,0.571936056838366,0.614117647058824,0.752747252747253,0.470061099796334,0.556187144731089,0.843037974683544,0.614960991280404,2.86873508353222,2.61131794489948,2.63951612903226,2.57898498927806,0.664732142857143,0.699900793650794,0.598294647086689,0.56945064761054,1.37088948787062,0.944169293111211,1.15188109614491,0.594739188586714,0.447072738024837,1.78291586384072,0.482902418682235,0.548071387449626,1.2196261682243,1.221608040201,0.624148887880163,0.578924355050284,0.794093178036606,1.85024840312278,1.35410176531672
CUMV_14516_Ct_pant,0.454095409540954,NA,0.363484087102178,0.364601018675722,0.393864013266998,0.424813678211311,0.430308293530178,0.457841483979764,0.43244289585753,0.409275101305718,1.07877813504823,0.520861989912884,0.603747714808044,0.661136249371544,0.801546391752577,0.428571428571429,0.483440662373505,0.735966735966736,0.59990157480315,2.93204697986577,2.70071258907363,2.70943075615973,2.5748502994012,0.65275846082522,0.659939455095863,0.607833655705996,0.619336758524054,1.37133370226895,0.924721189591078,1.13352545629203,0.620028076743098,0.469411764705882,1.81891348088531,0.54054054054054,0.544252873563218,1.24542372881356,1.14387391967463,0.600282485875706,0.58414526129318,0.857957036387549,1.81391941391941,1.35374868004224
CUMV_14517_Ct_pant,0.450571895424837,0.363484087102178,NA,0.37826420890937,0.412613981762918,0.451095461658842,0.421776729559748,0.428516228748068,0.436491228070175,0.421274799493457,1.03082029397819,0.537766830870279,0.595189563799429,0.667410714285714,0.845609065155807,0.433421350433799,0.48599269183922,0.757122839794489,0.586475942782835,2.89350453172205,2.72845763939175,2.64046692607004,2.52624584717608,0.675,0.708059981255857,0.648541114058355,0.599078341013825,1.38883299798793,0.97002954833263,1.11754537597234,0.661777032690696,0.436416184971098,1.79568603954464,0.483087942697971,0.524383848977451,1.22501571338781,1.15945437441204,0.625262274443978,0.600081366965012,0.833857030636292,1.87039563437926,1.35538387252535
CUMV_14525_Ct_pant,0.415365132967497,0.364601018675722,0.37826420890937,NA,0.372163388804841,0.398562300319489,0.424950495049505,0.408307210031348,0.410348544735896,0.41,1.01794374393792,0.527379949452401,0.583786042624321,0.637837837837838,0.810926365795725,0.403683806600153,0.533721898417985,0.7143536121673,0.525446428571429,2.80613026819923,2.608,2.66024096385542,2.4586415601883,0.648637137989779,0.687140115163148,0.584074733096085,0.606387570133794,1.33264355923435,0.911914893617021,1.12957249889819,0.599154334038055,0.442477876106195,1.74894131881428,0.470899470899471,0.468684759916493,1.16086956521739,1.13625648279114,0.591801878736123,0.560390402602684,0.818438003220612,1.8173142467621,1.33447768513977
CUMV_14526_Ct_pant,0.437215084956486,0.393864013266998,0.412613981762918,0.372163388804841,NA,0.433070866141732,0.403950426026336,0.467704280155642,0.430294430649166,0.414889167712254,1.08664432742939,0.577759197324415,0.592153657539845,0.650224215246637,0.764128911723494,0.432432432432432,0.503072511265875,0.774102079395085,0.569878472222222,2.84312267657993,2.64520743919886,2.6510172143975,2.4872131147541,0.68046357615894,0.687823225199812,0.587412587412587,0.594190516873131,1.3536523929471,0.943037974683544,1.11797511797512,0.616798997074801,0.461807580174927,1.78338278931751,0.457840819542947,0.522210743801653,1.1464307504576,1.18714821763602,0.631199660873251,0.543538767395626,0.791161517403207,1.80522088353414,1.34168241965974
CUMV_14527_Ct_pant,0.494400663625052,0.424813678211311,0.451095461658842,0.398562300319489,0.433070866141732,NA,0.464937170652615,0.498575498575499,0.488557936796222,0.469894736842105,1.12885840274375,0.614993646759848,0.652464494569758,0.729890310786106,0.852591535901094,0.456580470860672,0.53970893970894,0.8055822906641,0.644484144707459,2.92040185471406,2.78454680534918,2.83779399837794,2.65740097289785,0.697306541256947,0.724038461538462,0.686567164179104,0.649237472766884,1.47529901196048,1.00431965442765,1.21841155234657,0.666378938282262,0.532305868405453,1.83910891089109,0.548452768729642,0.580226904376013,1.26288987905793,1.23170731707317,0.705426356589147,0.624010004168403,0.876217532467533,1.9713687150838,1.40625
CUMV_14559_Ct_pant,0.382924767540152,0.430308293530178,0.421776729559748,0.424950495049505,0.403950426026336,0.464937170652615,NA,0.422044088176353,0.394163280384189,0.382276281494353,1.02998500749625,0.561298590346006,0.593884582256675,0.653936822253654,0.758437801350048,0.464441795788637,0.515625,0.826065891472868,0.657496561210454,2.96403440187647,2.77538917716827,2.71382113821138,2.57536132140399,0.649305555555556,0.626712328767123,0.604522381172127,0.588805641251653,1.43736842105263,0.971478718736288,1.18536804308797,0.604661389621812,0.458781362007168,1.72383900928793,0.478925619834711,0.505926724137931,1.24396442185515,1.24025653675382,0.611728120835184,0.580845771144279,0.826923076923077,1.76019350380097,1.44120603015075
CUMV_14567_Ct_pant,0.443873179091688,0.457841483979764,0.428516228748068,0.408307210031348,0.467704280155642,0.498575498575499,0.422044088176353,NA,0.379322897706589,0.401122625215889,1.04514229636899,0.591979075850044,0.59453691848058,0.682858477347034,0.804525758305248,0.491452991452991,0.570205479452055,0.861967694566814,0.69529465509365,3.02552204176334,2.78350515463918,2.71634615384615,2.61732605729877,0.661437908496732,0.694485114690093,0.614162505674081,0.607989464442493,1.47832980972516,0.99469964664311,1.17494407158837,0.642981691368788,0.485136741973841,1.78518971848225,0.503516756309475,0.525350593311758,1.24329501915709,1.19215876089061,0.648492907801419,0.594931449937682,0.885493072534637,1.82216142270862,1.42452830188679
CUMV_14570_Ct_pant,0.377272727272727,0.43244289585753,0.436491228070175,0.410348544735896,0.430294430649166,0.488557936796222,0.394163280384189,0.379322897706589,NA,0.367064255482878,0.970201577563541,0.552410099464422,0.606613454960091,0.635804997951659,0.745323129251701,0.44196584175671,0.51892505677517,0.821134690342139,0.629362214199759,2.90137931034483,2.63144329896907,2.6094968107725,2.48443113772455,0.638297872340426,0.68959512407488,0.597063621533442,0.5575256107171,1.36228518346493,0.942670257791458,1.14658634538153,0.621306376360809,0.435772357723577,1.77107761027359,0.504418262150221,0.516582914572864,1.20607122008173,1.20217391304348,0.615832363213038,0.567169811320755,0.843829632326174,1.83239171374765,1.35720601237843
CUMV_1457314504_Ct_pant,0.378754897692643,0.409275101305718,0.421274799493457,0.41,0.414889167712254,0.469894736842105,0.382276281494353,0.401122625215889,0.367064255482878,NA,1.03534303534304,0.528259902091678,0.537427162707306,0.60184287099903,0.741607324516785,0.441261934412619,0.511111111111111,0.834685598377282,0.627541589648798,2.91118421052632,2.76153244722439,2.66206336311942,2.58460421205519,0.627938517179023,0.666335156638488,0.58217537134643,0.566452795600367,1.36196650459211,0.939449541284404,1.15816808309726,0.586016559337627,0.402173913043478,1.71062992125984,0.47313691507799,0.483459082994777,1.21585609593604,1.19703930576825,0.615884811890386,0.567901234567901,0.838010204081633,1.79569892473118,1.37486800422386
