,WAMR_099165_Ct_duri,WAMR_139394_Ct_duri,WAMR_157067_Ct_duri,WAMR_160095_Ct_duri,WAMR_161462_Ct_duri,WAMR_162334_Ct_duri,WAMR_170467_Ct_duri,WAMR_170880_Ct_duri
WAMR_099165_Ct_duri,NA,155.078292114853,143.353941931124,232.866664925197,118.349255755579,96.8603868783913,249.955273143726,61.0506863431356
WAMR_139394_Ct_duri,155.078292114853,NA,197.535528523899,78.202909537183,76.6362216366922,109.492356364938,239.451100939,108.407990979619
WAMR_157067_Ct_duri,143.353941931124,197.535528523899,NA,252.192715659691,216.831717019179,90.2695305839578,117.36633766595,177.965571969967
WAMR_160095_Ct_duri,232.866664925197,78.202909537183,252.192715659691,NA,145.161842272,173.498664470207,261.421338135261,185.888081506616
WAMR_161462_Ct_duri,118.349255755579,76.6362216366922,216.831717019179,145.161842272,NA,129.479155229525,288.647566369523,57.525938319503
WAMR_162334_Ct_duri,96.8603868783913,109.492356364938,90.2695305839578,173.498664470207,129.479155229525,NA,165.618411649082,101.877613064103
WAMR_170467_Ct_duri,249.955273143726,239.451100939,117.36633766595,261.421338135261,288.647566369523,165.618411649082,NA,267.482150145385
WAMR_170880_Ct_duri,61.0506863431356,108.407990979619,177.965571969967,185.888081506616,57.525938319503,101.877613064103,267.482150145385,NA
