,AMSR_153434_Ct_uber,SAMAR_28517_Ct_olym,SAMAR_41282_Ct_olym,SAMAR_43599_Ct_olym,SAMAR_44654_Ct_olym,SAMAR_45620_Ct_olym,SAMAR_62424_Ct_orie,SAMR_48964_Ct_olym
AMSR_153434_Ct_uber,NA,0.320987654320988,0.123456790123457,1.16883116883117,1.41176470588235,0.421052631578947,1.21818181818182,0.65979381443299
SAMAR_28517_Ct_olym,0.320987654320988,NA,0.641791044776119,1.36764705882353,1.58064516129032,0.470588235294118,1.42,0.817073170731707
SAMAR_41282_Ct_olym,0.123456790123457,0.641791044776119,NA,1.2027027027027,1.62068965517241,0.410714285714286,1.13207547169811,0.867469879518072
SAMAR_43599_Ct_olym,1.16883116883117,1.36764705882353,1.2027027027027,NA,0.246153846153846,1.35849056603774,0.196428571428571,0.388888888888889
SAMAR_44654_Ct_olym,1.41176470588235,1.58064516129032,1.62068965517241,0.246153846153846,NA,1.83333333333333,0.163265306122449,0.580246913580247
SAMAR_45620_Ct_olym,0.421052631578947,0.470588235294118,0.410714285714286,1.35849056603774,1.83333333333333,NA,1.4,0.876712328767123
SAMAR_62424_Ct_orie,1.21818181818182,1.42,1.13207547169811,0.196428571428571,0.163265306122449,1.4,NA,0.303030303030303
SAMR_48964_Ct_olym,0.65979381443299,0.817073170731707,0.867469879518072,0.388888888888889,0.580246913580247,0.876712328767123,0.303030303030303,NA
