,AMSR_138399_Ct_uber,AMSR_152993_Ct_uber,SAMAR_25645_Ct_orie,SAMAR_38335_Ct_orie,SAMAR_39580_Ct_orie,SAMAR_49444_Ct_orie,SAMAR_52918_Ct_orie,SAMAR_61391_Ct_orie,WAMR_112780_Ct_orie
AMSR_138399_Ct_uber,NA,0.0447761194029851,3.26086956521739,2.53191489361702,3.13157894736842,2.45901639344262,1.32467532467532,4.33333333333333,3.15555555555556
AMSR_152993_Ct_uber,0.0447761194029851,NA,3.14285714285714,2.47826086956522,3.27777777777778,2.19672131147541,1.43055555555556,4.67567567567567,2.64
SAMAR_25645_Ct_orie,3.26086956521739,3.14285714285714,NA,0.95,1.93103448275862,1.51063829787234,0.596774193548387,0.814814814814815,0.27027027027027
SAMAR_38335_Ct_orie,2.53191489361702,2.47826086956522,0.95,NA,0.769230769230769,0.5,0.236111111111111,1.42857142857143,0.710526315789474
SAMAR_39580_Ct_orie,3.13157894736842,3.27777777777778,1.93103448275862,0.769230769230769,NA,-0.05,0.442622950819672,2.73913043478261,1.35714285714286
SAMAR_49444_Ct_orie,2.45901639344262,2.19672131147541,1.51063829787234,0.5,-0.05,NA,0.438356164383562,2.38235294117647,0.979591836734694
SAMAR_52918_Ct_orie,1.32467532467532,1.43055555555556,0.596774193548387,0.236111111111111,0.442622950819672,0.438356164383562,NA,1.10526315789474,0.409836065573771
SAMAR_61391_Ct_orie,4.33333333333333,4.67567567567567,0.814814814814815,1.42857142857143,2.73913043478261,2.38235294117647,1.10526315789474,NA,0.869565217391304
WAMR_112780_Ct_orie,3.15555555555556,2.64,0.27027027027027,0.710526315789474,1.35714285714286,0.979591836734694,0.409836065573771,0.869565217391304,NA
