,CUMV_14812_Ct_aria,SAMAR_35025_Ct_aria,SAMAR_38117_Ct_aria,SAMAR_45960_Ct_aria,WAMR_140983_Ct_mary,WAMR_158428_Ct_mary
CUMV_14812_Ct_aria,NA,111.004504413109,195.547948084351,256.345470020439,2825.63939666759,1880.71954315363
SAMAR_35025_Ct_aria,111.004504413109,NA,89.5712007288057,365.79092388959,2930.10750656013,1984.95088100436
SAMAR_38117_Ct_aria,195.547948084351,89.5712007288057,NA,449.081284401833,3017.33541390413,2072.23574913667
SAMAR_45960_Ct_aria,256.345470020439,365.79092388959,449.081284401833,NA,2581.17395771769,1637.75242329236
WAMR_140983_Ct_mary,2825.63939666759,2930.10750656013,3017.33541390413,2581.17395771769,NA,945.233304533859
WAMR_158428_Ct_mary,1880.71954315363,1984.95088100436,2072.23574913667,1637.75242329236,945.233304533859,NA
