,CUMV_14591_Ct_hele,CUMV_14596_Ct_hele,CUMV_14601_Ct_hele,CUMV_14602_Ct_hele,CUMV_14604_Ct_hele,CUMV_14606_Ct_hele,CUMV_14611_Ct_hele,CUMV_14612_Ct_hele,CUMV_14656_Ct_hele,NA_ABTC31797_Ct_saxa,NA_ABTC60781_Ct_hele,NA_CCM0848_Ct_inor,NA_CCM1249_Ct_inor,NA_CCM1444_Ct_inor,NA_CCM1445_Ct_inor,NA_CCM1530_Ct_robu,NA_CCM1580_Ct_inor,NA_CCM1710_Ct_inor,NA_CCM4920_Ct_essi,SAMR_29707_Ct_brac,SAMR_36252_Ct_brac,SAMR_36349_Ct_brac,SAMR_44367_Ct_hele,SAMR_45480_Ct_saxa,SAMR_46119_Ct_hele,SAMR_46880_Ct_saxa,SAMR_48710_Ct_hele,SAMR_50208_Ct_saxa,UMMZ_242614_Ct_hele,UMMZ_242616_Ct_hele,UMMZ_242623_Ct_hele,UMMZ_244288_ct_inor,WAMR_094929_Ct_hele,WAMR_102423_Ct_saxa,WAMR_102771_Ct_hele,WAMR_126017_Ct_inor,WAMR_129923_Ct_hele,WAMR_131009_Ct_hele,WAMR_131018_Ct_fall,WAMR_131371_Ct_hele,WAMR_135396_Ct_hele,WAMR_140720_Ct_hele,WAMR_145567_Ct_hele,WAMR_152991_Ct_seve,WAMR_166390_Ct_hele,WAMR_166391_Ct_hele
NA_ABTC60781_Ct_hele,1058.85693084571,1058.85693084571,1058.85693084571,1058.85693084571,1058.85693084571,541.395419263961,541.395419263961,1048.23327556418,541.395419263961,791.53963893162,NA,3511.86061796308,2683.29387134544,2021.01855508553,2039.11721095184,2595.45198375928,2587.56313932627,2566.45066190644,2974.17030447148,179.312576246063,671.855639255934,1273.45003828183,843.600616405654,706.933518797914,866.977508358781,1199.41860916029,671.323320018007,943.28415655093,2043.20703796752,2043.20703796752,604.458435295596,2396.96871068439,60.9097693313642,164.057916602644,938.741178387313,2752.7631572658,233.927339146155,1051.24354932623,1264.25076626435,327.249140564189,176.943493805226,334.483183433786,1553.21537463418,959.394079614837,882.290768397811,979.437083226891
NA_CCM0848_Ct_inor,4565.15640476863,4565.15640476863,4565.15640476863,4565.15640476863,4565.15640476863,4048.94282498531,4048.94282498531,4554.04830892251,4048.94282498531,4288.88866724237,3511.86061796308,NA,916.461128471906,1564.89712121916,1548.15050947897,1004.18623770693,1021.8199450001,986.996453894339,551.526971235315,3588.33025235972,2911.35106093374,4781.69112344158,4335.54529442376,4211.56716674446,4365.03230228597,4706.83694215128,4175.19676183051,4443.52900294349,1523.94422470115,1523.94422470115,2914.18479166988,1467.1318959112,3567.51944633803,3669.66973990848,4447.42239954786,883.188541592338,3734.6722747786,2547.78138779606,2388.26401388121,3241.75770223501,3337.89364719729,3846.00130005178,2095.51449529704,4466.38668276718,4383.17213898793,4467.61703819833
NA_CCM1249_Ct_inor,3741.63466949942,3741.63466949942,3741.63466949942,3741.63466949942,3741.63466949942,3213.48393492172,3213.48393492172,3730.32612515313,3213.48393492172,3471.69857562548,2683.29387134544,916.461128471906,NA,672.902667553042,655.114493810051,90.6476695784288,105.768615382825,145.83209523284,385.920976366924,2745.90731817372,2054.53595733927,3954.99443741707,3521.43209504315,3386.71773255463,3547.11911274488,3881.12986126463,3349.97477602444,3624.15134893674,643.03265857964,643.03265857964,2079.05747876291,589.286857141749,2735.92178250768,2834.60032456077,3621.23031579048,85.9243853629457,2912.275055691,1672.47690567015,1496.9442207377,2392.27882990257,2507.86263579168,3016.27933056605,1196.45309143317,3641.42211230722,3563.43079068473,3657.20261948938
NA_CCM1444_Ct_inor,3077.90025829298,3077.90025829298,3077.90025829298,3077.90025829298,3077.90025829298,2547.10168623084,2547.10168623084,3066.56795130974,2547.10168623084,2810.94165716758,2021.01855508553,1564.89712121916,672.902667553042,NA,18.1383571472171,582.698035006126,571.902963797181,578.293178240933,1013.76871129464,2078.88599976045,1386.18252766366,3289.8384458815,2861.73478855047,2723.45681074623,2885.89847361268,3216.418971465,2686.71044215784,2962.19023696994,64.6297145282261,64.6297145282261,1417.6057279794,504.22316487841,2072.23116471112,2169.29135894651,2956.85998992174,736.162346225342,2251.48884074516,999.757470589743,827.097334054463,1723.64149404683,1845.862129196,2352.28080806693,530.771137120322,2977.43832849649,2901.47738230027,2998.46677487012
NA_CCM1445_Ct_inor,3095.99047156156,3095.99047156156,3095.99047156156,3095.99047156156,3095.99047156156,2565.17172914407,2565.17172914407,3084.65070956178,2565.17172914407,2829.01679033547,2039.11721095184,1548.15050947897,655.114493810051,18.1383571472171,NA,564.862815203833,553.962092565908,561.400035625222,997.138907073633,2096.90295435912,1404.09864325837,3307.92109942181,2879.801208417,2741.52840583496,2903.97090205808,3234.49965218734,2704.77614600543,2980.26508888052,61.1228271597445,61.1228271597445,1435.68624706097,492.115840021432,2090.32844309214,2187.38885431923,2974.95243659458,718.160149270342,2269.57286730345,1017.6453213178,844.358336253039,1741.7115145741,1863.9533255959,2370.37929454339,547.447714398371,2995.52366039729,2919.55304798526,3016.5380819741
NA_CCM1530_Ct_robu,3653.6500927155,3653.6500927155,3653.6500927155,3653.6500927155,3653.6500927155,3124.9415994543,3124.9415994543,3642.32370884302,3124.9415994543,3384.19355238438,2595.45198375928,1004.18623770693,90.6476695784288,582.698035006126,564.862815203833,NA,23.6220236220354,111.507847257491,466.806169625038,2657.11798759483,1965.25494529336,3866.7554874856,3434.10264843671,3298.7524914731,3459.53421720324,3792.96585800611,3261.99662783394,3536.44595604118,554.045124516045,554.045124516045,1991.1958718318,524.55123677292,2647.84950478686,2746.25599680729,3533.1260945514,160.093722550261,2824.69874499919,1582.4026036379,1406.356640401,2303.26008084194,2420.01776852981,2928.18783550509,1105.81779692678,3553.37417112243,3475.72524805975,3570.07310849512
NA_CCM1580_Ct_inor,3645.55606183748,3645.55606183748,3645.55606183748,3645.55606183748,3645.55606183748,3116.2570497313,3116.2570497313,3634.20692861593,3116.2570497313,3376.58022265131,2587.56313932627,1021.8199450001,105.768615382825,571.902963797181,553.962092565908,23.6220236220354,NA,131.293564198707,487.033879725015,2648.10989197956,1955.55081754477,3858.38334020869,3426.64894612798,3290.67804563133,3451.83617803626,3784.67303739702,3253.90411659594,3528.62721182048,545.349429265311,545.349429265311,1983.33633052995,501.270386119108,2639.71381024535,2737.82541444848,3524.91276487802,166.078294788934,2817.05644245904,1571.56800680085,1393.7930262417,2294.05383546246,2412.14137230802,2920.0195204827,1092.56349929878,3545.21621343466,3467.909745077,3562.80535533447
NA_CCM1710_Ct_inor,3624.80771903835,3624.80771903835,3624.80771903835,3624.80771903835,3624.80771903835,3099.32605577406,3099.32605577406,3613.58132605314,3099.32605577406,3353.16656311612,2566.45066190644,986.996453894339,145.83209523284,578.293178240933,561.400035625222,111.507847257491,131.293564198707,NA,436.634858892416,2633.47109344302,1946.14465032792,3839.14938495495,3402.28496748876,3269.99969418959,3428.86526419456,3764.99163345684,3233.34223366473,3506.31573022168,539.783289848806,539.783289848806,1962.83239223322,609.348832771509,2619.96354936476,2719.74079647308,3504.93737461884,230.486442117535,2794.27682952137,1570.12865714883,1404.0153133068,2281.09644688689,2391.15871493299,2900.22309486701,1108.7808620282,3524.89574313908,3445.60415602257,3537.28370363475
NA_CCM4920_Ct_essi,4030.50431087724,4030.50431087724,4030.50431087724,4030.50431087724,4030.50431087724,3510.13902858562,3510.13902858562,4019.37482700979,3510.13902858562,3756.05085162595,2974.17030447148,551.526971235315,385.920976366924,1013.76871129464,997.138907073633,466.806169625038,487.033879725015,436.634858892416,NA,3047.25581466342,2366.0915028798,4246.2545849254,3803.82846616406,3676.23775074464,3832.09224836772,4171.66225862066,3639.73817739683,3910.20331952189,972.422747574325,972.422747574325,2373.4453859316,969.493682289885,3029.0244304066,3130.33640364738,3911.76635294083,378.705690477447,3199.32445994463,1997.8783746765,1837.32441337941,2697.93420972417,2799.52817453227,3308.50238023188,1544.4724018253,3931.21355309019,3849.63452810783,3937.20687797835
SAMR_29707_Ct_brac,1009.90742149961,1009.90742149961,1009.90742149961,1009.90742149961,1009.90742149961,473.864959666781,473.864959666781,996.707579985223,473.864959666781,754.751614771376,179.312576246063,3588.33025235972,2745.90731817372,2078.88599976045,2096.90295435912,2657.11798759483,2648.10989197956,2633.47109344302,3047.25581466342,NA,697.814445250312,1216.99876746035,807.746866289186,656.015243725327,824.75632765078,1144.21414079708,618.878017059905,897.051837967015,2105.71270595017,2105.71270595017,682.485897290193,2431.23713364205,150.482557128725,153.603385379359,889.541454908089,2813.36560013092,250.009999800008,1093.85830892305,1295.10347076981,366.912796179147,281.392963664694,308.927175884544,1594.60183117918,907.982378683639,837.848434980934,949.01106421369
SAMR_36252_Ct_brac,1706.28368098625,1706.28368098625,1706.28368098625,1706.28368098625,1706.28368098625,1170.5148439896,1170.5148439896,1693.53742208432,1170.5148439896,1445.23804267671,671.855639255934,2911.35106093374,2054.53595733927,1386.18252766366,1404.09864325837,1965.25494529336,1955.55081754477,1946.14465032792,2366.0915028798,697.814445250312,NA,1914.49862888434,1497.01502998467,1351.05847393812,1517.5756982767,1841.69785795608,1313.85805930473,1591.77102624718,1415.87605389737,1415.87605389737,208.033651124043,1738.44959662338,716.414684383284,804.785064473739,1585.49519078425,2120.62985926352,895.325639083345,411.265121302549,607.361506847446,363.502407144712,503.06162644352,987.792994508465,903.481045733667,1604.56754298471,1531.99184070934,1637.58816556545
SAMR_36349_Ct_brac,218.295671051902,218.295671051902,218.295671051902,218.295671051902,218.295671051902,744.23517788398,744.23517788398,228.871142785629,744.23517788398,498.375360546647,1273.45003828183,4781.69112344158,3954.99443741707,3289.8384458815,3307.92109942181,3866.7554874856,3858.38334020869,3839.14938495495,4246.2545849254,1216.99876746035,1914.49862888434,NA,459.657481174842,571.641496044505,423.545747233991,75.5115885146114,608.682183080793,344.833293056224,3314.20246816636,3314.20246816636,1876.71228482152,3642.37148023098,1219.85859836294,1121.06110448985,335.228280429918,4023.56508584116,1047.57672750019,2303.45045529527,2505.99381483674,1568.32235206924,1448.31074013832,939.441323340633,2805.35505774225,315.604182481792,402.517080382932,348.671765418423
SAMR_44367_Ct_hele,246.669819799667,246.669819799667,246.669819799667,246.669819799667,246.669819799667,359.309059167731,359.309059167731,234.761581183975,359.309059167731,58.1291665173345,843.600616405654,4335.54529442376,3521.43209504315,2861.73478855047,2879.801208417,3434.10264843671,3426.64894612798,3402.28496748876,3803.82846616406,807.746866289186,1497.01502998467,459.657481174842,NA,164.818081532337,45.6289381861993,385.410171116435,197.673974007708,117.051270817535,2883.47065183608,2883.47065183608,1445.2999688646,3233.27249083649,795.238329056139,704.448010856727,165.773942463826,3592.05164216775,611.013911461924,1889.63885438461,2097.33020766879,1154.99350647525,1016.69021830644,520.177854199888,2392.1973162764,165.151445649137,71.239034243875,144.440299085816
SAMR_45480_Ct_saxa,358.501046023579,358.501046023579,358.501046023579,358.501046023579,358.501046023579,196.173392691262,196.173392691262,344.972462669124,196.173392691262,111.579568022107,706.933518797914,4211.56716674446,3386.71773255463,2723.45681074623,2741.52840583496,3298.7524914731,3290.67804563133,3269.99969418959,3676.23775074464,656.015243725327,1351.05847393812,571.641496044505,164.818081532337,NA,170.894704423513,496.992957696585,38.1837661840736,241.14311103575,2747.08172430308,2747.08172430308,1309.2306901383,3085.61403937693,654.96488455489,558.725335026075,243.154272016759,3456.05989531432,478.87263442381,1743.65306182165,1948.84042445758,1007.92410428564,880.144306349817,376.281809286604,2246.17920033109,257.036962322542,182.126329782379,301.181008697428
SAMR_46119_Ct_hele,208.949754725867,208.949754725867,208.949754725867,208.949754725867,208.949754725867,365.878395098699,365.878395098699,195.956627854227,365.878395098699,77.4273853361974,866.977508358781,4365.03230228597,3547.11911274488,2885.89847361268,2903.97090205808,3459.53421720324,3451.83617803626,3428.86526419456,3832.09224836772,824.75632765078,1517.5756982767,423.545747233991,45.6289381861993,170.894704423513,NA,348.684671300589,207.086938265068,79.1517529812196,2908.36913062974,2908.36913062974,1469.78842014761,3253.12664985549,816.949202827201,723.541982195919,122.983738762488,3617.22338265139,635.682310592327,1910.00130890008,2116.58498530061,1174.3789848256,1040.69832324262,539.133564156416,2412.69185765609,121.503086380552,26.4007575648882,134.033577882559
SAMR_46880_Ct_saxa,144.107598689313,144.107598689313,144.107598689313,144.107598689313,144.107598689313,671.677005710334,671.677005710334,153.863575936607,671.677005710334,423.391072177957,1199.41860916029,4706.83694215128,3881.12986126463,3216.418971465,3234.49965218734,3792.96585800611,3784.67303739702,3764.99163345684,4171.66225862066,1144.21414079708,1841.69785795608,75.5115885146114,385.410171116435,496.992957696585,348.684671300589,NA,534.061794177415,270.155510771111,3240.57217170055,3240.57217170055,1802.73708565614,3570.91108822384,1146.05017342174,1047.72610924802,261.537760180055,3949.86759271751,973.052413798969,2231.17054480378,2434.30380191134,1495.66607235706,1374.25543477186,865.677769149699,2733.28392231762,241.051861639772,327.39273052406,279.281220278056
SAMR_48710_Ct_hele,396.205754627567,396.205754627567,396.205754627567,396.205754627567,396.205754627567,164.091437924104,164.091437924104,382.397698737845,164.091437924104,144.367586389743,671.323320018007,4175.19676183051,3349.97477602444,2686.71044215784,2704.77614600543,3261.99662783394,3253.90411659594,3233.34223366473,3639.73817739683,618.878017059905,1313.85805930473,608.682183080793,197.673974007708,38.1837661840736,207.086938265068,534.061794177415,NA,278.26965339397,2710.44977817336,2710.44977817336,1272.87666331031,3048.81681968596,619.332705417694,523.255195865268,280.659936578059,3419.29203198557,443.642874393357,1707.12916910233,1912.14617642062,971.66815322928,843.991706120386,341.751371613926,2209.54814385204,294.621791454739,219.248717214035,336.567972332484
SAMR_50208_Ct_saxa,133.037588673277,133.037588673277,133.037588673277,133.037588673277,133.037588673277,432.131924300901,432.131924300901,118.61703081767,432.131924300901,155.884572681199,943.28415655093,4443.52900294349,3624.15134893674,2962.19023696994,2980.26508888052,3536.44595604118,3528.62721182048,3506.31573022168,3910.20331952189,897.051837967015,1591.77102624718,344.833293056224,117.051270817535,241.14311103575,79.1517529812196,270.155510771111,278.26965339397,NA,2985.04472328305,2985.04472328305,1546.46338462959,3326.63583820051,892.443275508309,797.575074836219,84.2733647127015,3694.01001622898,712.799410774167,1984.13154805824,2189.84542833507,1248.17506784906,1117.24035014853,613.411770346804,2486.80698889158,62.5939294181153,61.5304802516606,99.5489829179585
UMMZ_242614_Ct_hele,3101.33664731838,3101.33664731838,3101.33664731838,3101.33664731838,3101.33664731838,2572.46068968993,2572.46068968993,3090.2054947851,2572.46068968993,2833.04500493727,2043.20703796752,1523.94422470115,643.03265857964,64.6297145282261,61.1228271597445,554.045124516045,545.349429265311,539.783289848806,972.422747574325,2105.71270595017,1415.87605389737,3314.20246816636,2883.47065183608,2747.08172430308,2908.36913062974,3240.57217170055,2710.44977817336,2985.04472328305,NA,0,1439.16329858706,535.505368787279,2095.24342261228,2193.34675781099,2980.55531738634,710.176034515387,2273.30354330433,1032.15405826843,867.714814901763,1750.13113794367,1868.09368073445,2375.59802997056,575.610111099518,3001.15611056806,2924.26024833632,3019.45458651062
UMMZ_242616_Ct_hele,3101.33664731838,3101.33664731838,3101.33664731838,3101.33664731838,3101.33664731838,2572.46068968993,2572.46068968993,3090.2054947851,2572.46068968993,2833.04500493727,2043.20703796752,1523.94422470115,643.03265857964,64.6297145282261,61.1228271597445,554.045124516045,545.349429265311,539.783289848806,972.422747574325,2105.71270595017,1415.87605389737,3314.20246816636,2883.47065183608,2747.08172430308,2908.36913062974,3240.57217170055,2710.44977817336,2985.04472328305,0,NA,1439.16329858706,535.505368787279,2095.24342261228,2193.34675781099,2980.55531738634,710.176034515387,2273.30354330433,1032.15405826843,867.714814901763,1750.13113794367,1868.09368073445,2375.59802997056,575.610111099518,3001.15611056806,2924.26024833632,3019.45458651062
UMMZ_242623_Ct_hele,1662.83071898495,1662.83071898495,1662.83071898495,1662.83071898495,1662.83071898495,1138.31234729313,1138.31234729313,1651.86228239524,1138.31234729313,1394.32815362812,604.458435295596,2914.18479166988,2079.05747876291,1417.6057279794,1435.68624706097,1991.1958718318,1983.33633052995,1962.83239223322,2373.4453859316,682.485897290193,208.033651124043,1876.71228482152,1445.2999688646,1309.2306901383,1469.78842014761,1802.73708565614,1272.87666331031,1546.46338462959,1439.16329858706,1439.16329858706,NA,1808.25634244705,657.166645532166,757.35526670117,1542.46328967661,2148.46247349122,834.880829819442,477.391872574303,695.984195222851,338.002958566933,429.943019480489,937.623058590178,965.718385451991,1562.994241832,1485.52583282823,1581.16381188035
UMMZ_244288_ct_inor,3437.14692732214,3437.14692732214,3437.14692732214,3437.14692732214,3437.14692732214,2900.30308760998,2900.30308760998,3425.24218121872,2900.30308760998,3180.55058126734,2396.96871068439,1467.1318959112,589.286857141749,504.22316487841,492.115840021432,524.55123677292,501.270386119108,609.348832771509,969.493682289885,2431.23713364205,1738.44959662338,3642.37148023098,3233.27249083649,3085.61403937693,3253.12664985549,3570.91108822384,3048.81681968596,3326.63583820051,535.505368787279,535.505368787279,1808.25634244705,NA,2443.09987515861,2533.04401856738,3315.19501688815,596.55846318697,2627.40232929789,1346.56228968437,1137.0131925356,2080.95627056409,2224.8213411418,2718.09602479383,845.278060758707,3336.14777850143,3266.70261884978,3372.49966641955
WAMR_094929_Ct_hele,1006.30711018059,1006.30711018059,1006.30711018059,1006.30711018059,1006.30711018059,485.535786528655,485.535786528655,995.670126095988,485.535786528655,742.113872663758,60.9097693313642,3567.51944633803,2735.92178250768,2072.23116471112,2090.32844309214,2647.84950478686,2639.71381024535,2619.96354936476,3029.0244304066,150.482557128725,716.414684383284,1219.85859836294,795.238329056139,654.96488455489,816.949202827201,1146.05017342174,619.332705417694,892.443275508309,2095.24342261228,2095.24342261228,657.166645532166,2443.09987515861,NA,105.399240983984,885.52526784954,2804.82459344609,191.828048001329,1097.07292373844,1308.61682703532,365.587198900618,231.734762174344,280.775711200239,1599.74622987523,906.673590659836,831.413856030798,931.270637355221
WAMR_102423_Ct_saxa,909.190299112348,909.190299112348,909.190299112348,909.190299112348,909.190299112348,383.298839027723,383.298839027723,898.37853936968,383.298839027723,650.109221592803,164.057916602644,3669.66973990848,2834.60032456077,2169.29135894651,2187.38885431923,2746.25599680729,2737.82541444848,2719.74079647308,3130.33640364738,153.603385379359,804.785064473739,1121.06110448985,704.448010856727,558.725335026075,723.541982195919,1047.72610924802,523.255195865268,797.575074836219,2193.34675781099,2193.34675781099,757.35526670117,2533.04401856738,105.399240983984,NA,787.734726922712,2902.95539063211,130.426224356914,1188.11531426878,1396.81029492197,452.206811094216,332.905391965946,185.186392588656,1691.11176449104,809.099499443672,736.900264622018,841.27878851187
WAMR_102771_Ct_hele,122.731414071541,122.731414071541,122.731414071541,122.731414071541,122.731414071541,416.974819383617,416.974819383617,115.212846505934,416.974819383617,180.682041166243,938.741178387313,4447.42239954786,3621.23031579048,2956.85998992174,2974.95243659458,3533.1260945514,3524.91276487802,3504.93737461884,3911.76635294083,889.541454908089,1585.49519078425,335.228280429918,165.773942463826,243.154272016759,122.983738762488,261.537760180055,280.659936578059,84.2733647127015,2980.55531738634,2980.55531738634,1542.46328967661,3315.19501688815,885.52526784954,787.734726922712,NA,3690.08048692708,713.38839351366,1973.25264474674,2178.27248065985,1237.17702856139,1114.04757528572,605.078507302978,2475.83460675385,37.2558720203943,97.4987179402888,157.092329539033
