,CUMV_14591_Ct_hele,CUMV_14596_Ct_hele,CUMV_14601_Ct_hele,CUMV_14602_Ct_hele,CUMV_14604_Ct_hele,CUMV_14606_Ct_hele,CUMV_14611_Ct_hele,CUMV_14612_Ct_hele,CUMV_14656_Ct_hele,NA_ABTC31797_Ct_saxa,NA_ABTC60781_Ct_hele,NA_CCM0848_Ct_inor,NA_CCM1249_Ct_inor,NA_CCM1444_Ct_inor,NA_CCM1445_Ct_inor,NA_CCM1530_Ct_robu,NA_CCM1580_Ct_inor,NA_CCM1710_Ct_inor,NA_CCM4920_Ct_essi,SAMR_29707_Ct_brac,SAMR_36252_Ct_brac,SAMR_36349_Ct_brac,SAMR_44367_Ct_hele,SAMR_45480_Ct_saxa,SAMR_46119_Ct_hele,SAMR_46880_Ct_saxa,SAMR_48710_Ct_hele,SAMR_50208_Ct_saxa,UMMZ_242614_Ct_hele,UMMZ_242616_Ct_hele,UMMZ_242623_Ct_hele,UMMZ_244288_ct_inor,WAMR_094929_Ct_hele,WAMR_102423_Ct_saxa,WAMR_102771_Ct_hele,WAMR_126017_Ct_inor,WAMR_129923_Ct_hele,WAMR_131009_Ct_hele,WAMR_131018_Ct_fall,WAMR_131371_Ct_hele,WAMR_135396_Ct_hele,WAMR_140720_Ct_hele,WAMR_145567_Ct_hele,WAMR_152991_Ct_seve,WAMR_166390_Ct_hele,WAMR_166391_Ct_hele
WAMR_126017_Ct_inor,3810.7803662767,3810.7803662767,3810.7803662767,3810.7803662767,3810.7803662767,3281.49203869216,3281.49203869216,3799.48391232283,3281.49203869216,3541.93026470031,2752.7631572658,883.188541592338,85.9243853629457,736.162346225342,718.160149270342,160.093722550261,166.078294788934,230.486442117535,378.705690477447,2813.36560013092,2120.62985926352,4023.56508584116,3592.05164216775,3456.05989531432,3617.22338265139,3949.86759271751,3419.29203198557,3694.01001622898,710.176034515387,710.176034515387,2148.46247349122,596.55846318697,2804.82459344609,2902.95539063211,3690.08048692708,NA,2982.42837298735,1735.25214306164,1555.66159559205,2458.91622468111,2577.48171671498,3085.21150004339,1252.9481234273,3710.49996631182,3633.25198685695,3728.04452763107
WAMR_129923_Ct_hele,831.588840713967,831.588840713967,831.588840713967,831.588840713967,831.588840713967,331.108743466554,331.108743466554,820.502894571372,331.108743466554,560.040177130177,233.927339146155,3734.6722747786,2912.275055691,2251.48884074516,2269.57286730345,2824.69874499919,2817.05644245904,2794.27682952137,3199.32445994463,250.009999800008,895.325639083345,1047.57672750019,611.013911461924,478.87263442381,635.682310592327,973.052413798969,443.642874393357,712.799410774167,2273.30354330433,2273.30354330433,834.880829819442,2627.40232929789,191.828048001329,130.426224356914,713.38839351366,2982.42837298735,NA,1282.64219484625,1493.56486300395,553.362449033181,405.875596704212,127.023619850798,1784.69997478568,732.243811855041,652.060580007717,747.903068585763
WAMR_131009_Ct_hele,2095.25630890352,2095.25630890352,2095.25630890352,2095.25630890352,2095.25630890352,1560.55695186046,1560.55695186046,2083.92466274575,1560.55695186046,1836.62026559657,1051.24354932623,2547.78138779606,1672.47690567015,999.757470589743,1017.6453213178,1582.4026036379,1571.56800680085,1570.12865714883,1997.8783746765,1093.85830892305,411.265121302549,2303.45045529527,1889.63885438461,1743.65306182165,1910.00130890008,2231.17054480378,1707.12916910233,1984.13154805824,1032.15405826843,1032.15405826843,477.391872574303,1346.56228968437,1097.07292373844,1188.11531426878,1973.25264474674,1735.25214306164,1282.64219484625,NA,222.672405115677,736.362003365193,880.935865997066,1373.16058784106,503.009940259633,1994.65034529864,1923.74114682823,2027.6429665994
WAMR_131018_Ct_fall,2300.18347094313,2300.18347094313,2300.18347094313,2300.18347094313,2300.18347094313,1763.45484773498,1763.45484773498,2288.3035200777,1763.45484773498,2044.25658859156,1264.25076626435,2388.26401388121,1496.9442207377,827.097334054463,844.358336253039,1406.356640401,1393.7930262417,1404.0153133068,1837.32441337941,1295.10347076981,607.361506847446,2505.99381483674,2097.33020766879,1948.84042445758,2116.58498530061,2434.30380191134,1912.14617642062,2189.84542833507,867.714814901763,867.714814901763,695.984195222851,1137.0131925356,1308.61682703532,1396.81029492197,2178.27248065985,1555.66159559205,1493.56486300395,222.672405115677,NA,944.992063458736,1094.66113478099,1581.79739537022,307.691403844826,2199.17643675991,2129.94342647874,2236.60345166505
WAMR_131371_Ct_hele,1359.07983577125,1359.07983577125,1359.07983577125,1359.07983577125,1359.07983577125,825.705153187262,825.705153187262,1347.84754330748,825.705153187262,1101.28606637876,327.249140564189,3241.75770223501,2392.27882990257,1723.64149404683,1741.7115145741,2303.26008084194,2294.05383546246,2281.09644688689,2697.93420972417,366.912796179147,363.502407144712,1568.32235206924,1154.99350647525,1007.92410428564,1174.3789848256,1495.66607235706,971.66815322928,1248.17506784906,1750.13113794367,1750.13113794367,338.002958566933,2080.95627056409,365.587198900618,452.206811094216,1237.17702856139,2458.91622468111,553.362449033181,736.362003365193,944.992063458736,NA,185.561310622662,637.353120334403,1239.25219386532,1258.55989130434,1187.7478688678,1292.82210686544
WAMR_135396_Ct_hele,1234.03363001176,1234.03363001176,1234.03363001176,1234.03363001176,1234.03363001176,712.192389737492,712.192389737492,1222.92354626117,712.192389737492,965.45429720935,176.943493805226,3337.89364719729,2507.86263579168,1845.862129196,1863.9533255959,2420.01776852981,2412.14137230802,2391.15871493299,2799.52817453227,281.392963664694,503.06162644352,1448.31074013832,1016.69021830644,880.144306349817,1040.69832324262,1374.25543477186,843.991706120386,1117.24035014853,1868.09368073445,1868.09368073445,429.943019480489,2224.8213411418,231.734762174344,332.905391965946,1114.04757528572,2577.48171671498,405.875596704212,880.935865997066,1094.66113478099,185.561310622662,NA,509.558632543891,1381.48579435331,1134.03615462647,1056.44876827984,1153.49555699188
WAMR_140720_Ct_hele,725.894620451206,725.894620451206,725.894620451206,725.894620451206,725.894620451206,214.018690772558,214.018690772558,715.297141053982,214.018690772558,465.448171121125,334.483183433786,3846.00130005178,3016.27933056605,2352.28080806693,2370.37929454339,2928.18783550509,2920.0195204827,2900.22309486701,3308.50238023188,308.927175884544,987.792994508465,939.441323340633,520.177854199888,376.281809286604,539.133564156416,865.677769149699,341.751371613926,613.411770346804,2375.59802997056,2375.59802997056,937.623058590178,2718.09602479383,280.775711200239,185.186392588656,605.078507302978,3085.21150004339,127.023619850798,1373.16058784106,1581.79739537022,637.353120334403,509.558632543891,NA,1876.15271233447,626.178888178131,552.58483511584,656.342898186611
WAMR_145567_Ct_hele,2597.87259117917,2597.87259117917,2597.87259117917,2597.87259117917,2597.87259117917,2062.55448412884,2062.55448412884,2586.43325836953,2062.55448412884,2339.36380240441,1553.21537463418,2095.51449529704,1196.45309143317,530.771137120322,547.447714398371,1105.81779692678,1092.56349929878,1108.7808620282,1544.4724018253,1594.60183117918,903.481045733667,2805.35505774225,2392.1973162764,2246.17920033109,2412.69185765609,2733.28392231762,2209.54814385204,2486.80698889158,575.610111099518,575.610111099518,965.718385451991,845.278060758707,1599.74622987523,1691.11176449104,2475.83460675385,1252.9481234273,1784.69997478568,503.009940259633,307.691403844826,1239.25219386532,1381.48579435331,1876.15271233447,NA,2497.19342462694,2426.47542744615,2530.37763980004
WAMR_152991_Ct_seve,102.513413756445,102.513413756445,102.513413756445,102.513413756445,102.513413756445,436.34390106887,436.34390106887,89.4986033410578,436.34390106887,189.573204857649,959.394079614837,4466.38668276718,3641.42211230722,2977.43832849649,2995.52366039729,3553.37417112243,3545.21621343466,3524.89574313908,3931.21355309019,907.982378683639,1604.56754298471,315.604182481792,165.151445649137,257.036962322542,121.503086380552,241.051861639772,294.621791454739,62.5939294181153,3001.15611056806,3001.15611056806,1562.994241832,3336.14777850143,906.673590659836,809.099499443672,37.2558720203943,3710.49996631182,732.243811855041,1994.65034529864,2199.17643675991,1258.55989130434,1134.03615462647,626.178888178131,2497.19342462694,NA,96.6953980290686,143.5757639715
WAMR_166390_Ct_hele,186.951865462744,186.951865462744,186.951865462744,186.951865462744,186.951865462744,374.563746243547,374.563746243547,174.005747031528,374.563746243547,96.7160793250016,882.290768397811,4383.17213898793,3563.43079068473,2901.47738230027,2919.55304798526,3475.72524805975,3467.909745077,3445.60415602257,3849.63452810783,837.848434980934,1531.99184070934,402.517080382932,71.239034243875,182.126329782379,26.4007575648882,327.39273052406,219.248717214035,61.5304802516606,2924.26024833632,2924.26024833632,1485.52583282823,3266.70261884978,831.413856030798,736.900264622018,97.4987179402888,3633.25198685695,652.060580007717,1923.74114682823,2129.94342647874,1187.7478688678,1056.44876827984,552.58483511584,2426.47542744615,96.6953980290686,NA,130.184484482599
WAMR_166391_Ct_hele,158.009493385682,158.009493385682,158.009493385682,158.009493385682,158.009493385682,494.758526960375,494.758526960375,155.003225772885,494.758526960375,194.756257922563,979.437083226891,4467.61703819833,3657.20261948938,2998.46677487012,3016.5380819741,3570.07310849512,3562.80535533447,3537.28370363475,3937.20687797835,949.01106421369,1637.58816556545,348.671765418423,144.440299085816,301.181008697428,134.033577882559,279.281220278056,336.567972332484,99.5489829179585,3019.45458651062,3019.45458651062,1581.16381188035,3372.49966641955,931.270637355221,841.27878851187,157.092329539033,3728.04452763107,747.903068585763,2027.6429665994,2236.60345166505,1292.82210686544,1153.49555699188,656.342898186611,2530.37763980004,143.5757639715,130.184484482599,NA
