,NA_ABTC113879_Ct_stra,NA_ABTC113898_Ct_stra,SAMAR_34780_Ct_stra,SAMAR_36883_Ct_stra,SAMAR_37916_Ct_stra,SAMAR_41349_Ct_stra,SAMAR_42343_Ct_stra,SAMAR_42743_Ct_stra,SAMAR_42800_Ct_stra,SAMAR_42874_Ct_stra,SAMAR_42955_Ct_stra,SAMAR_45516_Ct_stra,SAMAR_48386_Ct_stra,SAMAR_50902_Ct_stra,SAMR_42487_Ct_stra,SAMR_42881_Ct_stra,SAMR_44903_Ct_stra,SAMR_44955_Ct_stra,SAMR_45029_Ct_stra,SAMR_46857_Ct_stra,SAMR_55734_Ct_stra
NA_ABTC113879_Ct_stra,NA,10.0869565217391,10.3095238095238,0.62962962962963,8.08333333333333,9.58823529411765,7.98333333333333,1.82857142857143,7.87719298245614,0.441176470588235,7.82758620689655,0.75,10.375,8.85714285714286,11.3777777777778,0.217948717948718,8.18333333333333,8.14285714285714,6.88571428571429,8.36206896551725,1.70833333333333
NA_ABTC113898_Ct_stra,10.0869565217391,NA,2,9.70588235294118,1.0952380952381,1.92156862745098,1.36206896551724,10.7317073170732,1.66666666666667,10.5,1.28813559322034,12.8571428571429,2.20454545454545,1.3448275862069,2.42105263157895,9.31481481481481,1.41935483870968,1.64285714285714,1.0327868852459,1.50943396226415,7.77358490566037
SAMAR_34780_Ct_stra,10.3095238095238,2,NA,8,0.228070175438597,2.36585365853659,1.40740740740741,9.31818181818182,1.90243902439024,9.4390243902439,1.06896551724138,10.6315789473684,0.7,1.16981132075472,0.897435897435898,9.38775510204081,0.481481481481481,0.5,1.31034482758621,0.62,7.15094339622641
SAMAR_36883_Ct_stra,0.62962962962963,9.70588235294118,8,NA,6.90666666666667,8.09836065573771,7.20289855072464,1.67948717948718,6.95522388059702,0.567567567567568,6.8,0.757575757575757,9,7.31428571428571,9.6,0.402298850574713,6.66666666666667,7.45070422535212,6.02469135802469,7.890625,1.39325842696629
SAMAR_37916_Ct_stra,8.08333333333333,1.0952380952381,0.228070175438597,6.90666666666667,NA,1.14516129032258,0.884615384615385,7.71186440677966,1.15625,7.11290322580645,0.947368421052632,9.32000000000001,0.233333333333333,0.909090909090909,0.406779661016949,7.63768115942029,0.209876543209877,0.4,0.761904761904762,0.464788732394366,5.625
SAMAR_41349_Ct_stra,9.58823529411765,1.92156862745098,2.36585365853659,8.09836065573771,1.14516129032258,NA,0.65625,10.0425531914894,1.9,8.62,1.03030303030303,13.1351351351351,2.53333333333333,1.14754098360656,2.925,8.55737704918032,1.04615384615385,1.24242424242424,0.901408450704225,1.78571428571429,7.81481481481481
SAMAR_42343_Ct_stra,7.98333333333333,1.36206896551724,1.40740740740741,7.20289855072464,0.884615384615385,0.65625,NA,7.31746031746032,1.046875,7.43859649122807,0.649350649350649,10.1489361702128,1.45614035087719,0.67948717948718,1.7962962962963,8.23809523809524,0.746666666666667,0.906666666666667,0.768292682926829,1.1,6.33333333333333
SAMAR_42743_Ct_stra,1.82857142857143,10.7317073170732,9.31818181818182,1.67948717948718,7.71186440677966,10.0425531914894,7.31746031746032,NA,7.92592592592592,1.98360655737705,7.015625,2.55555555555556,10.9333333333333,8.30357142857143,13.1578947368421,1.73972602739726,7.8448275862069,7.85483870967742,6.0958904109589,7.85714285714286,0.643835616438356
SAMAR_42800_Ct_stra,7.87719298245614,1.66666666666667,1.90243902439024,6.95522388059702,1.15625,1.9,1.046875,7.92592592592592,NA,7.75925925925926,1.10909090909091,10.7317073170732,2.15555555555556,1.08196721311475,2.225,7.765625,1.16666666666667,1.27118644067797,0.869565217391304,1.59649122807018,6.38333333333333
SAMAR_42874_Ct_stra,0.441176470588235,10.5,9.4390243902439,0.567567567567568,7.11290322580645,8.62,7.43859649122807,1.98360655737705,7.75925925925926,NA,7.72222222222222,1.11538461538462,9.5625,8.35185185185185,10.2954545454545,0.304347826086957,7.45762711864407,8.21428571428572,6.875,8.01818181818182,1.92753623188406
