,AMSR_153434_Ct_uber,SAMAR_28517_Ct_olym,SAMAR_41282_Ct_olym,SAMAR_43599_Ct_olym,SAMAR_44654_Ct_olym,SAMAR_45620_Ct_olym,SAMAR_62424_Ct_orie,SAMR_48964_Ct_olym
AMSR_153434_Ct_uber,NA,816.673741465954,401.069819358176,214.830165479618,568.630811687161,751.594305460067,274.35743110038,302.669787061742
SAMAR_28517_Ct_olym,816.673741465954,NA,415.890610617744,998.132255765738,1373.54031611744,1559.33383212191,1067.62727578495,1105.94077599119
SAMAR_41282_Ct_olym,401.069819358176,415.890610617744,NA,590.55651719374,962.998442366342,1148.04311765717,658.817880753096,694.796373047528
SAMAR_43599_Ct_olym,214.830165479618,998.132255765738,590.55651719374,NA,376.644394621771,562.986678350385,70.2566722810012,113.705760628035
SAMAR_44654_Ct_olym,568.630811687161,1373.54031611744,962.998442366342,376.644394621771,NA,186.367915693662,306.569731056411,268.82336208001
SAMAR_45620_Ct_olym,751.594305460067,1559.33383212191,1148.04311765717,562.986678350385,186.367915693662,NA,492.89146878395,454.38639944435
SAMAR_62424_Ct_orie,274.35743110038,1067.62727578495,658.817880753096,70.2566722810012,306.569731056411,492.89146878395,NA,47.3392015141785
SAMR_48964_Ct_olym,302.669787061742,1105.94077599119,694.796373047528,113.705760628035,268.82336208001,454.38639944435,47.3392015141785,NA
