,UMMZ_242643_Ct_pant,WAMR_104950_Ct_pant,WAMR_108591_Ct_pant,WAMR_132520_Ct_pant,WAMR_135379_Ct_pant,WAMR_145526_Ct_pant,WAMR_158463_Ct_pant
UMMZ_242643_Ct_pant,NA,0.742505353319058,0.764835164835165,0.673633440514469,0.950239808153477,0.682673267326733,0.539800995024876
WAMR_104950_Ct_pant,0.742505353319058,NA,0.543417366946779,0.517607973421927,0.656896551724138,0.422770123277738,0.680680680680681
WAMR_108591_Ct_pant,0.764835164835165,0.543417366946779,NA,0.521944632005402,0.41681654676259,0.59304084720121,0.658523908523909
WAMR_132520_Ct_pant,0.673633440514469,0.517607973421927,0.521944632005402,NA,0.687406296851574,0.559206447613143,0.593869731800766
WAMR_135379_Ct_pant,0.950239808153477,0.656896551724138,0.41681654676259,0.687406296851574,NA,0.69938900203666,0.924355300859599
WAMR_145526_Ct_pant,0.682673267326733,0.422770123277738,0.59304084720121,0.559206447613143,0.69938900203666,NA,0.661160924964606
WAMR_158463_Ct_pant,0.539800995024876,0.680680680680681,0.658523908523909,0.593869731800766,0.924355300859599,0.661160924964606,NA
