,NA_CCM0750_Ct_haly,NA_CCM0751_Ct_haly,NA_CCM0804_Ct_haly,NA_CCM0816_Ct_haly,NA_CCM0817_Ct_haly,NA_CCM0820_Ct_haly
NA_CCM0750_Ct_haly,NA,0.424137931034483,0.426282051282051,0.438095238095238,0.440677966101695,0.412765957446809
NA_CCM0751_Ct_haly,0.424137931034483,NA,0.346041055718475,0.323943661971831,0.355685131195335,0.357142857142857
NA_CCM0804_Ct_haly,0.426282051282051,0.346041055718475,NA,-0.49234693877551,0.350724637681159,0.274305555555556
NA_CCM0816_Ct_haly,0.438095238095238,0.323943661971831,-0.49234693877551,NA,0.370056497175141,0.274576271186441
NA_CCM0817_Ct_haly,0.440677966101695,0.355685131195335,0.350724637681159,0.370056497175141,NA,0.422641509433962
NA_CCM0820_Ct_haly,0.412765957446809,0.357142857142857,0.274305555555556,0.274576271186441,0.422641509433962,NA
