,SAMAR_36034_Ct_taen,SAMAR_39563_Ct_taen,SAMAR_42658_Ct_taen,SAMAR_47257_Ct_taen,SAMR_35905_Ct_taen,SAMR_44934_Ct_taen
SAMAR_36034_Ct_taen,NA,1.03448275862069,0.91304347826087,0.5,0.423529411764706,0.756410256410256
SAMAR_39563_Ct_taen,1.03448275862069,NA,3.36111111111111,1.91836734693877,1.64150943396226,1.97674418604651
SAMAR_42658_Ct_taen,0.91304347826087,3.36111111111111,NA,1.25396825396825,0.597014925373134,1.67796610169492
SAMAR_47257_Ct_taen,0.5,1.91836734693877,1.25396825396825,NA,0.285714285714286,1.20289855072464
SAMR_35905_Ct_taen,0.423529411764706,1.64150943396226,0.597014925373134,0.285714285714286,NA,0.958333333333333
SAMR_44934_Ct_taen,0.756410256410256,1.97674418604651,1.67796610169492,1.20289855072464,0.958333333333333,NA
