,NA_ABTC113879_Ct_stra,NA_ABTC113898_Ct_stra,SAMAR_34780_Ct_stra,SAMAR_36883_Ct_stra,SAMAR_37916_Ct_stra,SAMAR_41349_Ct_stra,SAMAR_42343_Ct_stra,SAMAR_42743_Ct_stra,SAMAR_42800_Ct_stra,SAMAR_42874_Ct_stra,SAMAR_42955_Ct_stra,SAMAR_45516_Ct_stra,SAMAR_48386_Ct_stra,SAMAR_50902_Ct_stra,SAMR_42487_Ct_stra,SAMR_42881_Ct_stra,SAMR_44903_Ct_stra,SAMR_44955_Ct_stra,SAMR_45029_Ct_stra,SAMR_46857_Ct_stra,SAMR_55734_Ct_stra
NA_ABTC113879_Ct_stra,NA,679.279765634161,230.245521129076,769.437456847534,705.04255190733,752.26657509157,451.935836153762,902.977851334129,275.238078760916,24.2693221990232,730.831033823824,436.322128707679,547.1288696459,1019.88087539673,836.569781907044,22.5831795812724,837.66938585578,692.495487349918,879.716431584633,818.833926996189,1036.74635277873
NA_ABTC113898_Ct_stra,679.279765634161,NA,729.065154838715,95.0736556570746,133.768456670472,1405.0017793583,270.493992539576,1580.82446843411,426.364867220553,688.04796344441,84.9646985518103,264.594028655221,204.780370153001,343.845895714926,173.476223154644,684.063593534987,180.784401982029,110.873802135581,214.298856739834,176.022725805505,1712.8520076177
SAMAR_34780_Ct_stra,230.245521129076,729.065154838715,NA,806.210270338948,712.144648228153,686.887181420646,462.729942839233,900.438781928011,318.036161465957,207.870151777498,760.165113643082,469.111926942814,549.988181691207,1047.50274462648,858.746761274824,208.420248536461,856.15127168042,706.578374987517,901.60967164289,831.158228016784,1023.50280898491
SAMAR_36883_Ct_stra,769.437456847534,95.0736556570746,806.210270338948,NA,126.700434095547,1487.27838685298,344.127883206229,1669.05452277629,510.245039172357,777.214899496915,58.1205643468816,346.18636599381,262.621400498893,251.402068408357,80.5543294925853,773.256749081442,90.5538513813742,116.180893437777,120.1623901227,94.9894731009705,1800.15638209573
SAMAR_37916_Ct_stra,705.04255190733,133.768456670472,712.144648228153,126.700434095547,NA,1398.19598054064,258.435678651381,1593.06810902736,435.048273183563,709.398336620548,80.7774721070176,276.882646621272,163.856644662339,336.86495810636,149.819891870205,705.571399647123,145.206749154438,25.9807621135332,191.117764742056,119.088202606304,1721.46275010527
SAMAR_41349_Ct_stra,752.26657509157,1405.0017793583,686.887181420646,1487.27838685298,1398.19598054064,NA,1144.93536935497,290.774826970974,982.79143260409,736.604371423358,1442.78238137288,1144.255216287,1235.16193270356,1732.13221204387,1543.5627619245,740.423527448986,1541.39060591402,1391.59872089622,1586.65875348167,1517.18093845131,376.146248153561
SAMAR_42343_Ct_stra,451.935836153762,270.493992539576,462.729942839233,344.127883206229,258.435678651381,1144.93536935497,NA,1336.50102880619,186.016128333002,454.993406545633,300.109979840724,54.9636243346452,98.2751240141675,587.869883562681,399.435852171535,451.178456932509,398.065321272778,248.342505423457,443.313658711301,375.572895720658,1465.78272605458
SAMAR_42743_Ct_stra,902.977851334129,1580.82446843411,900.438781928011,1669.05452277629,1593.06810902736,290.774826970974,1336.50102880619,NA,1161.69316086478,892.979283074361,1627.44492994387,1328.73247871797,1430.11223335793,1918.301331908,1732.38390664425,896.959865322858,1731.89231766874,1583.59432936595,1775.3867184363,1710.57475720882,140.890028036054
SAMAR_42800_Ct_stra,275.238078760916,426.364867220553,318.036161465957,510.245039172357,435.048273183563,982.79143260409,186.016128333002,1161.69316086478,NA,277.508558426583,466.173787336869,184.64831437086,275.793400936281,757.231140405623,571.747321812704,273.828413427095,570.990367694587,424.454944605432,614.021986577028,550.780355495728,1291.16265435459
SAMAR_42874_Ct_stra,24.2693221990232,688.04796344441,207.870151777498,777.214899496915,709.398336620548,736.604371423358,454.993406545633,892.979283074361,277.508558426583,NA,737.480169224909,441.902704223452,550.04090756961,1027.32857450769,843.043296634283,4.12310562561766,843.722110650183,697.58081969045,886.188467539496,824.217204382437,1025.90350423419
